Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69),C3H5(31),C4H5(34),C4H5(183)
4.715726765099563e-10,0.11224538053686937,0.0,0.0,0.0,0.0,0.999999923926082,1.4963095269002635e-07,1.240991811443565e-09,1.3452071083892266e-11,1.2174550038190061e-09,1.0724044171440032e-11,1.5766412442207173e-11,2.8535161885495943e-22,9.762032510191632e-23,9.667818515431153e-25,6.0980615716359725e-31,4.028970882510917e-37,1.6173195497866115e-39,1.7621890810920808e-38,3.492994657430339e-39,1.903626662168812e-39,1.1674643186756189e-42,1.687122676052303e-45,1.494817080907079e-44,3.574747117201157e-35,1.5457317721112115e-49,5.0541407101805036e-54
5.686165714867079e-10,0.11224538229395492,0.0,0.0,0.0,0.0,0.9999999082637632,1.804198347969104e-07,1.5009169809283012e-09,1.9558002726187073e-11,1.4667857368293327e-09,1.5623735120585877e-11,2.2910355807857612e-11,5.944646471986308e-22,1.880953885289104e-22,2.211978353176089e-24,1.4061530282232924e-30,1.3129139866018909e-36,5.271818886958936e-39,5.238327297367899e-38,1.321666536307706e-38,7.206347143994253e-39,4.830670977499238e-42,6.030035546632493e-45,6.494219672964063e-44,1.127912978971438e-34,7.500791367351732e-49,2.4529956196017484e-53
6.656604664634596e-10,0.11224538405114498,0.0,0.0,0.0,0.0,0.9999998925989794,2.112075768914303e-07,1.7623755804126879e-09,2.6803107062077715e-11,1.7157221763862025e-09,2.1455217473635732e-11,3.1380365957442246e-11,1.1005045876392044e-21,3.2880617837744824e-22,4.4652734559815066e-24,2.8545212916424103e-30,3.5811270164363657e-36,1.438242737463432e-38,1.3246636506149096e-37,4.077722530341941e-38,2.2242827910600199e-38,1.5986494510663832e-41,1.7869320793099577e-44,2.2478023160901785e-43,2.9904133921895543e-34,2.932976485734297e-48,9.592969411823415e-53
7.627043614402112e-10,0.1122453858084402,0.0,0.0,0.0,0.0,0.9999998769317331,2.419941789524591e-07,2.0253600276846384e-09,3.518734424688379e-11,1.964271860069896e-09,2.8223954098844456e-11,4.1174365785464025e-11,1.8709538324653613e-21,5.352102035396678e-22,8.233074920264302e-24,5.285614923340952e-30,8.594315574384085e-36,3.452181421432765e-38,2.9759812461113773e-37,1.0906212949976314e-37,5.951238767679313e-38,4.533681662311915e-41,4.635925055184172e-44,6.652102456143333e-43,6.996661453133046e-34,9.729359628038396e-48,3.18256797316224e-52
9.567921513937146e-10,0.11224538932334853,0.0,0.0,0.0,0.0,0.9999998455898608,3.0356396288955657e-07,2.5558764383295935e-09,5.537305767087573e-11,2.46024080847105e-09,4.4594925002364784e-11,6.472621110258312e-11,4.514137718105493e-21,1.2165536417047991e-21,2.307399264711663e-23,1.490377442913009e-29,3.8070791445807525e-35,1.5296213568258788e-37,1.1712878408164279e-36,5.961941316361763e-37,3.2558354011744574e-37,2.7627419855585208e-40,2.4234867267262563e-43,4.48646453224372e-42,2.9569654117352313e-33,7.929455654793591e-47,2.5944225554064444e-51
9.999999999999999e-10,0.11224539283868473,0.0,0.0,0.0,0.0,0.9999998386111915,3.172700154422027e-07,2.6748005853012037e-09,6.048684790745917e-11,2.5704529787282354e-09,4.87569582392213e-11,7.06873375795334e-11,5.356719020065244e-21,1.4296069526678889e-21,2.825559959489049e-23,1.82699183665198e-29,5.105172268978274e-35,2.051266122289081e-37,1.5334364523251222e-36,8.34766992934189e-37,4.5594725033539685e-37,3.9501825773332265e-40,3.369245886474907e-43,6.561205872045523e-42,3.92485846809956e-33,1.2050552137872134e-46,3.942955228739354e-51
1.150879941347218e-09,0.11224539283868473,0.0,0.0,0.0,0.0,0.9999998142381629,3.651291864393198e-07,3.0924068379545776e-09,8.011482383101048e-11,2.9547515996220468e-09,6.477984991455708e-11,9.355005717824551e-11,9.226196346675476e-21,2.3963157254312194e-21,5.399298069568499e-23,3.5019472924789776e-29,1.2853574794869214e-34,5.165224820814989e-37,3.595276102184414e-36,2.3750484851110716e-36,1.2978685201646026e-36,1.1876089110465447e-39,9.419968900951902e-43,2.094406276007346e-41,9.577389336295662e-33,4.230145557940186e-46,1.3842319841066605e-50
1.3449677313007212e-09,0.11224539635445349,0.0,0.0,0.0,0.0,0.9999997828766548,4.266898494330387e-07,3.634892895800804e-09,1.0941232344292074e-10,3.4478622069745375e-09,8.882151205989266e-11,1.2763069477501863e-10,1.6824199915378275e-20,4.271000059836308e-21,1.114026022917663e-22,7.247257652121157e-29,3.6030392501343304e-34,1.4480594135622564e-36,9.328399347937123e-36,7.639027151988117e-36,4.176863939010012e-36,4.048499045119951e-39,2.9882330973486304e-42,7.680953605148168e-41,2.5858061005163136e-32,1.7454805777372818e-45,5.712239757675575e-50
1.5390555212542246e-09,0.11224539987065965,0.0,0.0,0.0,0.0,0.9999997515053521,4.882459517021977e-07,4.183277306865328e-09,1.4326523717938634e-10,3.939629578308392e-09,1.1676227937795063e-10,1.669535251059726e-10,2.822534580999751e-20,7.068956789982507e-21,2.0943827343724062e-22,1.365611660448901e-28,8.825543970534671e-34,3.547306360544731e-36,2.1422789393627868e-35,2.108950372791251e-35,1.1537643657482148e-35,1.1714708205828648e-38,8.186260863178639e-42,2.377655840458893e-40,6.120428414360063e-32,6.01247887346791e-45,1.9677732019697846e-49
1.927231101161231e-09,0.11224540690440263,0.0,0.0,0.0,0.0,0.99999968873342,6.113444733936913e-07,5.297516932998006e-09,2.2463602941316605e-10,4.919357439933401e-09,1.8450859647663686e-10,2.612703283948556e-10,6.652589709461204e-20,1.6506558931698603e-20,6.07138738240347e-22,3.971757186832023e-28,4.0636730563811306e-33,1.633574060496227e-35,8.809586238487482e-35,1.2350790799776925e-34,6.76602176048048e-35,7.480566727652824e-38,4.772896628660404e-41,1.7902827803168948e-39,2.6312572794493783e-31,5.337309934510294e-44,1.7470679362209343e-48
2.3154066810682377e-09,0.11224541393995054,0.0,0.0,0.0,0.0,0.9999996259224759,7.344247501692969e-07,6.434687063616254e-09,3.2422464467157037e-10,5.894370980396694e-09,2.6834975695795616e-10,3.763954764177327e-10,1.3311513296730428e-19,3.3170221790333616e-20,1.4561138279299344e-21,9.546570743955422e-28,1.4014018889623832e-32,5.634061184301577e-35,2.8032875090695683e-34,5.082575154366068e-34,2.7874473571955174e-34,3.2500664837555805e-37,1.96808235502584e-40,8.767528317243726e-39,8.567173113209473e-31,2.977907601546282e-43,9.748279856316541e-48
2.7035822609752443e-09,0.11224542097733962,0.0,0.0,0.0,0.0,0.9999995630726207,8.574867806872419e-07,7.594364338189257e-09,4.420285260592637e-10,6.865090703860127e-09,3.6861055064034424e-10,5.122331051094986e-10,2.3806253031509747e-19,6.002625695272735e-20,3.059780542518582e-21,2.00923128763027e-27,3.9797583016337643e-32,1.6000828948878234e-34,7.484115082014702e-34,1.6639688461363323e-33,9.135004154976014e-34,1.1063042927812805e-36,6.4698064431854e-40,3.2973673328990626e-38,2.3104679934156925e-30,1.2640992328617505e-42,4.1382587914490677e-47
3.091757840882251e-09,0.11224542801660543,0.0,0.0,0.0,0.0,0.9999995001839457,9.805305636083562e-07,8.77614013606798e-09,5.780451157621068e-10,7.831922374945097e-09,4.856098237255296e-10,6.68696146960719e-10,3.923176329515017e-19,1.0054279529872897e-19,5.834414907041183e-21,3.8358006262007695e-27,9.839043623024437e-32,3.956024667001127e-34,1.7610352258063638e-33,4.64654133792872e-33,2.5533772603326646e-33,3.1843967081587947e-36,1.815360797517935e-39,1.0366827826859276e-37,5.448038515431055e-30,4.4531523233224716e-42,1.45787157696152e-46
3.4799334207892576e-09,0.11224543505778298,0.0,0.0,0.0,0.0,0.9999994372565347,1.1035560975959681e-06,9.979620051236757e-09,7.322718551996345e-10,8.795257543910123e-09,6.196606879111111e-10,8.457060148408587e-10,6.075650624784671e-19,1.5868597171752523e-19,1.0327105174389371e-20,6.795850745789287e-27,2.1901183486771982e-31,8.806224887062393e-34,3.761334889487135e-33,1.152353396302275e-32,6.338471578858793e-33,8.095223089191933e-36,4.524646533999609e-39,2.856289067286297e-37,1.1601553670054158e-29,1.361083996300937e-41,4.456043470942989e-46
3.868109000696264e-09,0.11224544210090638,0.0,0.0,0.0,0.0,0.9999993742904623,1.2265633813158034e-06,1.1204423399071457e-08,9.047061851507831e-10,9.755474039810712e-09,7.71070717493384e-10,1.0431923058373293e-09,8.961242779646658e-19,2.389161108545506e-19,1.7233033784704496e-20,1.1348912720500984e-26,4.487155961367582e-31,1.8042904048560905e-33,7.439583748866842e-33,2.6037663319786027e-32,1.433547297925162e-32,1.8675507122639309e-35,1.0274282115555985e-38,7.100036696457083e-37,2.2792738992516562e-29,3.714700773354525e-41,1.2161835391299326e-45
4.2562845806032705e-09,0.11224544914600944,0.0,0.0,0.0,0.0,0.9999993112857958,1.3495524134358933e-06,1.2450182783796236e-08,1.095345545843264e-09,1.0712936402950476e-08,9.401421231983767e-10,1.2610925425446028e-09,1.2708796701081623e-18,3.4618430189054443e-19,2.7411031101594154e-20,1.8062878849679543e-26,8.588112836261428e-31,3.4533752936101056e-33,1.381728689461146e-32,5.44542396615022e-32,3.000857639995675e-32,3.974969785233203e-35,2.158921464170694e-38,1.6184208974909693e-36,4.1931904280343e-29,9.206636447084744e-41,3.0142897316315863e-45
4.644460160510277e-09,0.1122454561931252,0.0,0.0,0.0,0.0,0.9999992482425948,1.4725231926264583e-06,1.3716543557489805e-08,1.3041873770585002e-09,1.1667996425754142e-08,1.1271719699063123e-09,1.4993518498027976e-09,1.745205165907029e-18,4.859279843656271e-19,4.190349548971486e-20,2.7627214391256754e-26,1.5545599363991265e-30,6.251188403192546e-33,2.4359968796974094e-32,1.0699306992782117e-31,5.901678049159338e-32,7.930427442232699e-35,4.261242356435827e-38,3.445337387562787e-36,7.307609841754702e-29,2.116014869548745e-40,6.928042458060558e-45
5.032635740417284e-09,0.11224546324228624,0.0,0.0,0.0,0.0,0.9999991851609111,1.5954757175598171e-06,1.500316338557492e-08,1.5312291182177158e-09,1.2620993587184117e-08,1.3324523514134068e-09,1.7579226949528753e-09,2.3329166723220484e-18,6.640672389738287e-19,6.195296074256673e-20,4.086394570677165e-26,2.685248633317431e-30,1.0798101421249641e-32,4.1108973509868205e-32,1.995047968325704e-31,1.1014963732837831e-31,1.4988008909314178e-34,7.980337931653474e-38,6.925960378829515e-36,1.2170078997830099e-28,4.562786186621769e-40,1.4939250862386024e-44
5.4208113203242905e-09,0.1122454702935246,0.0,0.0,0.0,0.0,0.9999991220407902,1.7184099869103012e-06,1.63097118417331e-08,1.7764682084649741e-09,1.3572255457743359e-08,1.5562705531687676e-09,2.0367646454879293e-09,3.0482387213455267e-18,8.870011220508304e-19,8.901808764186898e-20,5.873826649657515e-26,4.455976998265893e-30,1.7918950423546597e-32,6.68218006197698e-32,3.5565806442979944e-31,1.9655116494731e-31,2.7040853411985113e-34,1.4285488312264495e-37,1.3251820942454293e-35,1.9497947644139055e-28,9.307301122934078e-40,3.0473932612389427e-44
5.808986900231297e-09,0.11224547734687168,0.0,0.0,0.0,0.0,0.9999990588822701,1.8413259993541756e-06,1.763587001149771e-08,2.0399020867495135e-09,1.4522098095804645e-08,1.7989092114156869e-09,2.3358441317852233e-09,3.905776662965656e-18,1.1616039374914022e-18,1.2478968844478615e-19,8.236916589255219e-26,7.14145515115658e-30,2.871852989541068e-32,1.0513617262563301e-31,6.0967846914442345e-31,3.3725604185481585e-31,4.685279166550331e-34,2.45846693527359e-37,2.4282851424934826e-35,3.0210906818762483e-28,1.808477006684731e-39,5.921381586230608e-44
6.5853380600453104e-09,0.11224549146001572,0.0,0.0,0.0,0.0,0.999998932450153,2.087103248236322e-06,2.0345794930959198e-08,2.6213439627452766e-09,1.641873480906596e-08,2.3417561853855144e-09,2.9946142743716248e-09,6.107673856590052e-18,1.89566572258445e-18,2.304788442528287e-19,1.5221363374986565e-25,1.680828566196013e-29,6.759407637483654e-32,2.397773356785454e-31,1.6243826905685383e-30,9.003259787138365e-31,1.2716063866859615e-33,6.598146382080131e-37,7.328709913186785e-35,6.670674716696685e-28,6.065163429597048e-39,1.9859200804455713e-43
7.361689219859324e-09,0.11224550558196052,0.0,0.0,0.0,0.0,0.9999988058647368,2.332807453651981e-06,2.3130601877476677e-08,3.275534256936463e-09,1.8313217136132908e-08,2.9631674797591814e-09,3.734092736216568e-09,9.062176080547205e-18,2.93060244235174e-18,3.97826393896027e-19,2.628472831882961e-25,3.5947211795475225e-29,1.44563322867618e-31,4.997498266982948e-31,3.880743507845949e-30,2.1551701517700954e-30,3.084644359450462e-33,1.586673102640408e-36,1.9576557115007446e-34,1.3448917101208444e-27,1.7736601487184563e-38,5.807601653899326e-43
8.138040379673336e-09,0.112245519712941,0.0,0.0,0.0,0.0,0.9999986791261044,2.5784386050728778e-06,2.5988114061697073e-08,4.002452481812262e-09,2.0207698999723465e-08,3.6652528410792963e-09,4.554234151865668e-09,1.2897692664635752e-17,4.338117773200274e-18,6.504139071906842e-19,4.2988459425705415e-25,7.11942883408212e-29,2.8631512625711178e-31,9.68752517472673e-31,8.490449810694883e-30,4.7244218291078405e-30,6.835779001652424e-33,3.491838144483083e-36,4.735137365808082e-34,2.521843709502766e-27,4.645968194439664e-38,1.5212770743883225e-42
8.91439153948735e-09,0.1122455338531854,0.0,0.0,0.0,0.0,0.9999985522342497,2.8239966919946195e-06,2.8916303217490906e-08,4.8020781537041965e-09,2.210418578791265e-08,4.4500619566799144e-09,5.455081623694051e-09,1.7747165302923953e-17,6.1971477461434625e-18,1.0171106800248256e-18,6.724442540995269e-25,1.324118247191134e-28,5.325140315477915e-31,1.7693521167415192e-30,1.728474480364198e-29,9.636696900801702e-30,1.4069908240134643e-32,7.146633587697157e-36,1.0558777725993366e-33,4.45745796772103e-27,1.113065659652289e-37,3.644664236127992e-42
9.690742699301363e-09,0.11224554800291558,0.0,0.0,0.0,0.0,0.9999984251890847,3.069481703934788e-06,3.191327949854523e-08,5.674390794670348e-09,2.4004544455652648e-08,5.3195885132171015e-09,6.4367606770318205e-09,2.374784178894542e-17,8.593742346489206e-18,1.5325743051688163e-18,1.0134811565701228e-24,2.3370675498042e-28,9.398961627836076e-31,3.0746795996832648e-30,3.314200487867109e-29,1.8513514512687087e-29,2.7237749349803867e-32,1.377026975409724e-35,2.2008163024068125e-33,7.501471463902317e-27,2.476916912059624e-37,8.1105835066993e-42
9.999999999999999e-09,0.11224556216234756,0.0,0.0,0.0,0.0,0.999998374538267,3.1672496131881593e-06,3.3125878555410074e-08,6.042113849713257e-09,2.4763016438114325e-08,5.68999089960249e-09,6.850365078038308e-09,2.64901596320543e-17,9.718624411462287e-18,1.788235319623057e-18,1.1826507867478829e-24,2.893613414393242e-28,1.1637257882063612e-30,3.785607860664755e-30,4.233521176627635e-29,2.366731108200197e-29,3.491542630412464e-32,1.762254650556664e-35,2.901313570824597e-33,9.120774980834294e-27,3.346745343004279e-37,1.0958843719199008e-41
1.0467093859115376e-08,0.11224556216234756,0.0,0.0,0.0,0.0,0.9999982979904438,3.3148936304311976e-06,3.4977282006174685e-08,6.619369934224179e-09,2.5910512995231304e-08,6.275774001485107e-09,7.499473592792691e-09,3.104106693040578e-17,1.1620949839821707e-17,2.237744475384566e-18,1.4801139128531483e-24,3.9462031819996553e-28,1.5870541415999322e-30,5.1220537101722954e-30,6.041082328802462e-29,3.38118386152761e-29,5.007240139895933e-32,2.521442328022977e-35,4.333475190814869e-33,1.2112391953937257e-26,5.179070014705659e-37,1.6958826739295535e-41
1.124344501892939e-08,0.11224557633169205,0.0,0.0,0.0,0.0,0.9999981706380908,3.56023246104029e-06,3.810666989013687e-08,7.63699511091933e-09,2.7823709333859798e-08,7.320511291200034e-09,8.643494083079725e-09,3.9772098942411484e-17,1.5378704093599768e-17,3.180330924345474e-18,2.103948473493702e-24,6.414979211071865e-28,2.579946717870182e-30,8.228555325251219e-30,1.0544303302589523e-28,5.913107144244428e-29,8.806752077860667e-32,4.419723860717615e-35,8.127018963193201e-33,1.8877702781283406e-26,1.0265828804504717e-36,3.361560646667414e-41
1.2019796178743403e-08,0.11224559051115442,0.0,0.0,0.0,0.0,0.9999980431317224,3.805498185335672e-06,4.129991406193434e-08,8.727245873787255e-09,2.974563961891339e-08,8.455647959833698e-09,9.869162333331679e-09,5.0089968956035835e-17,1.9973715631498344e-17,4.4152937311769656e-18,2.9213966850179376e-24,1.0090498485981063e-27,4.058176012842147e-30,1.2808689361982119e-29,1.7725304818161743e-28,9.959456165440322e-29,1.4907317547665178e-31,7.45945193931664e-35,1.4611309890722802e-32,2.8535681380654864e-26,1.942681561203079e-36,6.361376481003767e-41
1.2796147338557416e-08,0.11224560470093554,0.0,0.0,0.0,0.0,0.9999979154709737,4.050690792906798e-06,4.4555589518859326e-08,9.890101783634568e-09,3.167770589256951e-08,9.682989376027439e-09,1.1176880409792129e-08,6.214737055241066e-17,2.5519366913044e-17,6.0053150836262135e-18,3.9739891808205535e-24,1.5421106499298756e-27,6.2020638596070756e-30,1.939421993800914e-29,2.88320528215048e-28,1.6231619203248455e-28,2.4402628808955203e-31,1.2179627802285724e-34,2.531582423273533e-32,4.199877598308116e-26,3.529943476669768e-36,1.155897908262438e-40
1.357249849837143e-08,0.11224561890123173,0.0,0.0,0.0,0.0,0.9999977876554222,4.295810273357782e-06,4.7872368212686405e-08,1.112554241421764e-08,3.362121322192282e-08,1.1004301564097422e-08,1.2567107992716907e-08,7.610055611525514e-17,3.213561193320333e-17,8.021263327458284e-18,5.3086831551198255e-24,2.2976019802598447e-27,9.240546465939464e-30,2.86562197981107e-29,4.555531612803236e-28,2.569626486297633e-28,3.8783267611567764e-31,1.931368521273652e-34,4.2453941542299836e-32,6.037850645390217e-26,6.188034239796252e-36,2.0263125219789753e-40
1.4348849658185443e-08,0.11224563311223523,0.0,0.0,0.0,0.0,0.9999976596845916,4.540856616306309e-06,5.124901239453198e-08,1.2433547353310259e-08,3.557737635303969e-08,1.2421313877213766e-08,1.4040358394422652e-08,9.210923433668841e-17,3.9948880107004876e-17,1.0542650428209384e-17,6.978165766799783e-24,3.346703265159154e-27,1.3459904966896652e-29,4.142938117193198e-29,7.0142636562796905e-28,3.9642212904811497e-28,6.00417953161243e-31,2.984069204040679e-34,6.91565079075637e-32,8.501187172685394e-26,1.0506998027509183e-35,3.4405997372809433e-40
1.5125200817999456e-08,0.11224564733413449,0.0,0.0,0.0,0.0,0.9999975315579562,4.785829811382654e-06,5.468436840243977e-08,1.3814096203672847e-08,3.754732592238286e-08,1.3935721492740586e-08,1.5597194842223262e-08,1.1033647706766632e-16,4.909198447970634e-17,1.3658083229696457e-17,9.041153428045252e-24,4.777235463110974e-27,1.921335308439728e-29,5.873864459391897e-29,1.0553171854873353e-27,5.975906718492182e-28,9.079652265029061e-31,4.504560776571886e-34,1.0976338862305602e-31,1.1748923517310872e-25,1.7338013396334973e-35,5.677490750518543e-40
1.590155197781347e-08,0.11224566156711424,0.0,0.0,0.0,0.0,0.9999974032749427,5.0307298482287885e-06,5.817736087680886e-08,1.5267168583928815e-08,3.9532114240484654e-08,1.554918773570438e-08,1.7238227017338203e-08,1.3094863958473382e-16,5.970403435382261e-17,1.7465708436060883e-17,1.1562686929180942e-23,6.696263326272421e-27,2.693150361489604e-29,8.182820189394629e-29,1.5550502237790733e-27,8.822877682397102e-28,1.344358296956341e-30,6.658950019709377e-34,1.701825733052661e-31,1.596836545132521e-25,2.788386111837558e-35,9.13085523204362e-40
1.6677903137627483e-08,0.11224567581135603,0.0,0.0,0.0,0.0,0.9999972748349358,5.275556716497578e-06,6.172698738106522e-08,1.6792744129355174e-08,4.1532720670462235e-08,1.726334623943986e-08,1.8964107836221906e-08,1.541152896037574e-16,7.193035237313142e-17,2.2073651428140772e-17,1.461442247317587e-23,9.232920748446645e-27,3.713373220281577e-29,1.121929228243983e-28,2.2486737880737498e-27,1.2783132717121977e-27,1.9528496479178065e-30,9.659065261065804e-34,2.5832725382834273e-31,2.137816358019008e-25,4.3812945019180637e-35,1.4347039828830992e-39
1.7454254297441496e-08,0.11224569006703825,0.0,0.0,0.0,0.0,0.9999971462372791,5.520310405852052e-06,6.533231339458993e-08,1.839080249259601e-08,4.3550056634353424e-08,1.9079802956660063e-08,2.0775530454573978e-08,1.8000914003597427e-16,8.592239602069925e-17,2.7600449332971164e-17,1.8274918897559632e-23,1.2541463080991235e-26,5.0440454008719013e-29,1.5161224668991322e-28,3.1964845672470418e-27,1.8206578711233754e-27,2.787972921245124e-30,1.377175122899317e-33,3.846421561534721e-31,2.823152973268257e-25,6.740115660818658e-35,2.2071324775453725e-39
1.823060545725551e-08,0.11224570433433634,0.0,0.0,0.0,0.0,0.9999970174812792,5.764990905964751e-06,6.89924676467106e-08,2.006132334430661e-08,4.55849702784587e-08,2.1000138033496395e-08,2.2673225475382567e-08,2.0880598556470395e-16,1.0183768344373973e-16,3.417547879950346e-17,2.2629921384252997e-23,1.680455018125679e-26,6.758632841408478e-29,2.0218657849711476e-28,4.473319293683542e-27,2.5528796419723297e-27,3.917719980723604e-30,1.9329445101235494e-33,5.627312759687163e-31,3.68195920861059e-25,1.0170634455543767e-34,3.330505774613175e-39
1.9006956617069523e-08,0.11224571861342315,0.0,0.0,0.0,0.0,0.9999968885662078,6.009598206517132e-06,7.270663776863095e-08,2.1804286373733935e-08,4.7638250820807894e-08,2.3025907555808373e-08,2.465795834717597e-08,2.406846452110184e-16,1.1983972351537479e-16,4.1939378788372775e-17,2.7772641861483436e-23,2.2236764081661725e-26,8.943440740133928e-29,2.663762315830798e-28,6.171132061720036e-27,3.528659485099589e-27,5.426003136805556e-30,2.6742133102912012e-33,8.101000497446335e-31,4.7474886308054055e-25,1.5078064120676794e-34,4.937518491814636e-39
1.9783307776883536e-08,0.11224573290446892,0.0,0.0,0.0,0.0,0.9999967594913037,6.2541322971990304e-06,7.647406624446656e-08,2.3619671289238445e-08,4.9710632599579084e-08,2.5158645175326542e-08,2.6730526941213916e-08,2.7582691097647787e-16,1.4009795004825114e-16,5.104446859932425e-17,3.380403624610447e-23,2.908836512598943e-26,1.1699124308076643e-28,3.470429588053068e-28,8.401876214913661e-27,4.813548573174366e-27,7.415423607966342e-30,3.65107894420432e-33,1.1490258876959768e-30,6.057498079412553e-25,2.19926409246359e-34,7.201806653152404e-39
2.055965893669755e-08,0.11224574720764155,0.0,0.0,0.0,0.0,0.9999966302557763,6.498593167708194e-06,8.029404664193437e-08,2.550745781876253e-08,5.180279884191755e-08,2.739986362343905e-08,2.8891759295975577e-08,3.144175008109013e-16,1.6278766006590268e-16,6.16551613908709e-17,4.0833078695173623e-23,3.764929022540492e-26,1.5142296905523125e-28,4.474941119758909e-28,1.1300709916121997e-26,6.486921216421582e-27,1.0010367765255036e-29,4.924240165410916e-33,1.6075719008987213e-30,7.654623486284716e-25,3.1600210078378524e-34,1.0347963752157892e-38
2.1336010096511562e-08,0.11224576152310675,0.0,0.0,0.0,0.0,0.9999965008588062,6.7429808077498385e-06,8.416592010239682e-08,2.746762571025033e-08,5.3915385173448125e-08,2.9751056120775805e-08,3.1142511516800784e-08,3.5664401476030795e-16,1.880899560189933e-16,7.394837349453995e-17,4.8977033067338266e-23,4.825339675152465e-26,1.9407236976996939e-28,5.715294676458675e-28,1.5029544672103823e-26,8.644146827862237e-27,1.3360453141388583e-29,6.566668853703416e-33,2.2207595691797348e-30,9.586768857385884e-25,4.477848675978764e-34,1.4663415275378548e-38
