Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144)
1.6617461754649834e-11,0.11224537200024483,0.0,0.0,0.0,0.0,0.32999999998997986,0.6699999999921609,1.001837970731104e-11,7.837308400905114e-12,1.783604639789475e-15,2.1828543220918985e-12,5.6452221965328215e-24,1.46109450947909e-19,2.5598917282903314e-20,6.735568259928803e-24,9.732628031793093e-26,1.2567308583692646e-19,2.4959279874606206e-19,1.3249297209320198e-28,2.3148015171453892e-32,1.3116117650576906e-40,1.241281533597957e-37,4.145463151045983e-23,5.1508034780054054e-21,1.269880006549534e-36,1.933716206649655e-40,3.814139196765331e-47,1.2017035180974407e-41,8.57681708985671e-57,3.2184686705145095e-63,7.836070753272154e-53,2.415320632693165e-56,5.817838152832596e-63,2.0120946578824496e-72,4.098754490247913e-75,1.4167085091228254e-74,1.5103727866944562e-73,3.7743254754982365e-74,9.226142015211706e-81,9.112505852204874e-73,9.323783019756464e-67,5.52961979704131e-69,1.1264914334294175e-25,4.962683553640309e-73,4.046573172511174e-69,1.419176283545791e-60,5.780918040405675e-69,8.38150237125263e-61,1.58965700097134e-78,3.7868963592552746e-78
2.326459070844019e-11,0.11224537200034201,0.0,0.0,0.0,0.0,0.32999999998597174,0.6699999999890184,1.4024906730769499e-11,1.0978165534082169e-11,3.4089813225466522e-15,3.0501490666897653e-12,1.0790102319148596e-23,2.9908332182924603e-19,6.727525354369461e-20,1.8776011960589402e-23,2.662770288919837e-25,2.453930296978752e-19,4.801347919874861e-19,4.833461286861275e-28,1.1926446044123504e-31,6.759629562117728e-40,9.238031528817975e-37,1.0830369925470822e-22,1.3508081238398864e-20,4.8838115947442645e-36,1.0607954210422996e-39,1.96959119878396e-46,6.205854151353544e-41,1.1619324365692904e-55,7.188101002880035e-62,6.257455799326723e-52,2.878278069942877e-55,8.876561731095677e-62,6.907810224183824e-71,8.461445456593767e-74,4.402546166648398e-73,4.694050237281186e-72,1.8812585683073867e-72,5.315950393614576e-79,1.726608739227746e-71,2.749927530090508e-65,1.0680031533066173e-67,2.166356978746465e-25,1.4636927675612027e-71,6.16707073878771e-68,3.0807863464507735e-59,2.0279776149935352e-67,1.8180199392946894e-59,7.458058415605366e-77,9.491494749134153e-77
3.65588486160209e-11,0.11224537200053498,0.0,0.0,0.0,0.0,0.3299999999779554,0.6699999999827215,2.2036411316358855e-11,1.7270141823076297e-11,8.209299047344901e-15,4.774476190644011e-12,2.59851131921621e-23,8.231739914830212e-19,2.5738468593415837e-19,8.124909937763812e-23,1.0572831425847085e-24,6.179198317600174e-19,1.172291811729735e-18,3.0336586790450233e-27,1.276077132441725e-30,7.234514905349346e-39,1.750050471605685e-35,4.0885617593381924e-22,5.1435685659539376e-20,3.2225681747547244e-35,1.2066758438593123e-38,2.112165017101815e-45,6.655466811612785e-40,3.8840192058615176e-54,4.31028322893075e-60,1.2708776477701704e-50,1.077170620210031e-53,4.427531797975224e-60,7.922069983289518e-69,5.009273251836383e-72,4.092326936086224e-71,4.363580535403334e-70,3.295992932693098e-70,1.0436920338129477e-76,8.50983079416994e-70,2.3527166313237005e-63,6.081228214707826e-66,5.285977419169142e-25,1.2522787168377635e-69,2.5569973329728383e-66,1.9744964022817356e-57,2.4287928160937827e-65,1.1629311463285662e-57,1.084824265160893e-74,7.013098377039673e-75
4.985310652360161e-11,0.11224537200072626,0.0,0.0,0.0,0.0,0.3299999999699391,0.6699999999764092,3.0045898036416775e-11,2.3575738144405624e-11,1.5027568502135342e-14,6.485182824691889e-12,4.7568086547068964e-23,1.6817192714777875e-18,6.333386443166321e-19,2.1858674467522094e-22,2.6465623430029175e-24,1.176968247440801e-18,2.1732422883023685e-18,9.81348924468275e-27,5.295547881776053e-30,3.0024870010096676e-38,9.079553224962358e-35,9.953454378118611e-22,1.2608749086295483e-19,1.0622913498850055e-34,5.104066720558932e-38,8.771429318556165e-45,2.7639425280323556e-39,2.491166486610398e-53,3.5702989234504253e-59,6.713144488191875e-50,6.925870564539884e-53,3.046084944057272e-59,6.995435471874674e-68,3.810781319353812e-71,3.419428881111038e-70,3.6461185217009596e-69,3.1718676927748567e-69,1.0210393892223149e-75,6.610312291092857e-69,2.100107291833484e-62,5.0317279469786235e-65,9.793631210251829e-25,1.1178235430275773e-68,1.7708168943185561e-65,1.5044491746832385e-56,2.1303687487546902e-64,8.855046149980663e-57,1.1118352361719401e-73,6.304204189612115e-74
6.314736443118232e-11,0.11224537200091574,0.0,0.0,0.0,0.0,0.3299999999619228,0.6699999999700814,3.805343496745292e-11,2.989484862297604e-11,2.3795643607185982e-14,8.182374843604198e-12,7.532330136629787e-23,2.9334384884772607e-18,1.254028756729457e-18,4.676011573246225e-22,5.302663514101706e-24,1.9345977417730012e-18,3.48351170801188e-18,2.381283932531955e-26,1.5452969078608452e-29,8.762028347529855e-38,3.129967218325294e-34,1.9511338428753222e-21,2.487705903707429e-19,2.6089399355507238e-34,1.5074009236683385e-37,2.560679619606753e-44,8.068980316148209e-39,1.0497945676926253e-52,2.0114994783366712e-58,2.3407821796324067e-49,2.8050529409695114e-52,1.2929733604819714e-58,3.851452285115068e-67,1.9047420119847316e-70,1.812850521637775e-69,1.93304444158948e-68,1.8669880400979797e-68,6.0737706940939e-75,3.397406555150197e-68,1.2387510616383473e-61,2.8448415238708153e-64,1.5689459462236954e-24,6.593500077521946e-68,7.94595789456735e-65,7.176035119546383e-56,1.1282308858405504e-63,4.221368808166139e-56,8.270241587707513e-73,4.4525777649687136e-73
7.644162233876302e-11,0.11224537200110357,0.0,0.0,0.0,0.0,0.3299999999539065,0.6699999999637384,4.6059089963336756e-11,3.6227366719037816e-11,3.444560087654939e-14,9.866158786854749e-12,1.0903574126793511e-22,4.63718059959607e-18,2.178586117695746e-18,8.718802337739209e-22,9.303159057446699e-24,2.9029164649554373e-18,5.103687480278727e-18,4.8871026663963575e-26,3.693484655322105e-29,2.094328028342385e-37,8.597801679306424e-34,3.356456786055369e-21,4.306739585505499e-19,5.404925780864699e-34,3.6360594964204356e-37,6.122205773961315e-44,1.9291885483326193e-38,3.48516499803386e-52,8.777719997604043e-58,6.486043880314668e-49,8.822410301690781e-52,4.217810315699632e-58,1.625437490766996e-66,7.406894485861552e-70,7.404816481810634e-69,7.895801595512953e-68,8.353823543983404e-68,2.740586760014016e-74,1.3521832560457866e-67,5.612003709140671e-61,1.2398608908561738e-63,2.2973838108258224e-24,2.9871023711907143e-67,2.7899730569396498e-64,2.645270333284226e-55,4.5417510436949155e-63,1.5552764917296556e-55,4.634475204518747e-72,2.3309573167672797e-72
9.999999999999999e-11,0.1122453720014741,0.0,0.0,0.0,0.0,0.329999999939701,0.6699999999524606,6.024124639528901e-11,4.7481674577965774e-11,5.775566416217435e-14,1.2817311453572528e-11,1.8282404657964624e-22,8.926919358917449e-18,4.724981036403133e-18,2.1181335441263967e-21,2.0488358609846202e-23,5.169362434313467e-18,8.737650029907297e-18,1.346455494669843e-25,1.27721184471336e-28,7.2425368642933765e-37,3.693709890785427e-33,7.155579076315263e-21,9.28348663908192e-19,1.5102276635306743e-33,1.27454618106828e-36,2.1178394924605997e-43,6.673657831637694e-38,2.098275231181531e-51,8.507680799048521e-57,2.822902694011287e-48,4.723169861656661e-51,2.3828002034843824e-57,1.5229254258029945e-65,5.878764737189918e-69,6.474928171511773e-68,6.90431665185849e-67,8.733834502956238e-67,2.9080512998661644e-73,1.1038697433935196e-66,5.814405743893415e-60,1.1688367053391488e-62,3.92941471846739e-24,3.094837891352232e-66,1.8605446840461797e-63,1.920731098045397e-54,3.8517687647898143e-62,1.1280532640873816e-54,6.851446140399392e-71,2.712363232893691e-71
1.0303013815392444e-10,0.1122453720014741,0.0,0.0,0.0,0.0,0.3299999999378739,0.6699999999510067,6.206499302642426e-11,4.893223826903754e-11,6.115203974724504e-14,1.3193889940554767e-11,1.9357533896900153e-22,9.608419693215259e-18,5.148699215729019e-18,2.338557602286905e-21,2.2365735078911895e-23,5.514403485065968e-18,9.275981989116005e-18,1.5056571158730213e-25,1.4612866086314923e-28,8.286381024826457e-37,4.310092186229977e-33,7.780791025454947e-21,1.0108360611428903e-18,1.6913244428448675e-33,1.4601200416110792e-36,2.423145899701656e-43,7.63573460528452e-38,2.5133163362623948e-51,1.0467803668566767e-56,3.2975501176061854e-48,5.608673468169423e-51,2.840289678930687e-57,1.8711581394439147e-65,7.161096216493711e-69,7.928087944988772e-68,8.453847287575443e-67,1.0784653936444007e-66,3.593184558489985e-73,1.34655745815e-66,7.175547968675069e-60,1.4360241425589797e-62,4.171002544061551e-24,3.8193341977951586e-66,2.2435711738635387e-63,2.328111828862078e-54,4.708759859585171e-62,1.3672201479544733e-54,8.568897757698585e-71,3.3613809553636794e-71
1.2961865396908586e-10,0.11224537200183797,0.0,0.0,0.0,0.0,0.32999999992184126,0.6699999999382159,7.806411210041396e-11,6.168951887788734e-11,9.464149190956776e-14,1.646921020209962e-11,2.995870233296919e-22,1.7034416358708185e-17,9.987023091596155e-18,5.064365003232049e-21,4.4057870513431943e-23,9.101879539805646e-18,1.4694906924374535e-17,3.587488705802408e-25,4.193920507125249e-28,2.3782762067027558e-36,1.4613269370016807e-32,1.4811331744019844e-20,1.947574200029082e-18,4.0814782114112384e-33,4.236952476879448e-36,6.956126456705714e-43,2.1920044465466857e-37,1.0529515698762101e-50,5.842279820772981e-56,1.1286843246708239e-47,2.2255442833481713e-50,1.1645586291746884e-56,1.014578013927632e-64,3.4096117915515074e-68,4.038189662453156e-67,4.306010535738259e-66,6.263201228470592e-66,2.1062380741528931e-72,6.772523156326677e-66,4.086642928175315e-59,7.911510604013336e-62,6.600608698655455e-24,2.1752011186460256e-65,1.0183230385543884e-62,1.1167758287748559e-53,2.503780920488329e-61,6.552849477860166e-54,5.861918877145393e-70,2.2325334008200752e-70
1.5620716978424729e-10,0.11224537200219539,0.0,0.0,0.0,0.0,0.32999999990580864,0.6699999999253673,9.405694507306681e-11,7.44983439248935e-11,1.3441555860511374e-13,1.9692984193852335e-11,4.254930794214001e-22,2.7348322682611627e-17,1.713316527727801e-17,9.60268025250671e-21,7.671821659530783e-23,1.3754671402120598e-17,2.1365436716237523e-17,7.310430435119052e-25,9.986589083718586e-28,5.663281686209945e-36,4.003791812744649e-32,2.4934528659955282e-20,3.3185445292724206e-18,8.415566971713724e-33,1.0188636099868118e-35,1.6566744631663077e-42,5.220511402626833e-37,3.4305295028763855e-50,2.472602850966393e-55,3.118035012489408e-47,6.97285915819005e-50,3.74190310519295e-56,4.1674096229832965e-64,1.2984711712752984e-67,1.581687854176816e-66,1.6865923367613383e-65,2.7084955422163492e-65,9.167641553478068e-72,2.5891934263489215e-65,1.7522756656107177e-58,3.2743030999829424e-61,9.586636507246199e-24,9.326856500678936e-65,3.5587846666006744e-62,4.0832085605191177e-53,1.0040691844101808e-60,2.393799946468987e-53,2.9869502646970606e-69,1.040748795020694e-69
2.0938420141457012e-10,0.11224537200289125,0.0,0.0,0.0,0.0,0.3299999998737434,0.6699999998995014,1.2602540388291986e-10,1.0026738202797343e-10,2.3116467546171225e-13,2.5989138695463237e-11,7.3175606641886005e-22,5.807809054542359e-17,3.9827505235375625e-17,2.6989020915197096e-20,1.840258332586566e-22,2.6553468185301784e-17,3.8480046636447245e-17,2.2906849597667764e-24,4.281004444967318e-27,2.427788487815017e-35,2.4060339335191374e-31,5.56733085936488e-20,7.60106533612991e-18,2.711871542871673e-32,4.487497455570812e-35,7.103653791184433e-42,2.238518625522209e-36,3.078150740618909e-49,3.943300523671592e-54,1.924143908707209e-46,6.233937515559719e-49,3.560688116919794e-55,8.746767752823259e-63,1.690602744385325e-66,2.4531457203030294e-65,2.6158819364329967e-64,6.970730717452169e-64,2.4222148862755896e-70,3.1920480450720486e-64,3.009249042226193e-57,4.788249229089499e-60,1.7229826117544032e-23,1.6017383448925585e-63,4.202316684660825e-61,5.673145406088835e-52,2.035538765101326e-59,3.308698798506846e-52,8.057215613893228e-68,1.5150389626573532e-68
2.5724352988186066e-10,0.11224537200349667,0.0,0.0,0.0,0.0,0.3299999998448847,0.6699999998760365,1.5477959161478468e-10,1.2362770975089792e-10,3.356548210397503e-13,3.148747811044594e-11,1.0625240902464419e-21,9.91592494098293e-17,7.179633547913234e-17,5.61620308334003e-20,3.408260739906255e-22,4.244915054539256e-17,5.821028129439979e-17,5.082879666242787e-24,1.1626369271642607e-26,6.593504898360568e-35,7.930098431512919e-31,9.685727737701864e-20,1.3523172989353926e-17,6.153232266906964e-32,1.2422862684456562e-34,1.9294695960211347e-41,6.080207274676828e-36,1.2435063237595198e-48,2.1262045068647014e-53,6.4449232576506665e-46,2.5006926080733208e-48,1.461882724601702e-54,4.941132517443033e-62,8.37373531056395e-66,1.268847000939911e-64,1.3530232438154029e-63,4.1602255352382043e-63,1.4531756856600924e-69,1.509815495194454e-63,1.6537640484219881e-56,2.5477589219612556e-59,2.601633077315354e-23,8.802521472303606e-63,1.9149244869483254e-60,2.7130886909060055e-51,1.0957288507560921e-58,1.5787704208451676e-51,5.3520252491527703e-67,9.00699189404567e-68
3.051028583491512e-10,0.1122453720040832,0.0,0.0,0.0,0.0,0.329999999816026,0.6699999998524026,1.8351935537810095e-10,1.4714271057489e-10,4.5455803653164667e-13,3.683113859688507e-11,1.4389176602614442e-21,1.5477479040167523e-16,1.1659690757073023e-16,1.0340120684902367e-19,5.6822260459426775e-22,6.286763884745195e-17,8.2066644571097e-17,9.806193354428714e-24,2.649375337815633e-26,1.5025209620361467e-34,2.121062108811347e-30,1.5188502121594026e-19,2.1675531148381442e-17,1.2128158956150956e-31,2.8830840253891273e-34,4.397206407900721e-41,1.3856652937702385e-35,3.91240984833517e-48,8.557822381568317e-53,1.7506600855650727e-45,7.909421096694545e-48,4.702882175436809e-54,2.033123633088263e-61,2.9752891139856207e-65,4.706967025949306e-64,5.019243985357856e-63,1.8014743114425934e-62,6.323428197073177e-69,5.403505790784587e-63,6.550810627808513e-56,9.760516234026355e-59,3.6613015367131613e-23,3.4868133232188054e-62,6.732518733595204e-60,9.92201960256231e-51,4.4512518018373054e-58,5.759660497347861e-51,2.515466409458438e-66,3.638877850301637e-67
3.529621868164418e-10,0.11224537200465134,0.0,0.0,0.0,0.0,0.3299999997871673,0.6699999998286057,2.1224645527449941e-10,1.7080801073050916e-10,5.861124263260954e-13,4.202449398642166e-11,1.855359376918356e-21,2.26460030703678e-16,1.758520052642521e-16,1.7440048175256278e-19,8.792602774625516e-22,8.812777761488226e-17,1.1007416868814668e-16,1.7142133242734862e-23,5.337731197896178e-26,3.0271732571376998e-34,4.893995353744194e-30,2.212823011586488e-19,3.226550026302479e-17,2.164551772929892e-31,5.910936821170559e-34,8.859698532276815e-41,2.791908581158911e-35,1.044917275856328e-47,2.857561050355665e-52,4.0984675370041067e-45,2.1032640984554503e-47,1.2663246905630485e-53,6.906070428303606e-61,9.26677427347016e-65,1.4962697725317817e-63,1.5955395801158065e-62,6.351980242699134e-62,2.2361055259325765e-68,1.6198542833677894e-62,2.182116978651914e-55,3.19481436689899e-58,4.9022843995038137e-23,1.1614799951361232e-61,1.9718478370029748e-59,2.9867342696509255e-50,1.453863266694765e-57,1.7299228988530305e-50,9.728278342944102e-66,1.2914933188991777e-66
4.0082151528373235e-10,0.11224537200520185,0.0,0.0,0.0,0.0,0.3299999997583085,0.6699999998046514,2.409624307917504e-10,1.946193606965863e-10,7.287769377327148e-13,4.707179387210718e-11,2.3069709338522643e-21,3.1555894688713617e-16,2.510023543848494e-16,2.754141334197463e-19,1.286977425635281e-21,1.1850938453856778e-16,1.4225710947318914e-16,2.78511682399729e-23,9.822373513621091e-26,5.570571233559562e-34,1.0141715728093779e-29,3.052046220765236e-19,4.5453404365142716e-17,3.588886557739037e-31,1.1063508421924113e-33,1.6304251374094965e-40,5.137876924310812e-35,2.4707784588198795e-47,8.240954900207748e-52,8.61298896423173e-45,4.939444505103993e-47,3.003151906234226e-53,2.0236694206846464e-60,2.5066828588423793e-64,4.131176819441439e-63,4.405264428876265e-62,1.9243961119230807e-61,6.790491057092628e-68,4.237074949162417e-62,6.276670986238946e-55,9.040758899906871e-58,6.324889070208032e-23,3.340897250251834e-61,5.059994387585922e-59,7.834121167907665e-50,4.082089693523264e-57,4.527891264994114e-50,3.192522348641258e-65,3.88586553919478e-66
4.486808437510229e-10,0.11224537200573535,0.0,0.0,0.0,0.0,0.32999999972944977,0.6699999997805455,2.696686315167813e-10,2.1857263001773758e-10,8.812006160077132e-13,5.1977168788721165e-11,2.7894757925862686e-21,4.2325073164048165e-16,3.433310321647232e-16,4.131807385381991e-19,1.804409413365301e-21,1.5425864585913654e-16,1.7863897778062126e-16,4.2762707074918135e-23,1.6857750497269046e-25,9.560598083055402e-34,1.9359867171578004e-29,4.0353142699728177e-19,6.135996840804648e-17,5.621457185187246e-31,1.9307245220121694e-33,2.7983475954486633e-40,8.818301806597795e-35,5.316547488546809e-47,2.117405809673297e-51,1.6668588736980278e-44,1.0558922223307924e-46,6.470982837623478e-53,5.286008984341799e-60,6.064884993051814e-64,1.018773239997048e-62,1.0863660906965011e-61,5.183139069721069e-61,1.8327039958526108e-67,9.95886498911323e-62,1.6047388708927817e-54,2.2767340591451838e-57,7.929432557794474e-23,8.54157920241249e-61,1.1740680640357684e-58,1.8518131474585846e-49,1.0239005947933786e-56,1.0680538348481365e-49,9.191878951477405e-65,1.0256975438404083e-65
5.44399500685604e-10,0.11224537200675357,0.0,0.0,0.0,0.0,0.3299999996717323,0.6699999997318994,3.270563802441777e-10,2.66888943748936e-10,1.2106491016270836e-12,6.137812703208822e-11,3.8323620455438566e-21,6.984986457821299e-16,5.840463487535124e-16,8.277675517799838e-19,3.2205327384628942e-21,2.4271593539701276e-16,2.640901748738352e-16,8.877729979935284e-23,4.243031068498663e-25,2.406383561929034e-33,5.86703411008285e-29,6.420906846958314e-19,1.0166627781621846e-16,1.2133773271668277e-30,5.021437349639298e-33,7.043758436350914e-40,2.219670165935821e-34,1.997247966739137e-46,1.0919200049191757e-50,5.190803305408747e-44,3.921581676287305e-46,2.4333093207862883e-52,2.8386938876647043e-59,2.8218928896781815e-63,4.893219872517101e-62,5.2178810324041e-61,2.946486600048427e-60,1.0455014771487672e-66,4.351465184343038e-61,8.148567058211422e-54,1.1254765176508141e-56,1.168564090858893e-22,4.337256651788531e-60,5.0787570624181766e-58,8.261698578277707e-49,5.072502288218423e-56,4.744079291254327e-49,5.8243853760002223e-64,5.407109313668131e-65
6.401181576201852e-10,0.11224537200771036,0.0,0.0,0.0,0.0,0.32999999961401477,0.6699999996827056,3.8441754038522804e-10,3.1572615643615273e-10,1.5666110795684074e-12,7.025816493162663e-11,4.9591785490189725e-21,1.0590686440203526e-15,9.057785447209643e-16,1.4795629436210548e-18,5.231809251604873e-21,3.549441590579809e-16,3.6660180594388475e-16,1.6290833245426562e-22,9.164905918961018e-25,5.197792272015726e-33,1.481592981608155e-28,9.327474180502316e-19,1.5356103744849632e-16,2.3122703085288128e-30,1.1194000888473044e-32,1.52151001773551e-39,4.794676361486111e-34,6.0124033849918865e-46,4.1955596562463164e-50,1.344919225824467e-43,1.1743104957991223e-45,7.350511532010431e-52,1.1227688685756912e-58,9.901292265986049e-63,1.7585688776835123e-61,1.8752509317254822e-60,1.2166656109867123e-59,4.3277850999740086e-66,1.468498231917604e-60,3.069734096906025e-53,4.1719215912876045e-56,1.6173596225730264e-22,1.6339346472325896e-59,1.7203900506783316e-57,2.86105189413824e-48,1.900121650316013e-55,1.6363848119142248e-48,2.587273087159681e-63,2.1454525068766076e-64
7.358368145547663e-10,0.11224537200860955,0.0,0.0,0.0,0.0,0.3299999995562973,0.6699999996329993,4.4175798125923254e-10,3.650552837843432e-10,1.9432113961686894e-12,7.864626755104921e-11,6.151327107318512e-21,1.510113512372195e-15,1.3146314739680265e-15,2.4349546184092903e-18,7.942338748134814e-21,4.920373073376112e-16,4.863366124516916e-16,2.73616990032121e-22,1.774194925191551e-24,1.0062222947559912e-32,3.284772284005147e-28,1.2698417458230162e-18,2.170503992671982e-16,4.029233397902027e-30,2.2344189751987395e-32,2.9455202650219536e-39,9.282113260645731e-34,1.5493401135926585e-45,1.3289816784994546e-49,3.0562135056702345e-43,3.02142551978007e-45,1.9037688589916978e-51,3.643018192305749e-58,2.957165097675728e-62,5.304908375696787e-61,5.656895100207387e-60,4.0851538468386135e-59,1.4556208009484374e-65,4.156246146540793e-60,9.541439794167332e-53,1.280150084410072e-55,2.1396087612678485e-22,5.078645207715219e-59,4.9146825502742523e-57,8.313782054509018e-48,5.888487081173797e-55,4.736883969861103e-48,9.248362930908803e-63,6.864648955282446e-64
8.315554714893474e-10,0.11224537200945486,0.0,0.0,0.0,0.0,0.3299999994985798,0.6699999995828124,4.990823184687698e-10,4.1484895529878577e-10,2.3358299106265786e-12,8.656980615171682e-11,7.394182352719104e-21,2.055694041317507e-15,1.815609045843801e-15,3.763499536807056e-18,1.145616128651163e-20,6.548648797986114e-16,6.234472710125802e-16,4.298556373586246e-22,3.161934316178539e-24,1.793274460074199e-32,6.609438408638694e-28,1.6477215849961705e-18,2.9193644385825456e-16,6.561649711509984e-30,4.104089491125384e-32,5.2495769077901335e-39,1.6542815869401537e-33,3.5708491999071937e-45,3.683290842258744e-49,6.3016560707141e-43,6.968096680592399e-45,4.413943870773309e-51,1.0383414181954696e-57,7.719331814777257e-62,1.4115905210993605e-60,1.5052526796835336e-59,1.2016956533275232e-58,4.2880819860879935e-65,1.0379947087459142e-59,2.5943057226003664e-52,3.440980198852908e-55,2.7355972420221733e-22,1.3808774750007763e-58,1.246145832246681e-56,2.1381225067351233e-47,1.602161913453113e-54,1.2134425088895312e-47,2.8602334145012453e-62,1.9147650045808457e-63
9.272741284239286e-10,0.11224537201024956,0.0,0.0,0.0,0.0,0.32999999944086217,0.6699999995321742,5.563943310380699e-10,4.650812422918282e-10,2.7406839231462505e-12,9.405471016507484e-11,8.675769893555855e-21,2.699140841175193e-15,2.4129563781378555e-15,5.536875853277625e-18,1.587729109219266e-20,8.441454869686011e-16,7.780774672500808e-16,6.4092004437534035e-22,5.280541797094791e-24,2.994838817725945e-32,1.2327013504352285e-27,2.061238258906139e-18,3.779094076053322e-16,1.0132707090474422e-29,7.061620654459683e-32,8.767152028321277e-39,2.7627646972959484e-33,7.546888435156986e-45,9.192117655666762e-49,1.2044252526971929e-42,1.4767147353046757e-44,9.395752927987523e-51,2.680490249022868e-57,1.8506666950176593e-61,3.406631344441696e-60,3.632670125594589e-59,3.196422402288747e-58,1.1420774307231432e-64,2.3496498712672765e-59,6.3409476830347114e-52,8.3241664672096e-55,3.405615680540721e-22,3.375112007387524e-58,2.8838376995362806e-56,5.009253091382995e-47,3.9480807555133853e-54,2.8312686033707543e-47,7.893410268026712e-62,4.727659714840995e-63
9.999999999999999e-10,0.11224537201099681,0.0,0.0,0.0,0.0,0.3299999993970091,0.6699999994934157,5.999329202144187e-10,5.035252101324163e-10,3.0546067494306354e-12,9.946354986639476e-11,9.66950986705223e-21,3.25509269807493e-15,2.933429079125635e-15,7.226920499534322e-18,1.9906944489576116e-20,1.0060012471492905e-15,9.073593421586413e-16,8.438441740127801e-22,7.523770390705922e-24,4.2670837451502075e-32,1.898323588445601e-27,2.3961854282428387e-18,4.503891962922841e-16,1.3692616665345817e-29,1.0289720081533957e-31,1.2491684936063254e-38,3.9364661929981956e-33,1.2702136066327268e-44,1.737694463118628e-48,1.8897019678319855e-42,2.4943028930877954e-44,1.5916402016848267e-50,5.216758742944757e-57,3.382052027682872e-61,6.299110628526139e-60,6.717076930737815e-59,6.360048023858724e-58,2.2744718579436957e-64,4.138561413192932e-59,1.1781926060674646e-51,1.5362709464815738e-54,3.9643604907707833e-22,6.271195377645939e-58,5.189380020731561e-56,9.089199250945506e-47,7.422252615412096e-54,5.120489623025588e-47,1.603036241812891e-61,8.87955878457147e-63
1.0229927853585097e-09,0.11224537201099681,0.0,0.0,0.0,0.0,0.3299999993831446,0.6699999994811128,6.136969923262039e-10,5.15727607681783e-10,3.1547972298745655e-12,1.0112551739600891e-10,9.986668355537065e-21,3.443081607000121e-15,3.1101892068646427e-15,7.828817327472596e-18,2.130974085948922e-20,1.0604524115281183e-15,9.503622048835757e-16,9.164350449642626e-22,8.367894867943754e-24,4.7458284806301126e-32,2.1614096222473996e-27,2.5054235018956033e-18,4.745507403700443e-16,1.4991605689192452e-29,1.1524654708448379e-31,1.3893231112521785e-38,4.3781315368114456e-33,1.4852882555818054e-44,2.1016407219431257e-48,2.1641306755530315e-42,2.9203844603413596e-44,1.8650746628270278e-50,6.365362611079779e-57,4.045773636769461e-61,7.571313006238489e-60,8.07369600104084e-59,7.809664382760625e-58,2.7935748213475827e-64,4.902641449705471e-59,1.41747126510175e-51,1.8448025237046363e-54,4.1499594863644665e-22,7.544809994527656e-58,6.190578018511346e-56,1.0868470814806125e-46,8.96616320568073e-54,6.116754629913316e-47,1.9785688444488995e-61,1.0724876188581935e-62
