Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189)
9.765316814752621e-10,0.11224537201063997,0.0,0.0,0.0,0.0,0.3299999994111602,0.66999999950595,5.858841882580568e-10,4.910932901132897e-10,2.9523315993948692e-12,9.774436312980419e-11,9.345752241924359e-21,3.069660591678826e-15,2.7594608034396232e-15,6.646697571084626e-18,1.8541612161210212e-20,9.521275506695703e-16,8.645227899569919e-16,7.740003061335787e-22,6.731776521495848e-24,3.817905018799421e-32,1.660631533415764e-27,2.286556016051701e-18,4.2641483084934566e-16,1.2455535051425196e-29,9.146165563368581e-32,1.117669798216817e-38,3.522078048557906e-33,1.097153714644861e-44,1.4429036888654776e-48
9.999999999999999e-10,0.11224537201137598,0.0,0.0,0.0,0.0,0.329999999397009,0.6699999994934167,5.999333576970718e-10,5.035244757554698e-10,3.0541688416510373e-12,9.946428424577656e-11,9.668123640417613e-21,3.2554468134056753e-15,2.9337847280342025e-15,7.226830374985162e-18,1.9908552250958185e-20,1.0060724803897952e-15,9.073587170782212e-16,8.4381687709206415e-22,7.523609974119291e-24,4.2669927662411526e-32,1.9018750754997796e-27,2.3963690513459983e-18,4.504589362985153e-16,1.3692631515602734e-29,1.0295745467713752e-31,1.249141861807909e-38,3.9363822692113185e-33,1.2922025604776377e-44,1.7617212594654404e-48
1.0739078546082755e-09,0.11224537201137598,0.0,0.0,0.0,0.0,0.3299999993524432,0.6699999994537891,6.441749498704114e-10,5.428276314453377e-10,3.3777498718324206e-12,1.0472664680556643e-10,1.0692437246683475e-20,3.8806871537604014e-15,3.5230084454488815e-15,9.285406187598109e-18,2.4648807717868915e-20,1.1867259239420297e-15,1.0492406186911464e-15,1.0926661479076422e-21,1.0498107796512709e-23,5.953978232211116e-32,2.8562517148142633e-27,2.752384486917552e-18,5.301676733344779e-16,1.819516813443827e-29,1.4691161633054395e-31,1.743015618452605e-38,5.492713016433134e-33,2.111076849404371e-44,3.199158380281001e-48
1.171284027741289e-09,0.11224537201206718,0.0,0.0,0.0,0.0,0.32999999929372614,0.669999999401229,7.024591077212353e-10,5.949544648999175e-10,3.8096738861797984e-12,1.1131642043670575e-10,1.2059716616826626e-20,4.798453602533897e-15,4.3940210879708756e-15,1.2581893553280723e-17,3.1967537718891414e-20,1.4499077609334979e-15,1.2524259650503412e-15,1.4939610011379758e-21,1.5723208576023268e-23,8.917395800001732e-32,4.680530428220756e-27,3.2423093125889566e-18,6.440758279184008e-16,2.5717754986224376e-29,2.264842318782361e-31,2.610578596761523e-38,8.226640973641027e-33,3.8383832259097153e-44,6.613877865262102e-48
1.2686602008743023e-09,0.11224537201271627,0.0,0.0,0.0,0.0,0.329999999235009,0.6699999993482936,7.607381368226257e-10,6.474515297530108e-10,4.246627337975027e-12,1.1753594542851675e-10,1.3442917010878563e-20,5.824279504237902e-15,5.374657191583191e-15,1.6618038773635913e-17,4.060729696835632e-20,1.7419758841985164e-15,1.4741986771610478e-15,1.9887166714860288e-21,2.2764153939540626e-23,1.2910674527826693e-31,7.363342919886718e-27,3.752114917588015e-18,7.675187878580589e-16,3.53575713548259e-29,3.3729130915712114e-31,3.779650349145011e-38,1.1910706311450695e-32,6.652301146650622e-44,1.2888796666387714e-47
1.3660363740073157e-09,0.11224537201332574,0.0,0.0,0.0,0.0,0.3299999991762919,0.6699999992950049,8.19013188885418e-10,7.002978372286055e-10,4.687457553012336e-12,1.2340621119187874e-10,1.4838389560796186e-20,6.959199734068234e-15,6.466737875108372e-15,2.1476538458008846e-17,5.067755602018707e-20,2.0631726716839568e-15,1.7146706772648924e-15,2.5879157544665976e-21,3.2022350532357876e-23,1.8161474189063717e-31,1.1187734199632297e-26,4.278296195719682e-18,8.9987641570454e-16,4.747713937869237e-29,4.877158045713756e-31,5.316883930477768e-38,1.6754951386754314e-32,1.1063626241929088e-43,2.386159655198723e-47
1.463412547140329e-09,0.11224537201389787,0.0,0.0,0.0,0.0,0.3299999991175748,0.6699999992413835,8.772851762422386e-10,7.534735857478856e-10,5.1312514774133556e-12,1.289470198940129e-10,1.6243243932865176e-20,8.204037594078586e-15,7.671820141578594e-15,2.7240714475410916e-17,6.22877927837262e-20,2.4136950088746744e-15,1.9739464859043287e-15,3.3026593361339732e-21,4.3944037218002516e-23,2.4922881476667205e-31,1.6496167910962036e-26,4.817962602479738e-18,1.0405430996055898e-15,6.246709885310737e-29,6.875142301300389e-31,7.29637697758182e-38,2.2992878529942593e-32,1.7754498535724432e-43,4.2252108832788356e-47
1.5607887202733425e-09,0.11224537201443487,0.0,0.0,0.0,0.0,0.32999999905885763,0.6699999991874491,9.355547936570699e-10,8.069600883539142e-10,5.577313845803061e-12,1.3417705903790908e-10,1.765527921758702e-20,9.559424123669955e-15,8.991220488692814e-15,3.399447134606787e-17,7.55475085308282e-20,2.7936983233495873e-15,2.2521236715370345e-15,4.1441546005048805e-21,5.902050764169453e-23,3.347353623287766e-31,2.3697120967259437e-26,5.3686398102352e-18,1.188927022330848e-15,8.074612658472416e-29,9.479213218727591e-31,9.799708669948444e-38,3.088156651819219e-32,2.7619730623207994e-43,7.198824837151897e-47
1.6581648934063559e-09,0.11224537201493877,0.0,0.0,0.0,0.0,0.3299999990001405,0.6699999991332197,9.93822553559998e-10,8.607397172483457e-10,6.0251319101790206e-12,1.3911395692744347e-10,1.9072872276531627e-20,1.102582888305174e-14,1.0426047691697227e-14,4.18221937179505e-17,9.056620880996981e-20,3.203302928509786e-15,2.549293200193957e-15,5.123695683241314e-21,7.778844884810617e-23,4.411782350064005e-31,3.327160291456741e-26,5.9282085494873726e-18,1.3444540897902528e-15,1.027608664137089e-28,1.2817544106036134e-30,1.291599596306714e-37,4.070184778336699e-32,4.181231090515072e-43,1.1859806411702513e-46
1.7555410665393693e-09,0.11224537201541147,0.0,0.0,0.0,0.0,0.32999999894142334,0.6699999990787121,1.0520888521049988e-09,9.147958504201197e-10,6.474309313613226e-12,1.4377433603768734e-10,2.049476841507659e-20,1.2603617354687948e-14,1.1977259367982887e-14,5.080856315532461e-17,1.0745338626455667e-19,3.642605762742365e-15,2.8655397730987376e-15,6.2526346575881655e-21,1.0083037556385998e-22,5.718611983292624e-31,4.5779379492664084e-26,6.4949582403731795e-18,1.5065800240961237e-15,1.2898582207610178e-28,1.7035140035143703e-30,1.674196571021285e-37,5.275853568685465e-32,6.179124597126548e-43,1.8966894026375514e-46
1.8529172396723827e-09,0.11224537201585477,0.0,0.0,0.0,0.0,0.3299999988827061,0.6699999990239426,1.11035401391512e-09,9.691128102973901e-10,6.924521298840034e-12,1.481738743640048e-10,2.1919939592163732e-20,1.429308995749759e-14,1.3645702223358537e-14,6.103844930174316e-17,1.26318532616752e-19,4.111688411824043e-15,3.20094220864876e-15,7.542362114730747e-21,1.287748577128474e-22,7.303492233159361e-31,6.186522190616861e-26,7.067553363951788e-18,1.6747966904543166e-15,1.5992322947656386e-28,2.2294825875903026e-30,2.138199244616853e-37,6.738054358959242e-32,8.937454907546522e-43,2.9540165266625132e-46
1.9502934128053963e-09,0.11224537201627037,0.0,0.0,0.0,0.0,0.3299999988239889,0.6699999989689261,1.1686182916709827e-09,1.0236758034591591e-09,7.375515120571286e-12,1.5232736571491179e-10,2.3347585725517598e-20,1.6094481995282137e-14,1.5432116736213768e-14,7.259692363811276e-17,1.4727115582284754e-19,4.610617213264156e-15,3.555573815250357e-15,9.004303752185869e-21,1.6229650667763513e-22,9.204684085575335e-31,8.226546771082365e-26,7.644888177857305e-18,1.848627126991125e-15,1.961029558299773e-28,2.8778256596010506e-30,2.69480961083763e-37,8.492087766469967e-32,1.2680019502298395e-42,4.492823585682673e-46
2.04766958593841e-09,0.11224537201665988,0.0,0.0,0.0,0.0,0.3299999987652716,0.669999998913677,1.2268818625263575e-09,1.0784708723628504e-09,7.827113633944574e-12,1.562487679883945e-10,2.4777146051106738e-20,1.8007960765621734e-14,1.7337138394114892e-14,8.556926635280306e-17,1.7042077328231052e-19,5.139442773323343e-15,3.929502692989854e-15,1.0649916774563083e-20,2.021159950673996e-22,1.1463060923365351e-30,1.0781469514480982e-25,8.226002161887493e-18,2.027620663918215e-15,2.380824254909139e-28,3.668694608847797e-30,3.35599453173238e-37,1.0575664724568233e-31,1.7679372943037143e-42,6.688719839711648e-46
2.2424219322044367e-09,0.11224537201736634,0.0,0.0,0.0,0.0,0.329999998647837,0.669999998802532,1.343407425343799e-09,1.188705344028237e-09,8.73158311271606e-12,1.6344719993235333e-10,2.7640294735138543e-20,2.217169090082757e-14,2.1505204919040748e-14,1.1609710441080502e-16,2.237490301834211e-19,6.286945630649182e-15,4.7355001573339275e-15,1.4538041765083725e-20,3.0376258503861535e-22,1.72279873654619e-30,1.7822785404574855e-25,9.39679861046562e-18,2.399459996802313e-15,3.4180745351930486e-28,5.769143144616786e-30,5.043798070293676e-37,1.5894402087631016e-31,3.2826936435751455e-42,1.4016707533111777e-45
2.4176990438438606e-09,0.11224537201792696,0.0,0.0,0.0,0.0,0.32999999854214584,0.669999998701831,1.4482790801399012e-09,1.2885856443423047e-09,9.546608563748038e-12,1.6925647020784765e-10,3.0220303362224636e-20,2.6303398684678777e-14,2.5667102612479682e-14,1.4926498999186657e-16,2.80356787680252e-19,7.422281645612459e-15,5.527480620444202e-15,1.87806505869653e-20,4.249600370797812e-22,2.410175236160384e-30,2.6982084637997432e-25,1.0457310212167007e-17,2.747882631786517e-15,4.6114784777138775e-28,8.393340548742491e-30,7.056245224789068e-37,2.2236182300320873e-31,5.4755470748571016e-42,2.5805839665848028e-45
2.5929761554832846e-09,0.11224537201842374,0.0,0.0,0.0,0.0,0.3299999984364546,0.6699999986005605,1.5531498198372977e-09,1.3890344678870606e-09,1.0362219326451217e-11,1.7449717825694665e-10,3.28021648329518e-20,3.079957093519692e-14,3.022035521389274e-14,1.883437430471777e-16,3.457859112522465e-19,8.654928041897345e-15,6.3828337842779325e-15,2.3796826763796868e-20,5.798843744584365e-22,3.2888355821445946e-30,3.9624847710811183e-25,1.1522105172877244e-17,3.107398314204609e-15,6.0919735637288275e-28,1.189404316285057e-29,9.628726332065176e-37,3.034278585803558e-31,8.80409607808449e-42,4.5427664484088595e-45
2.7682532671227086e-09,0.11224537201886302,0.0,0.0,0.0,0.0,0.3299999983307632,0.669999998498777,1.6580198777260699e-09,1.489995089282573e-09,1.1178182844699423e-11,1.7922605059608645e-10,3.5385142975231815e-20,3.566041590074587e-14,3.516681642922954e-14,2.3383287034599767e-16,4.2067509918640645e-19,9.984966258215676e-15,7.30180325114737e-15,2.965336872501004e-20,7.744094471151483e-22,4.39209369463923e-30,5.667828222223464e-25,1.2589833998829032e-17,3.476395154447588e-15,7.901900688986531e-28,1.6473710328331308e-29,1.285877803828051e-36,4.052157807191053e-31,1.371175483055396e-41,7.692196744379862e-45
2.9435303787621326e-09,0.11224537201925056,0.0,0.0,0.0,0.0,0.3299999982250718,0.6699999983965325,1.7628894082036803e-09,1.5914164450191501e-09,1.1994345502384342e-11,1.8349415168089111e-10,3.7968751506874175e-20,4.088605694772701e-14,4.050802957955165e-14,2.862320696297742e-16,5.056630529260126e-19,1.141244706708723e-14,8.284597425636352e-15,3.64169007378066e-20,1.014891647209289e-21,5.7560002685392276e-30,7.922440025981484e-25,1.3659615690267425e-17,3.853489161971101e-15,1.0086414308432977e-27,2.2363553727756656e-29,1.685194984422774e-36,5.310517501204112e-31,2.076653107364014e-41,1.2590488469274863e-44
3.1188074904015566e-09,0.11224537201959149,0.0,0.0,0.0,0.0,0.32999999811938036,0.6699999982938722,1.8677584918592335e-09,1.6932525691553847e-09,1.281062753729342e-11,1.8734744823932587e-10,4.0552737935185014e-20,4.6476538730483664e-14,4.624526834277559e-14,3.4604119931171746e-16,6.013884726641819e-19,1.2937393159982963e-14,9.331393039959875e-15,4.4153831415552734e-20,1.308167908870764e-21,7.41933142897363e-30,1.085122420036117e-24,1.4730837851434274e-17,4.237488986855869e-15,1.2693464707037395e-27,2.9825384804183824e-29,2.1721770893352946e-36,6.8451338839816644e-31,3.068396480594346e-41,2.0000969305562678e-44
3.2940846020409806e-09,0.11224537201989052,0.0,0.0,0.0,0.0,0.32999999801368873,0.6699999981908383,1.9726271685448185e-09,1.795462084496637e-09,1.3626989938398423e-11,1.9082731811734006e-10,4.3136978768172e-20,5.243185735738142e-14,5.237959409700059e-14,4.1376017399821933e-16,7.0849004889554e-19,1.4559806471370843e-14,1.0442338334270653e-14,5.293030884781544e-20,1.6615535306814658e-21,9.423576381386518e-30,1.4597001210480426e-24,1.5803086983475777e-17,4.627373041740939e-15,1.5773779843309436e-27,3.9153446575191394e-29,2.7589713816588697e-36,8.694286386409387e-31,4.435228161759174e-41,3.0940838128091066e-44
3.4693617136804045e-09,0.1122453720201518,0.0,0.0,0.0,0.0,0.3299999979079971,0.6699999980874677,2.077495464406618e-09,1.89800774094474e-09,1.4443407389396441e-11,1.939710119497917e-10,4.572139386534684e-20,5.875198515744384e-14,5.891190411712948e-14,4.898888834003005e-16,8.276064690138482e-19,1.6279674300733e-14,1.161755594050626e-14,6.28121839437733e-20,2.082839721515517e-21,1.1812923492620553e-29,1.9321715267963608e-24,1.6876105392946628e-17,5.022269460418131e-15,1.938084722157175e-27,5.067623295710739e-29,3.458515397835024e-36,1.0898744812257998e-30,6.285979416233208e-41,4.674221036477861e-44
3.6446388253198285e-09,0.11224537202037914,0.0,0.0,0.0,0.0,0.32999999780230543,0.6699999979837936,2.182363402795815e-09,2.000856002941411e-09,1.525985734894617e-11,1.968120657352164e-10,4.8305911870530024e-20,6.543688133770575e-14,6.584296294927312e-14,5.749271496330597e-16,9.593764179489926e-19,1.8096972463821667e-14,1.2857145460375896e-14,7.386498337405361e-20,2.5802908664404986e-21,1.4634244784294586e-29,2.5207634977759057e-24,1.7949740369322303e-17,5.4214361203637334e-15,2.3570895837862665e-27,6.475829551182307e-29,4.284532407849656e-36,1.3501755031183573e-30,8.752461160338457e-41,6.912283112775824e-44
3.819915936959253e-09,0.11224537202057586,0.0,0.0,0.0,0.0,0.3299999976966136,0.6699999978798468,2.2872310012391013e-09,2.1039766796304472e-09,1.6076323085552762e-11,1.9938067068984578e-10,5.0890479819112127e-20,7.248649043072093e-14,7.317341938191797e-14,6.693747206973713e-16,1.1044385779796204e-18,2.0011665873134106e-14,1.4161185776423182e-14,8.615389105310053e-20,3.162641585805015e-21,1.7937079253213297e-29,3.2458547746678713e-24,1.902389286408186e-17,5.824240569435944e-15,2.8402878411783892e-27,8.180203941817856e-29,5.2515265321698524e-36,1.6549023589370806e-30,1.1992664976349795e-40,1.0026722310565166e-43
3.995193048598677e-09,0.11224537202074507,0.0,0.0,0.0,0.0,0.32999999759092175,0.6699999977756542,2.3920982686802743e-09,2.2073425923464245e-09,1.6892796440868986e-11,2.0170400577254918e-10,5.347507188527788e-20,7.99007408503875e-14,8.090382073727712e-14,7.737312638312951e-16,1.2634316262008721e-18,2.2023709053966793e-14,1.5529737130020614e-14,9.974373286104471e-20,3.839093677594275e-21,2.1773615529722246e-29,4.1300946813946846e-24,2.0098490072544502e-17,6.230142890800203e-15,3.393845377324404e-27,1.0224950820726626e-28,6.374777664127565e-36,2.0088701709605786e-30,1.6194194177498795e-40,1.4291904013771118e-43
4.170470160238102e-09,0.11224537202088952,0.0,0.0,0.0,0.0,0.32999999748522973,0.6699999976712405,2.4969652082811206e-09,2.310929274267658e-09,1.7709275027712203e-11,2.0380653804297836e-10,5.605968051217231e-20,8.767954815769322e-14,8.903462913849523e-14,8.884963470560778e-16,1.4369942339788277e-18,2.4133047537571628e-14,1.6962842998112818e-14,1.146989625758021e-19,4.6193129844998976e-21,2.61986741090709e-29,5.198521026862344e-24,2.117348097622982e-17,6.638682351476156e-15,4.0241969345905226e-27,1.2658415699769846e-28,7.670336267805069e-36,2.417136889717353e-30,2.157792508651513e-40,2.0048542094526952e-43
4.345747271877526e-09,0.11224537202101166,0.0,0.0,0.0,0.0,0.3299999973795377,0.6699999975666274,2.6018318221806348e-09,2.4147146994404447e-09,1.8525757467537313e-11,2.0571029364649398e-10,5.864430133600332e-20,9.582281993945606e-14,9.756623726200523e-14,1.0141694172633453e-15,1.625765067047513e-18,2.633961950905514e-14,1.8460531786302484e-14,1.3108364968513285e-19,5.513426180446578e-21,3.1269689125966044e-29,6.478677173734751e-24,2.224883624264975e-17,7.0494665984499794e-15,4.738044368875035e-27,1.5533261391723603e-28,9.155018042575482e-36,2.8850016124113666e-30,2.8401899818087174e-40,2.771541305273093e-43
4.5210243835169505e-09,0.11224537202111369,0.0,0.0,0.0,0.0,0.32999999727384555,0.6699999974618347,2.7066981134525756e-09,2.5186790389056823e-09,1.9342241432321965e-11,2.0743510169540052e-10,6.122892698725672e-20,1.0433045818867176e-13,1.0649898010833536e-13,1.1512497863652084e-15,1.8303827857592877e-18,2.864335688293568e-14,2.0022818352532e-14,1.48961470225773e-19,6.532017473162074e-21,3.704668965295933e-29,8.000728279493265e-24,2.3324541349535648e-17,7.462161929207275e-15,5.54235491412282e-27,1.8906642993638593e-28,1.0846398447241904e-35,3.4180028574528626e-30,3.696545129029694e-40,3.780242791755318e-43
4.696301495156375e-09,0.11224537202119768,0.0,0.0,0.0,0.0,0.32999999716815337,0.6699999973568808,2.8115640851357433e-09,2.622804441554584e-09,2.0158724616631486e-11,2.0899881342000466e-10,6.381355016782063e-20,1.1320235908008152e-13,1.1583314293421692e-13,1.3002366253791445e-15,2.0514860448988482e-18,3.1044185791588935e-14,2.164970537628584e-14,1.683957003413667e-19,7.686125240347405e-21,4.359228062223908e-29,9.79757670455094e-24,2.4400587047396065e-17,7.876484359088538e-15,6.444359459653185e-27,2.284038173638732e-28,1.276280711443681e-35,4.021916804220282e-30,4.76135605015825e-40,5.092514098252091e-43
4.871578606795799e-09,0.11224537202126537,0.0,0.0,0.0,0.0,0.32999999706246114,0.6699999972517813,2.9164297390294348e-09,2.727074837027369e-09,2.0975205944611818e-11,2.1041749927560042e-10,6.639816747211005e-20,1.2243841247614724e-13,1.2556896769376414e-13,1.4616289597688348e-15,2.289713493580929e-18,3.354202696634983e-14,2.33411845900647e-14,1.8944921143773538e-19,8.9872386266529e-21,5.097162352512513e-29,1.1904976571872256e-23,2.5476964818234782e-17,8.292191930495054e-15,7.451550840601462e-27,2.7401137717401452e-28,1.4923322200676552e-35,4.702755512281862e-30,6.074144553027649e-40,6.782077438742436e-43
5.046855718435224e-09,0.11224537202131843,0.0,0.0,0.0,0.0,0.3299999969567687,0.6699999971465507,3.021295075855454e-09,2.831475758185609e-09,2.179168540889411e-11,2.1170562647479237e-10,6.898277887682186e-20,1.320385025587338e-13,1.3570665945451112e-13,1.6359256621067628e-15,2.545703775325009e-18,3.613679629921518e-14,2.5097237888523194e-14,2.1218446619824985e-19,1.0447294118302556e-20,5.925241698479881e-29,1.4361647460717437e-23,2.655366785380053e-17,8.709078463222559e-15,8.571682139764153e-27,3.266058151816287e-28,1.734776469798624e-35,5.4667651289747506e-30,7.679938166534776e-40,8.936583648225997e-43
5.397409941714072e-09,0.11224537202138625,0.0,0.0,0.0,0.0,0.32999999674538366,0.6699999969357471,3.2310248014847985e-09,3.0406184204452678e-09,2.342463837830127e-11,2.1394096222785816e-10,7.415198282208142e-20,1.5233030853784197e-13,1.571883137131554e-13,2.025226847326548e-15,3.113527384364638e-18,4.1616762523160094e-14,2.880295078038145e-14,2.6294799827337003e-19,1.3894193362231558e-20,7.880171827862425e-29,2.0493181731472817e-23,2.8708037286832106e-17,9.545714578772705e-15,1.1183067973303164e-26,4.558828644114374e-28,2.3071395686271956e-35,7.270441280171406e-30,1.1981284901443029e-39,1.507280210122045e-42
5.712908742665035e-09,0.11224537202141037,0.0,0.0,0.0,0.0,0.3299999965551369,0.6699999967456932,3.4197804774966545e-09,3.229175587926685e-09,2.4894289351993305e-11,2.1562388062727372e-10,7.880424516751575e-20,1.7183669512440765e-13,1.7789768025371947e-13,2.4247321500976293e-15,3.691724279112872e-18,4.6879303420892183e-14,3.2358585912142266e-14,3.150049098656984e-19,1.7668768507044848e-20,1.0020945694290125e-28,2.7659189725697524e-23,3.064806401489687e-17,1.0301215669489705e-14,1.400261765141069e-26,6.04403231698004e-28,2.93391459597525e-35,9.24558461072619e-30,1.7437378711953996e-39,2.3422080196891573e-42
