Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075)
1.7444700908188503e-11,0.11224537200025697,0.0,0.0,0.0,0.0,0.3299999999894811,0.6699999999917701,1.0517016259896865e-11,8.228046779872993e-12,1.9640014384892798e-15,2.290932834042547e-12,6.2160838235358104e-24,1.6241093194728253e-19,2.9597048657962747e-20,7.848471200014022e-24,1.1259540792348421e-25,1.3878316820484035e-19,2.7507456346400794e-19,1.6082520243192895e-28,2.949848222230243e-32,1.6715169251996173e-40,1.6607235075445105e-37,4.789361021499752e-23,5.9537829097650906e-21,1.542232179444872e-36,2.4653558854930074e-40,4.862303727022655e-47,1.5319579765495306e-41,1.204912858204511e-56,4.783899586632945e-63,1.0487655396116171e-52,3.3935527190334295e-56,8.432605763309874e-63,3.1148460280753637e-72,6.051557073586685e-75,2.1780395487633026e-74,2.322063837932994e-73,6.063361815550948e-74,9.435892394228953e-80,1.343106272982224e-72,1.4414207884214246e-66,8.224934418582731e-69,1.2414473062401127e-25,7.67212504793341e-73,5.755119198189407e-69,2.0930400428411827e-60,8.938932996839681e-69,1.2360502782673292e-60,6.139893489670876e-73,1.3916756037997462e-72,6.8697781553186e-25,2.781256519094992e-56,1.2901600487344452e-50,9.348849319998937e-43,2.549904524495256e-60
2.4422732704445594e-11,0.11224537200035888,0.0,0.0,0.0,0.0,0.3299999999852734,0.6699999999884706,1.4722911132614186e-11,1.152579841139484e-11,3.752646196660597e-15,3.2008641469602596e-12,1.1877643825974698e-23,3.332403764705178e-19,7.776430704219105e-20,2.19255404955549e-23,3.0805046534284493e-25,2.711813367418621e-19,5.291626714161725e-19,5.865767986950535e-28,1.5195171604879093e-31,8.612541223328162e-40,1.2356863581090362e-36,1.2506090926009698e-22,1.5608697951026234e-20,5.931196773116502e-36,1.352430561611433e-39,2.5100583531852084e-46,7.908828434504372e-41,1.6321990817940595e-55,1.0712415139195471e-61,8.374738433080788e-52,4.043950804782687e-55,1.279933724597543e-61,1.0691995071199762e-70,1.2488150955992174e-73,6.737919587754696e-73,7.184101706527275e-72,3.0153571574039387e-72,5.0026814592145455e-78,2.543564787477733e-71,4.245304324957865e-65,1.594686205645666e-67,2.3874360230003314e-25,2.2596322833572692e-71,8.790455554312654e-68,4.543293711911925e-59,3.132949294655757e-67,2.6807951555676957e-59,2.714667981312362e-71,3.2944273880195617e-71,1.7702589855249244e-24,3.5193453295169025e-55,1.6401731797942851e-49,7.696416575775654e-42,3.5419376625965146e-59
3.8378796296959776e-11,0.1122453720005613,0.0,0.0,0.0,0.0,0.329999999976858,0.6699999999818584,2.3132999762767307e-11,1.8132601281038586e-11,9.031157898759005e-15,5.009426788582765e-12,2.858596595353893e-23,9.20912804446969e-19,2.9735815260631775e-19,9.525925844558657e-23,1.223135710303527e-24,6.83799399080985e-19,1.2920462011239433e-18,3.679686313324483e-27,1.6249845034049904e-30,9.212761804595803e-39,2.3396308649993944e-35,4.715628047540006e-22,5.93895298019376e-20,3.9136089256610706e-35,1.5383877607934535e-38,2.6900886572039766e-45,8.476547163070962e-40,5.454891484663916e-54,6.444146202798959e-60,1.7008300201146086e-50,1.5133559400700445e-53,6.335076404937963e-60,1.2257333900673406e-68,7.391306372995701e-72,6.2173162611560664e-71,6.629443754496723e-70,5.2528641037708684e-70,7.946302935290972e-76,1.2522616713701262e-69,3.62201430903292e-63,9.124158415115964e-66,5.825454990478483e-25,1.927887445639124e-69,3.6647974069305237e-66,2.911334567156604e-57,3.744487119479999e-65,1.7143672877123458e-57,3.6867774122077347e-69,2.2859539708392125e-69,6.483010892598234e-24,1.085948158654103e-53,5.461028951143694e-48,1.374603225762137e-40,9.948324153592797e-58
5.233485988947396e-11,0.11224537200076176,0.0,0.0,0.0,0.0,0.32999999996844265,0.6699999999752292,3.154087568837014e-11,2.4754397234408342e-11,1.6522457763303747e-14,6.802995842143973e-12,5.229884727933402e-23,1.8867890142671533e-18,7.313961058772517e-19,2.569322680780706e-22,3.061692629193086e-24,1.3039520699101945e-18,2.3953297179660353e-18,1.1899199202637263e-26,6.741514890361873e-30,3.822381928558832e-38,1.2135358958166869e-34,1.1469259996757562e-21,1.4549755012456737e-19,1.2900707519930676e-34,6.507092885585844e-38,1.1167831443582197e-44,3.519077543014953e-39,3.498425139385457e-53,5.343182078542133e-59,8.984119844705288e-50,9.730259378689113e-53,4.349622175713072e-59,1.0822416969437134e-67,5.622747562067744e-71,5.185712137694558e-70,5.529512690772272e-69,5.047859933210132e-69,8.076973541303598e-75,9.723811147528134e-69,3.230631877591644e-62,7.556805423141728e-65,1.0793217105478285e-24,1.7195680275539518e-68,2.542221590508444e-65,2.2181348179537306e-56,3.2824726573908796e-64,1.305272626996099e-56,3.731554770324183e-68,2.0281109199052074e-68,1.54076747759767e-23,6.907146395831986e-53,3.463294276654797e-47,7.168337121830902e-40,6.299543615695021e-57
6.629092348198815e-11,0.11224537200096034,0.0,0.0,0.0,0.0,0.32999999996002727,0.669999999968583,3.9946617166380944e-11,3.139106411864077e-11,2.6148208842016415e-14,8.581693460155666e-12,8.276831296287522e-23,3.298393717132336e-18,1.4476268281258847e-18,5.507194181697244e-22,6.134369106294001e-24,2.145509411052111e-18,3.839623956625747e-18,2.8864872433112624e-26,1.9667356071719066e-29,1.1151774540837957e-37,4.18245636189624e-34,2.246302950925986e-21,2.8690523028192683e-19,3.1683197302478094e-34,1.9217431827442648e-37,3.259361210481717e-44,1.027062869370906e-38,1.4741580555932108e-52,3.0155159569208566e-58,3.1325911554998205e-49,3.940807474881954e-52,1.84348523597436e-58,5.957907012204102e-67,2.8104468983392207e-70,2.7458307080882326e-69,2.9278897784226813e-68,2.967952172306609e-68,5.6408109985823355e-74,4.995897636693783e-68,1.904448036219598e-61,4.2743576675701804e-64,1.729090502692483e-24,1.0136807785888016e-67,1.1420646289232516e-64,1.0579676637540669e-55,1.7374900011561772e-63,6.221985337212917e-56,2.6883690118897636e-67,1.3787536499185555e-67,2.9540850483682844e-23,2.975760238461288e-52,1.4179536065736101e-46,2.5485859207067414e-39,2.7635017895099217e-56
8.024698707450233e-11,0.11224537200115697,0.0,0.0,0.0,0.0,0.3299999999516119,0.6699999999619197,4.8350302090909695e-11,3.804247894419117e-11,3.7830437107316964e-14,1.0345642631876572e-11,1.1974753698558438e-22,5.223293219194198e-18,2.513975808965589e-18,1.028544873899069e-21,1.0762243067747433e-23,3.222374762826373e-18,5.625608456978927e-18,5.922141405975959e-26,4.699612277511054e-29,2.664863543400252e-37,1.1486467999279522e-33,3.8609227723215854e-21,4.964203491646261e-19,6.563717057586165e-34,4.635468128550614e-37,7.790598008630812e-44,2.4549266349363846e-38,4.893663886643327e-52,1.3179470323552136e-57,8.679926107196165e-49,1.2394406307226416e-51,6.006146587727432e-58,2.5142076677128287e-66,1.0929118821139786e-69,1.120363717193839e-68,1.1946535774144556e-67,1.326755953926109e-67,2.9831299444606694e-73,1.9876913259328323e-67,8.622717831268319e-61,1.8635946784280902e-63,2.531896220101044e-24,4.5896168525178295e-67,4.013940086465832e-64,3.8997442426854524e-55,6.991008525970378e-63,2.2921870355803938e-55,1.45520578150808e-66,6.942014849578787e-67,4.9743779206657e-23,1.013327343852375e-51,4.55824454831049e-46,7.279391577155546e-39,9.7152035725516e-56
9.999999999999999e-11,0.11224537200154479,0.0,0.0,0.0,0.0,0.32999999993970097,0.6699999999524606,6.024125495799686e-11,4.748169251727052e-11,5.774708649525012e-14,1.2817293512834438e-11,1.8279242667392844e-22,8.94084794696763e-18,4.7384788594147855e-18,2.1310693632120367e-21,2.0549451456143078e-23,5.172597168750966e-18,8.738748038858197e-18,1.3589536447983145e-25,1.3023182837581316e-28,7.38491817031677e-37,3.821359379303229e-33,7.17261629921324e-21,9.308494181030602e-19,1.5243693903602786e-33,1.29969802319318e-36,2.159501784209034e-43,6.804945111664808e-38,2.1765243345475783e-51,8.981779207023463e-57,2.920705638895335e-48,4.980728210845021e-51,2.524920528924304e-57,1.657499967400966e-65,6.207820087909922e-69,6.92757315097099e-68,7.386987352543174e-67,9.650153589502651e-67,2.7525418222462893e-72,1.1571853791220261e-66,6.22373637997876e-60,1.2374980496096801e-62,3.9298550204437176e-24,3.3127129478456324e-66,1.9561450062768239e-63,2.0456355486725088e-54,4.210030066627819e-62,1.2011601801149699e-54,1.3638679110483714e-65,5.219199419383246e-66,8.986253865812096e-23,4.646674711359555e-51,1.9247911614369243e-45,2.5878831177808165e-38,4.80837332299679e-55
1.0815911425953069e-10,0.11224537200154479,0.0,0.0,0.0,0.0,0.32999999993478113,0.6699999999485439,6.515177584840899e-11,5.138910517185533e-11,6.709047531761642e-14,1.3829742883517899e-11,2.123683909424415e-22,1.0850840066114193e-17,5.937024974496751e-18,2.765793619956956e-21,2.587313018344148e-23,6.13103369162041e-18,1.0225215493344754e-17,1.8234530695090944e-25,1.8584120501393908e-28,1.0538408994773954e-36,5.755649714221919e-33,8.93535780029583e-21,1.163904032636183e-18,2.053891943788244e-33,1.8614148546760076e-36,3.081875960500906e-43,9.71151925069231e-38,3.528529605318743e-51,1.575226378504133e-56,4.4127968453587765e-48,7.879281505830449e-51,4.036093321065798e-57,2.8937057206548253e-65,1.0566940337236803e-68,1.1968095165880332e-67,1.27617964643819e-66,1.70965870756696e-66,5.023626889387306e-72,1.9777303832480233e-66,1.1008111162147854e-59,2.1607102229188012e-62,4.596825864742588e-24,5.859296506756628e-66,3.2341689276911204e-63,3.431799060824841e-54,7.240721278215178e-62,2.014688490367858e-54,2.4929309500549252e-65,9.264195569562488e-66,1.107205488633487e-22,7.580647350349786e-51,3.083515800316548e-45,3.9720179731037935e-38,7.978651255263243e-55
1.3607124144455906e-10,0.1122453720019253,0.0,0.0,0.0,0.0,0.32999999991795037,0.6699999999351031,8.194587450629276e-11,6.479331366261516e-11,1.03724433942613e-13,1.7256258851982672e-11,3.2833131755887967e-22,1.927163019732841e-17,1.1508153940272593e-17,6.000754593087097e-21,5.0966320067438057e-23,1.0133419846014228e-17,1.6199668644559706e-17,4.342342972582299e-25,5.331397469292734e-28,3.02333384086113e-36,1.9507625809104123e-32,1.6981766128630652e-20,2.2401719367436045e-18,4.9563237215484385e-33,5.40133948112381e-36,8.84326123957116e-43,2.7866796746501094e-37,1.4781047866073859e-50,8.799738431348042e-56,1.510373106021368e-47,3.1264668123487812e-50,1.6528043405539273e-56,1.568787697956465e-64,5.031556646571528e-68,6.085805500634778e-67,6.489439238709825e-66,9.916240843323413e-66,3.260264075414987e-71,9.941613673167302e-66,6.263526293289007e-59,1.1905187408373042e-61,7.274564957588686e-24,3.333893353426951e-65,1.4698623742421261e-62,1.6460756232975847e-53,3.8474630865179335e-61,9.654883271318343e-54,1.6316227340783e-64,5.800241114361852e-65,2.0277086449429662e-22,3.150566701664989e-50,1.267499709218019e-44,1.407202086999527e-37,3.423268967320005e-54
1.6398336862958742e-10,0.1122453720022987,0.0,0.0,0.0,0.0,0.3299999999011196,0.6699999999215989,9.873316576638129e-11,7.82541074019114e-11,1.4716402861510558e-13,2.0626187554225318e-11,4.658374182512334e-22,3.097959025791657e-17,1.972920716330477e-17,1.1394463242467289e-20,8.874679396586922e-23,1.533141199182904e-17,2.3554703419940005e-17,8.8439796881331e-25,1.2689913190711436e-27,7.196348090147791e-36,5.342975792206712e-32,2.854259032319444e-20,3.813187435386929e-18,1.0219212018257424e-32,1.2988454530275913e-35,2.105228970523433e-42,6.634004355769463e-37,4.815152021817496e-50,3.726736280159697e-55,4.172365104570622e-47,9.795347056033263e-50,5.3054307045106e-56,6.44294384526896e-64,1.9162810923514263e-67,2.381287969684951e-66,2.5392293627538465e-65,4.28374691551295e-65,1.5723510171733255e-70,3.7987005990862664e-65,2.683310364064124e-58,4.927911706132395e-61,1.0565620128298526e-23,1.428248708044637e-64,5.142542738233312e-62,6.017981226476738e-53,1.5418416960094434e-60,3.5265612318547274e-53,7.908028758877798e-64,2.550678193703725e-64,3.28732363816974e-22,1.0500525857090016e-49,4.065805201946182e-44,3.9732971582572104e-37,1.1685909187580062e-53
2.1980762299964415e-10,0.11224537200302474,0.0,0.0,0.0,0.0,0.32999999986745815,0.6699999998944056,1.3228919367731625e-10,1.0534171470730101e-10,2.5259062930697293e-13,2.7200019106650647e-11,7.995612681161719e-22,6.588393285860733e-17,4.5796889215273095e-17,3.20881438175295e-20,2.128739215895749e-22,2.965058768077654e-17,4.242807433551641e-17,2.7676799719179753e-24,5.433288986469539e-27,3.08127048734484e-35,3.2069634852209656e-31,6.351822004492247e-20,8.715171548970855e-18,3.292939601355326e-32,5.720408312022844e-35,9.01600322952261e-42,2.8411448925663022e-36,4.318303489781824e-49,5.928027855462897e-54,2.5745433984383627e-46,8.756530940062937e-49,5.034996222035979e-55,1.3509386983251567e-62,2.495092418832582e-66,3.6733886654301805e-65,3.917076777706439e-64,1.0966498946285562e-63,3.812595601956452e-69,4.669862933802523e-64,4.5807054806896284e-57,7.20289655350831e-60,1.898986028304234e-23,2.4381804795067393e-63,6.099300516823847e-61,8.357562248358858e-52,3.1123705400327387e-59,4.8709804634668715e-52,1.8449931490553961e-62,3.2997023916652835e-63,6.823285908637659e-22,8.920045888385e-49,3.640381778001927e-43,2.407501057828486e-36,9.971177842798464e-53
2.700494519326952e-10,0.1122453720036554,0.0,0.0,0.0,0.0,0.3299999998371628,0.669999999869729,1.6247094256371027e-10,1.2990477331257886e-10,3.661400634206523e-13,3.293224864544927e-11,1.1589981693427815e-21,1.1255132654360003e-16,8.245700645412815e-17,6.684105255257471e-20,3.9424713714211537e-22,4.745632378574857e-17,6.418930246114216e-17,6.1350279576239414e-24,1.4742912143567905e-26,8.36097672177681e-35,1.0561961922446068e-30,1.1018763152587098e-19,1.547624029967643e-17,7.471417098985122e-32,1.5835490081414295e-34,2.446749546998929e-41,7.710282468907785e-36,1.744033104190923e-48,3.192969446876398e-53,8.622959410763172e-46,3.512441823796654e-48,2.065065390979861e-54,7.628972841473329e-62,1.235968293065839e-65,1.8973086298600575e-64,2.0231791195996129e-63,6.536819526246242e-63,2.3382285779959712e-68,2.2058868957222598e-63,2.5122795083339112e-56,3.8292674384127895e-59,2.867467273660374e-23,1.3372159147331888e-62,2.783259372047875e-60,3.996098379367155e-51,1.6729016907228785e-58,2.323519250348459e-51,1.12932675636435e-61,1.7794365774865501e-62,1.1171520800026974e-21,3.6292283276746774e-48,1.448447167081565e-42,7.956069334454495e-36,4.0459178623181934e-52
3.2029128086574626e-10,0.11224537200426543,0.0,0.0,0.0,0.0,0.3299999998068675,0.6699999998448677,1.9263733649232808e-10,1.546369851452321e-10,4.9503189291434e-13,3.8495318552138847e-11,1.5670012724808127e-21,1.7570786184526097e-16,1.337546649452432e-16,1.2313360218459542e-19,6.57275678496346e-22,7.034425889984101e-17,9.050515446955938e-17,1.1824575943425466e-23,3.356781297293847e-26,1.9037126010320293e-34,2.822960734299463e-30,1.7230869151850802e-19,2.4760926241599988e-17,1.4725861151556347e-31,3.6749804795972353e-34,5.57143346416895e-41,1.755693550027474e-35,5.485713956726287e-48,1.2829226168229235e-52,2.342162104464374e-45,1.1108939938258996e-47,6.638164388506593e-54,3.1378121238322826e-61,4.391802453822704e-65,7.02806963498395e-64,7.4943419530219e-63,2.8269773037857604e-62,1.0223839865094122e-67,7.884717293465799e-63,9.930597390867511e-56,1.4657344004377609e-58,4.035524292013342e-23,5.285779665355954e-62,9.79681682737287e-60,1.4611149664074979e-50,6.785299870885941e-58,8.473917280504903e-51,4.917613481700262e-61,6.630192891479547e-62,1.6562863043647695e-21,1.117639534591849e-47,4.524351737531893e-42,2.127186294679941e-35,1.241383818459116e-51
3.705331097987973e-10,0.11224537200485546,0.0,0.0,0.0,0.0,0.3299999997765722,0.6699999998198289,2.2279033687594534e-10,1.7953333212705681e-10,6.373027072704208e-13,4.389424698019786e-11,2.017355420817987e-21,2.5706483321852335e-16,2.0150553565303926e-16,2.0774144954099818e-19,1.0170466568606006e-21,9.867002434918209e-17,1.2140432835862352e-16,2.0651269679581743e-23,6.757637345057444e-26,3.8324507282346327e-34,6.509079282485801e-30,2.503614095455382e-19,3.6793137044767894e-17,2.6280938564666737e-31,7.534298505169484e-34,1.1216730782266517e-40,3.5346692956565e-35,1.4647511962153587e-47,4.276683247997099e-52,5.482953363278237e-45,2.9539441552194683e-47,1.7863769931745865e-53,1.0654883134946232e-60,1.3680005696694804e-64,2.2324797030970066e-63,2.3805947402224664e-62,9.959701220417353e-62,3.6520115256207235e-67,2.3608160003376373e-62,3.30228444133271e-55,4.7927490886062496e-58,5.403503652818762e-23,1.7577139943800682e-61,2.871633231570708e-59,4.397451038501175e-50,2.2132089119622132e-57,2.5444075091786473e-50,1.753978280576729e-60,2.1457938518074098e-61,2.290825780742739e-21,3.0138566757076963e-47,1.189387384610722e-41,4.916752651233383e-35,3.3352611543249074e-51
4.207749387318484e-10,0.1122453720054263,0.0,0.0,0.0,0.0,0.32999999974627675,0.6699999997946192,2.529316475755265e-10,2.0458894586772763e-10,7.912469151672908e-13,4.913390240622047e-11,2.504661581775141e-21,3.581101290519082e-16,2.8731239899427895e-16,3.280945166763717e-19,1.4886397826608074e-21,1.327436763707487e-16,1.5691458681227972e-16,3.352251312462533e-23,1.2425846169649127e-25,7.047097037476499e-34,1.3479821361568206e-29,3.444093360121712e-19,5.1742203753854936e-17,4.357329712252524e-31,1.4101612211031352e-33,2.062616601478176e-40,6.49982340587258e-35,3.462688547499341e-47,1.2311606279458847e-51,1.1521942621369308e-44,6.936940421767056e-47,4.234478315619399e-53,3.1211886976086915e-60,3.700825505495906e-64,6.159696246470636e-63,6.568372003302298e-62,3.0153452450996373e-61,1.1110932309248634e-66,6.167949202758406e-62,9.483231651248207e-55,1.354904395009345e-57,6.971764799605978e-23,5.0476605163271796e-61,7.37361900573323e-59,1.1532378601876256e-49,6.206515789743713e-57,6.657860198777745e-50,5.325205334959429e-60,5.923111963562497e-61,3.010990403034591e-21,7.172282775553325e-47,2.763391309613245e-41,1.021035358622477e-34,7.928142172450773e-51
4.710167676648994e-10,0.11224537200597864,0.0,0.0,0.0,0.0,0.3299999997159814,0.6699999997692447,2.8306275234610513e-10,2.2979910122702209e-10,9.553792596361267e-13,5.4219010065062174e-11,3.0242181890030955e-21,4.801406132980396e-16,3.925949193246003e-16,4.92184210731465e-19,2.087131585179274e-21,1.7283627476804733e-16,1.9706279635642991e-16,5.1425923148348214e-23,2.1310332467610847e-25,1.2085832037133668e-33,2.571580281986285e-29,4.542120713621675e-19,6.973193610476838e-17,6.824926891083114e-31,2.460855353045583e-33,3.5375252193107325e-40,1.1147642592320316e-34,7.449180875482055e-47,3.157247841999852e-51,2.229717912700427e-44,1.4828298198754332e-46,9.120563361577079e-53,8.150279568619524e-60,8.95489088697584e-64,1.5180554113151056e-62,1.618775119811851e-61,8.116524451472337e-61,2.9791236283129836e-66,1.4480352544231848e-61,2.42064658969351e-54,3.408560901249563e-57,8.740678353846847e-23,1.2884429980570196e-60,1.7118015180886713e-58,2.725535863931924e-49,1.5549776815576616e-56,1.5700493318811007e-49,1.4238943910694829e-59,1.4416480945988386e-60,3.8072486821608825e-21,1.5452230058674924e-46,5.845659724572538e-41,1.9522963226825204e-34,1.7049336358121412e-50
5.715004255310015e-10,0.1122453720070305,0.0,0.0,0.0,0.0,0.3299999996553907,0.6699999997180249,3.4329944550901205e-10,2.806647826580681e-10,1.3091018062398355e-12,6.394383662822535e-11,4.143918001905312e-21,7.91620576013726e-16,6.665645258307661e-16,9.856512586958487e-19,3.725088163660172e-21,2.720145529972662e-16,2.9137649770181113e-16,1.0658685774469281e-22,5.356163633132404e-25,3.0376883384382128e-33,7.783588664059747e-29,7.192465361475751e-19,1.1516350346282529e-16,1.4730699237116091e-30,6.39992286897167e-33,8.891767785740926e-40,2.8020266592868055e-34,2.7970812218709134e-46,1.6209299454130096e-50,6.942959735597248e-44,5.506764668051869e-46,3.427448704588707e-52,4.3739497082581005e-59,4.167234134453178e-63,7.283393240881703e-62,7.766643816050529e-61,4.608891555403292e-60,1.6401423324494718e-65,6.311893050545783e-61,1.2250745942026396e-53,1.681182296856328e-56,1.288198773197249e-22,6.520733179914525e-60,7.411100440988807e-58,1.2155463673059891e-48,7.686122598772683e-56,6.969889002804615e-49,7.781395026130083e-59,6.545644670874159e-60,5.593706298020321e-21,5.795051111016109e-46,2.123998062111767e-40,5.92629017002987e-34,6.360748566696229e-50
6.619357176104934e-10,0.11224537200792022,0.0,0.0,0.0,0.0,0.32999999960085896,0.6699999996714195,3.9748896655297755e-10,3.269277824189249e-10,1.6508825953890994e-12,7.221227408482844e-11,5.22581684233742e-21,1.1537061573864662e-15,9.910524219544575e-16,1.6683506619458636e-18,5.784374155696182e-21,3.839604456132095e-16,3.923729300413555e-16,1.8463605060779835e-22,1.076250682621415e-24,6.1038632373224334e-33,1.8046500955981397e-28,1.005694375964855e-18,1.6700680135266496e-16,2.6439207630670644e-30,1.3249974722921726e-32,1.78675044809841e-39,5.630519643318204e-34,7.631602942302584e-46,5.534247174565471e-50,1.649919028626708e-43,1.497061817049986e-45,9.390813252968829e-52,1.5509295869874202e-58,1.323338171506721e-62,2.3583139539277743e-61,2.5147898912129074e-60,1.702821939070065e-59,5.824965774174762e-65,1.910034901607151e-60,4.1052493427532695e-53,5.544015722511163e-56,1.729929394769479e-22,2.185110892425467e-59,2.263548098258863e-57,3.789042187459138e-48,2.5805790979959455e-55,2.1638460076890483e-48,2.7439825669365904e-58,2.006980795440621e-59,7.381382865856143e-21,1.5680899837476344e-45,5.659607954716442e-40,1.374602569135231e-33,1.7105240929524061e-49
7.523710096899853e-10,0.11224537200875931,0.0,0.0,0.0,0.0,0.3299999995463273,0.6699999996243634,4.516610614636968e-10,3.736241776269941e-10,2.0100162190384227e-12,8.004729784332611e-11,6.3626459099780676e-21,1.597493655598704e-15,1.3944392851839467e-15,2.63587948796548e-18,8.489025207980326e-21,5.183021902702597e-16,5.087756502999658e-16,2.9710766675116355e-22,1.973689313492006e-24,1.1193648320096729e-32,3.7513724672366366e-28,1.3324828072482988e-18,2.2918243944703697e-16,4.4043080378830504e-30,2.501330651314026e-32,3.276737458308889e-39,1.0325867588909868e-33,1.823850294014654e-45,1.5930514776763928e-49,3.511400034617766e-43,3.57636190510691e-45,2.256768427563878e-51,4.5946961745011936e-58,3.5822390947535414e-62,6.482475129120965e-61,6.912597933893163e-60,5.212604806410817e-59,1.716244493834601e-64,4.9668113792184173e-60,1.1620828448678422e-52,1.5529189525857965e-55,2.2372860524230847e-22,6.185446588188197e-59,5.962794645861348e-57,1.0136519321862785e-47,7.326012577466996e-55,5.767001333510568e-48,8.033277152957571e-58,5.260538380816213e-59,9.302527432234635e-21,3.7235614535246437e-45,1.3254773111804283e-39,2.8547114884712415e-33,4.032154530212822e-49
