Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276)
6.552139057608257e-11,0.11224537200094944,0.0,0.0,0.0,0.0,0.3299999999604913,0.6699999999689498,3.948324228151646e-11,3.102452111127172e-11,2.5502383651861336e-14,8.484215964688875e-12,8.072597383288717e-23,3.236972094388309e-18,1.4307017425649089e-18,5.5566709502359005e-22,6.090773639019003e-24,2.0977781435327418e-18,3.747940796908642e-18,2.996622349473834e-26,2.2283826638065273e-29,1.2635621944819601e-37,5.369933069330184e-34,2.2139087892589833e-21,2.83260825331052e-19,3.315426759057092e-34,2.202216479181848e-37,3.693590430494508e-44,1.1638986589783487e-38,2.1999795833984135e-52,5.298766972120278e-58,4.080132397969747e-49,6.0433833425641415e-52,2.966833326332421e-58,1.2067655739718412e-66,5.0617186934647645e-70,1.1742078170784055e-68,1.2520753429623455e-67
8.603253134777852e-11,0.112245372001238,0.0,0.0,0.0,0.0,0.3299999999481233,0.6699999999591527,5.1833598146639373e-11,4.080386838988738e-11,4.315975543294989e-14,1.1072877228559477e-11,1.3662046725877378e-22,6.249353483635653e-18,3.138701395657931e-18,1.3557124267765076e-21,1.3551278829223164e-23,3.7524361166827194e-18,6.463553242306705e-18,8.297452406394855e-26,7.582697456550999e-29,4.299803623609705e-37,2.185896432518782e-33,4.781794709782984e-21,6.179791773970149e-19,9.294931874193534e-34,7.57684325035922e-37,1.2572749416462409e-43,3.961872914937095e-38,1.1389074785144228e-51,3.8420419346976925e-57,1.676565534917701e-48,2.890375861378538e-51,1.471068380770727e-57,8.382534436110267e-66,3.2278564540836267e-69,8.186113912950843e-68,8.729006157297324e-67
9.999999999999999e-11,0.11224537200152254,0.0,0.0,0.0,0.0,0.3299999999397011,0.6699999999524608,6.024141275223914e-11,4.748131509134636e-11,5.758915276732793e-14,1.2817670943892517e-11,1.8229694351436277e-22,9.054323711679595e-18,4.8548960166431384e-18,2.2493029965216504e-21,2.1158024460371724e-23,5.194642780715568e-18,8.736518302262957e-18,1.4756739727548329e-25,1.5409422261622726e-28,8.738182061837197e-37,5.0464226360629934e-33,7.314616176998812e-21,9.520742413444165e-19,1.6670391275916962e-33,1.5519007363003772e-36,2.555485347576217e-43,8.052779035648858e-38,2.955496010939057e-51,1.184147928490454e-56,3.898598928954927e-48,7.591353059106606e-51,3.9694966055168655e-57,2.6244369972880942e-65,8.832530435502929e-69,2.573835130191391e-67,2.744541835125176e-66
1.0654367211947447e-10,0.11224537200152254,0.0,0.0,0.0,0.0,0.3299999999357553,0.66999999994932,6.417975113640671e-11,5.061467564602204e-11,6.501959207647351e-14,1.3630077424084902e-11,2.0581814701655834e-22,1.0578474639555459e-17,5.813073479851292e-18,2.7651522156624486e-21,2.542584700543163e-23,5.9582206111588936e-18,9.919479492771307e-18,1.8577066755872884e-25,2.02413453149536e-28,1.1478284319708829e-36,6.870858513732022e-33,8.719778530975747e-21,1.1381835080329693e-18,2.1046475170804266e-33,2.0433331464995334e-36,3.3569888931716847e-43,1.0578471162300515e-37,4.1384485125118166e-51,1.7190031037083964e-56,5.3181406430009085e-48,1.06700493378214e-50,5.613431984263162e-57,3.8228817381337165e-65,1.2503786182095251e-68,3.75225669290266e-67,4.0011246594188973e-66
1.270548128911704e-10,0.11224537200180319,0.0,0.0,0.0,0.0,0.3299999999233873,0.6699999999394523,7.652191705798555e-11,6.045657670751028e-11,9.086586483925718e-14,1.615618272377075e-11,2.8763515953042646e-22,1.6412062265820976e-17,9.643909358167374e-18,5.001272660020787e-21,4.269934752013481e-23,8.753831731325075e-18,1.411782824565684e-17,3.6048227481831605e-25,4.538270802464727e-28,2.573575442004063e-36,1.7602189743716298e-32,1.4248817253831156e-20,1.8779847088654972e-18,4.1258948274835606e-33,4.622435278663423e-36,7.527897588453469e-43,2.3721853084738097e-37,1.2489672535031715e-50,6.707294018629078e-56,1.3730390184049667e-47,3.114513110857172e-50,1.678451462605595e-56,1.4549842231992323e-64,4.458991286325553e-68,1.433864390881464e-66,1.5289685113537473e-65
1.4756595366286635e-10,0.11224537200207994,0.0,0.0,0.0,0.0,0.3299999999110193,0.66999999992955,8.886030945336585e-11,7.032919442235187e-11,1.204848126051023e-13,1.8651570280608715e-11,3.8139482955089964e-22,2.3935937027693364e-17,1.482011729988003e-17,8.319074281020242e-21,6.639747003101483e-23,1.2177602439713538e-17,1.906077308405339e-17,6.340671476791234e-25,9.044089780952926e-28,5.12882731555945e-36,3.93713408652966e-32,2.1571003337221348e-20,2.8703603050972414e-18,7.327861997020512e-33,9.28885947180558e-36,1.5003863834055408e-42,4.728021756999437e-37,3.2478110343836926e-50,2.1951566804112278e-55,3.09303126260957e-47,7.802979014729199e-50,4.286006888593376e-56,4.661975290984778e-64,1.3257054909430012e-67,4.6132641473052923e-66,4.919259810012529e-65
1.8858823520625825e-10,0.11224537200262219,0.0,0.0,0.0,0.0,0.32999999988628326,0.6699999999096441,1.1352648258699367e-10,9.016524995079129e-11,1.9033108492700894e-13,2.355152203374191e-11,6.024957027491068e-22,4.467171716440609e-17,2.983995786695785e-17,1.9258552857805334e-20,1.3674360942328226e-22,2.1037070722303132e-17,3.118811292454694e-17,1.5942974491833096e-24,2.800286315027624e-27,1.588053538413091e-35,1.4833607683496456e-31,4.218393813322846e-20,5.718276160668271e-18,1.8766891229936086e-32,2.92180152069531e-35,4.646418826247029e-42,1.4641876800690002e-36,1.6300264173710042e-49,1.6819613498005446e-54,1.1811668266706404e-46,3.5838769242894466e-49,2.0274402911468266e-55,3.4870032189863963e-63,8.603135176261308e-67,3.4816299475318667e-65,3.712579074383532e-64
2.2961051674965015e-10,0.11224537200314953,0.0,0.0,0.0,0.0,0.3299999998615472,0.6699999998896066,1.3817979412199335e-10,1.101199040978754e-10,2.7303326319877714e-13,2.833287083480672e-11,8.642928144445845e-22,7.411243824732164e-17,5.223356594533922e-17,3.8081222816315e-20,2.4464814091195307e-22,3.281071215137534e-17,4.6318414682165256e-17,3.34499594034576e-24,6.938672646077883e-27,3.9350058778098067e-35,4.27749522434404e-31,7.174679065213659e-20,9.904424531792747e-18,4.0054372901106767e-32,7.341522227281919e-35,1.1514464776209198e-41,3.6284697218508346e-36,5.689025245806712e-49,7.711330139386335e-54,3.444652351355092e-46,1.197719388100742e-48,6.904798556816935e-55,1.5506108259156603e-62,3.327463326813168e-66,1.5596807581051026e-64,1.663145378435169e-63
2.70632798293042e-10,0.11224537200366275,0.0,0.0,0.0,0.0,0.32999999983681116,0.6699999998694421,1.6282169456715338e-10,1.30190124716562e-10,3.67139354622074e-13,3.299864885797997e-11,1.16218978337527e-21,1.13521786163483e-16,8.330892651830529e-17,6.782056468952568e-20,3.987409107844529e-22,4.7760003235051894e-17,6.446910445589266e-17,6.234936391597411e-24,1.4925910414832395e-26,8.464756173380964e-35,1.0486606975670479e-30,1.111664892314611e-19,1.5628571313647346e-17,7.592194285326621e-32,1.6006802421596904e-34,2.4771147783846437e-41,7.805969996828922e-36,1.63426893953538e-48,2.8239108537928462e-53,8.536028711619164e-46,3.338461987176836e-48,1.952974580661161e-54,5.52008515312222e-62,1.109140128417486e-65,5.590486220216342e-64,5.961351066131036e-63
3.116550798364339e-10,0.11224537200416211,0.0,0.0,0.0,0.0,0.3299999998120751,0.6699999998491548,1.8745342610524468e-10,1.5037301934661144e-10,4.714059084135891e-13,3.7551748599352276e-11,1.4922503821113358e-21,1.6398279512825211e-16,1.2420149270307102e-16,1.1191559310252941e-19,6.074880238520266e-22,6.610953608201535e-17,8.565676554306717e-17,1.0670406622527735e-23,2.905729551579977e-26,1.6479060584438364e-34,2.3005016603598562e-30,1.6095716772329257e-19,2.3046738124051692e-17,1.3214573187409206e-31,3.158974844367582e-34,4.822700249357191e-41,1.51974877499951e-35,4.1464134786911787e-48,8.939400534072904e-53,1.8931234111855867e-45,8.255723319026287e-48,4.88923216881144e-54,1.7274609549050517e-61,3.177601822931659e-65,1.7616501825139138e-63,1.8785187547540418e-62
3.526773613798258e-10,0.11224537200464811,0.0,0.0,0.0,0.0,0.32999999978733907,0.6699999998287486,2.1207603808347155e-10,1.7066585957072757e-10,5.84782508994924e-13,4.199489851844414e-11,1.851149449200557e-21,2.2641113845719505e-16,1.7588499144867654e-16,1.7410542126392525e-19,8.791072164842438e-22,8.804967401196638e-17,1.0989699940323614e-16,1.7101801126790415e-23,5.239289577020047e-26,2.9713417287643235e-34,4.635123134660515e-30,2.213276772848151e-19,3.227640967763405e-17,2.154495724497243e-31,5.775997906654531e-34,8.696240515521088e-41,2.7403984281885274e-35,9.555615171200465e-48,2.512290519370709e-52,3.857351511058552e-45,1.863778868777204e-47,1.115469580904097e-53,4.8795762312461275e-61,8.290989739612053e-65,5.012177103746325e-63,5.344694534384904e-62
4.101756493225862e-10,0.11224537200530754,0.0,0.0,0.0,0.0,0.32999999975266814,0.6699999997999526,2.4657437831776483e-10,1.9928905489473625e-10,7.572653038522414e-13,4.8042539188820527e-11,2.3971522747920188e-21,3.355932530966281e-16,2.681449711396863e-16,2.9937138646320536e-19,1.381178138772031e-21,1.251656120806646e-16,1.4903942090844197e-16,3.0408764268009796e-23,1.0823071515927511e-25,6.138100594354262e-34,1.1081040004190069e-29,3.238284923832796e-19,4.84375841239473e-17,3.9252495017003267e-31,1.2178217030207935e-33,1.7965382574761857e-40,5.661341387693617e-35,2.7279876759843267e-47,9.280614856880907e-52,9.37920755432299e-45,5.213195230275255e-47,3.160720139399606e-53,1.8829390375954127e-60,2.8077459471289765e-64,1.9565739937802e-62,2.0863812136988466e-61
4.676739372653466e-10,0.11224537200594255,0.0,0.0,0.0,0.0,0.3299999997179972,0.6699999997709394,2.810589160153302e-10,2.2811596819426087e-10,9.435277739645434e-13,5.388645380638167e-11,2.9867755930036178e-21,4.718796120988411e-16,3.855000256326028e-16,4.797685135425097e-19,2.045274714844235e-21,1.7008529138727975e-16,1.9424880916356153e-16,5.004107607758983e-23,2.0340338589696008e-25,1.1535705720216305e-33,2.3740262520844918e-29,4.469566056931365e-19,6.854083601114905e-17,6.617378959060836e-31,2.336242500518076e-33,3.3764842296906847e-40,1.0640159639795625e-34,6.808125668718822e-47,2.8847855744374664e-51,2.0447677675558517e-44,1.2936068976717081e-46,7.926390792372336e-53,6.156071714808535e-60,7.974471774470106e-64,6.4923710662364145e-62,6.923115472276977e-61
5.251722252081069e-10,0.11224537200655423,0.0,0.0,0.0,0.0,0.3299999996833263,0.6699999997417173,3.1553162995767867e-10,2.571397236673987e-10,1.1415891406940853e-12,5.953351832158939e-11,3.6137491152876155e-21,6.370010466076329e-16,5.2987102576322e-16,7.278393971698782e-19,2.8939117253047873e-21,2.231714311875835e-16,2.4556415478608003e-16,7.756202136426604e-23,3.5499459046697183e-25,2.013305633793804e-33,4.6590225089527377e-29,5.901133470673004e-19,9.272396365991971e-17,1.0504209893580602e-30,4.1612522583178766e-33,5.893109595404826e-40,1.8570703876281488e-34,1.5242289992420768e-46,7.768720950990654e-51,4.0821896090886694e-44,2.8953814645749447e-46,1.7889212694237303e-52,1.7271486698994019e-59,1.9970281468879852e-63,1.84478634265525e-61,1.9671837092643068e-60
5.826705131508672e-10,0.11224537200714338,0.0,0.0,0.0,0.0,0.32999999964865534,0.669999999712295,3.4999423976355504e-10,2.863536217809513e-10,1.3497280571921866e-12,6.499043242483078e-11,4.272623801944995e-21,8.324633495169139e-16,7.029619563444693e-16,1.0568859522538007e-18,3.949728592889477e-21,2.8474078907931563e-16,3.030233259650495e-16,1.1464404433462836e-22,5.8377955003635915e-25,3.310841905302327e-33,8.510405141875234e-29,7.524179359704368e-19,1.2107237790778173e-16,1.58935269359543e-30,6.980834991002519e-33,9.691359320190596e-40,3.0539989775908255e-34,3.1281406312960152e-46,1.8756811284095325e-50,7.582253180231966e-44,5.953753974358778e-46,3.703200256677645e-52,4.318267316415629e-59,4.5785516246308603e-63,4.667773887345965e-61,4.977474856185723e-60
6.401688010936276e-10,0.11224537200771094,0.0,0.0,0.0,0.0,0.3299999996139844,0.6699999996826802,3.844482007184806e-10,3.1575121959206433e-10,1.566487783569943e-12,7.026363922119878e-11,4.958788244477849e-21,1.0595425085383971e-15,9.062511269524377e-16,1.4808322082363485e-18,5.235292565635739e-21,3.5506305168220953e-16,3.6666259949427607e-16,1.63052590934969e-22,9.14829065054215e-25,5.188368661504941e-33,1.4671725114614371e-28,9.328032182701169e-19,1.5362240956186242e-16,2.312949895149276e-30,1.1155875119308932e-32,1.518750646107604e-39,4.785980776531006e-34,5.991172385174723e-46,4.1546476574611467e-50,1.3286847843295275e-43,1.143512737843652e-45,7.151742330168795e-52,9.871870135771148e-59,9.726712755299345e-63,1.0790697557884404e-60,1.1506655574828886e-59
6.976670890363879e-10,0.11224537200825775,0.0,0.0,0.0,0.0,0.3299999995793135,0.6699999996528807,4.1889476300709476e-10,3.453262705955853e-10,1.7906168933253586e-12,7.535938538166184e-11,5.668280967780228e-21,1.3193361713852255e-15,1.1410414328595833e-15,2.0141634705342045e-18,6.7732191873083065e-21,4.3437137196868024e-16,4.3651701792449526e-16,2.246364358419818e-22,1.3774375577380644e-24,7.812029688400594e-33,2.4106015777194025e-28,1.1300779738716445e-18,1.9037260306799546e-16,3.2591156104869884e-30,1.712316544350322e-32,2.2867957495156374e-39,7.2062958290773e-34,1.0843575326080904e-45,8.584313318870179e-50,2.218298442217501e-43,2.0757277598325982e-45,1.3041925653086102e-51,2.1003540149181284e-58,1.9333725827689042e-62,2.3208480199374496e-60,2.47483687155367e-59
7.551653769791483e-10,0.11224537200878462,0.0,0.0,0.0,0.0,0.32999999954464243,0.6699999996229034,4.533349831401653e-10,3.750727736338623e-10,2.0210578340072325e-12,8.028367223007404e-11,6.397754218147133e-21,1.6127733634122965e-15,1.4084665803857266e-15,2.6717937933656934e-18,8.586035977758266e-21,5.228642498313478e-16,5.126201061513534e-16,3.0131116982124365e-22,2.0055633534152548e-24,1.1374420387399585e-32,3.8046787718984614e-28,1.3430081352104759e-18,2.3128928682957516e-16,4.4693234782698874e-30,2.5407796084538077e-32,3.329656377841205e-39,1.049262923169417e-33,1.8720506447620703e-45,1.6731146206382014e-49,3.5567933940558112e-43,3.595126945980768e-45,2.2677415843253152e-51,4.209273688068862e-58,3.637865582154242e-62,4.700699012096181e-60,5.012594400171392e-59
8.126636649219086e-10,0.11224537200929227,0.0,0.0,0.0,0.0,0.32999999950997144,0.6699999995927549,4.87769772551125e-10,4.0498490941692947e-10,2.256898280565355e-12,8.504231922249495e-11,7.144319969019079e-21,1.940656764823374e-15,1.7095331669095842e-15,3.4690451629192217e-18,1.0696318627258636e-20,6.207142122112517e-16,5.950042462043225e-16,3.950547212272375e-22,2.8377213796908087e-24,1.6093979214773918e-32,5.802151078544621e-28,1.5703459491007256e-18,2.763150175767002e-16,5.988500006215825e-30,3.66258386346694e-32,4.7112839864173384e-39,1.4846509675426586e-33,3.104710804566386e-45,3.1035820758242335e-49,5.5090065263997435e-43,5.981889035746931e-45,3.786117953574765e-51,8.019368878026832e-58,6.542835154670715e-62,9.049881444136746e-60,9.650353474345667e-59
8.70161952864669e-10,0.11224537200978148,0.0,0.0,0.0,0.0,0.32999999947530045,0.6699999995624418,5.221999056328512e-10,4.3505707815905523e-10,2.4973630898685638e-12,8.964092630833167e-11,7.905524452465719e-21,2.303669548649424e-15,2.045124962391896e-15,4.421543520008871e-18,1.312658068297889e-20,7.280691285970172e-16,6.837004599554141e-16,5.078942072827956e-22,3.917329639199867e-24,2.2216952740375103e-32,8.590556556026691e-28,1.810877007083839e-18,3.2537260406382694e-16,7.865085530338393e-30,5.149626465584244e-32,6.503771714873658e-39,2.049512258427016e-33,4.973459076059022e-45,5.515200437171342e-49,8.282464115742515e-43,9.616124975583516e-45,6.104451653094954e-51,1.4622870201921787e-57,1.1308128674016536e-61,1.6673946230758611e-59,1.778029298396306e-58
9.276602408074293e-10,0.11224537201025284,0.0,0.0,0.0,0.0,0.32999999944062947,0.6699999995319699,5.566260518460469e-10,4.652838477595102e-10,2.741782159298221e-12,9.408492574975651e-11,8.679246413393109e-21,2.7024033533936225e-15,2.4160313176273585e-15,5.545225268876899e-18,1.5899390138995124e-20,8.450579709263568e-16,7.787387142152634e-16,6.419053488797086e-22,5.292621066558881e-24,3.001689573823519e-32,1.2394709482464011e-27,2.063423302492507e-18,3.783700992301077e-16,1.0150970924357373e-29,7.084401389930457e-32,8.787208022641687e-39,2.769084887946165e-33,7.729735627463332e-45,9.441267266602859e-49,1.2132158950782374e-42,1.4999106409658446e-44,9.546621236876373e-51,2.5665963904139485e-57,1.8870766696683265e-61,2.9568741810066405e-59,3.1530693781357483e-58
9.851585287501897e-10,0.11224537201070711,0.0,0.0,0.0,0.0,0.3299999994059585,0.6699999995013455,5.910487798372251e-10,4.956599880952456e-10,2.9895863041686828e-12,9.837954782723366e-11,9.463684059239622e-21,3.1373617497872247e-15,2.822948606703829e-15,6.856247351024299e-18,1.903726487094645e-20,9.717914516140888e-16,8.801477235071682e-16,7.992009919038077e-22,7.016926009182666e-24,3.979627330862532e-32,1.7482359713637886e-27,2.326871170019237e-18,4.352036069589533e-16,1.2901536108806242e-29,9.561167674329459e-32,1.165014578802777e-38,3.6712743245013024e-33,1.16975066786934e-44,1.5637048528559934e-48,1.7369217050416277e-42,2.2783888321126473e-44,1.4535267765310727e-50,4.3553523946804855e-57,3.0541718897391654e-61,5.069131208793067e-59,5.405481208123266e-58
9.999999999999999e-10,0.1122453720111448,0.0,0.0,0.0,0.0,0.3299999993970092,0.6699999994934164,5.999334889613976e-10,5.035243148388037e-10,3.0540374339741987e-12,9.94644451592904e-11,9.667707660542158e-21,3.255569958634943e-15,2.9339072868678417e-15,7.22706600728632e-18,1.9909247497562276e-20,1.0060983140131739e-15,9.073612894149429e-16,8.43844980906128e-22,7.525693031856289e-24,4.2681741855046425e-32,1.904125366548613e-27,2.3965122409094933e-18,4.504827779425356e-16,1.3694076615774728e-29,1.0301202465247443e-31,1.2494877573659327e-38,3.937472283096261e-33,1.2966719761066483e-44,1.7726427745618045e-48,1.8990444255334237e-42,2.5280970660178997e-44,1.613734209658815e-50,4.9679501449952696e-57,3.4430389680718134e-61,5.797406690820363e-59,6.182080163546906e-58
1.04265681669295e-09,0.1122453720111448,0.0,0.0,0.0,0.0,0.3299999993712875,0.6699999994705735,6.254685801099684e-10,5.261804284723543e-10,3.2402845631985134e-12,1.0252986338850143e-10,1.0257283218912072e-20,3.608980013767728e-15,3.266500653270325e-15,8.371003840768307e-18,2.2562770634674016e-20,1.1083661055458679e-15,9.87955200200185e-16,9.819320863082653e-22,9.148603522013322e-24,5.188607121000758e-32,2.4166849712456244e-27,2.6001655669131546e-18,4.957604483646597e-16,1.6175616270227167e-29,1.2686300636990932e-31,1.518948821757323e-38,4.786617459570004e-33,1.7288552432261495e-44,2.5151869076490268e-48,2.4366445331499443e-42,3.38030190234404e-44,2.1609982098354775e-50,7.173065900888208e-57,4.812271861242564e-61,8.43368498634839e-59,8.993284584317134e-58
1.1001551046357103e-09,0.11224537201156662,0.0,0.0,0.0,0.0,0.3299999993366165,0.6699999994396598,6.598858687551585e-10,5.568402861724754e-10,3.4934604641359635e-12,1.0654075530071694e-10,1.1058725521371365e-20,4.117628280275696e-15,3.74724023594525e-15,1.0106045146112612e-17,2.6498427445803438e-20,1.254864875385158e-15,1.102187691402658e-15,1.192277205348379e-21,1.1751260471383377e-23,6.664703853298055e-32,3.281293209920851e-27,2.882328701074742e-18,5.599215121625117e-16,2.0035511647702286e-29,1.6579420049396716e-31,1.9510852702358232e-38,6.1483972692750876e-33,2.5017534506240903e-44,3.9409909835587085e-48,3.3568017978616205e-42,4.910789398468466e-44,3.1453074061258935e-50,1.1500968643293823e-56,7.400309013331144e-61,1.3658865446045273e-58,1.456517500278344e-57
1.215151680521231e-09,0.11224537201236467,0.0,0.0,0.0,0.0,0.32999999926727447,0.6699999993774265,7.287143088016371e-10,6.185594797598426e-10,4.0058463008701276e-12,1.1416304253168907e-10,1.2680711271149904e-20,5.247261510469243e-15,4.822232378301016e-15,1.4303991278225023e-17,3.5690432359883e-20,1.5779175062795295e-15,1.350029159330651e-15,1.7046590462159474e-21,1.8650115453483635e-23,1.0577393291483054e-31,5.77325095514082e-27,3.469696444189449e-18,6.985628483687289e-16,2.977917538601099e-29,2.7218422421835697e-31,3.0965582473796876e-38,9.758095883724271e-33,4.96069164808842e-44,9.054163160435311e-48,6.07735890374626e-42,9.817010498094464e-44,6.308122909046472e-50,2.764485798774093e-56,1.644287005646858e-60,3.350875315484692e-58,3.573218384526052e-57
1.3186485988181998e-09,0.11224537201303396,0.0,0.0,0.0,0.0,0.3299999992048666,0.6699999993209802,7.906544004015379e-10,6.74537792740697e-10,4.47237905397988e-12,1.2059204204450379e-10,1.4157546610071523e-20,6.3933322095839245e-15,5.921381530553332e-15,1.900454656206605e-17,4.5592125483487574e-20,1.9032369793423404e-15,1.5953062620066065e-15,2.282611065782659e-21,2.7215924861521e-23,1.5435502337221686e-31,9.17200834587138e-27,4.0203066529024056e-18,8.344081774952392e-16,4.1247492488251653e-29,4.0913617465473095e-31,4.518822350906259e-38,1.424004012675313e-32,8.702869869451223e-44,1.7890968297892105e-47,9.900249518137991e-42,1.7352285378272556e-43,1.1177378020993774e-49,5.677898970327915e-56,3.1698715554233554e-60,7.006870388677712e-58,7.471805085371975e-57
1.4221455171151685e-09,0.11224537201365976,0.0,0.0,0.0,0.0,0.32999999914245876,0.6699999992641468,8.52590540199204e-10,7.308990274185541e-10,4.942749901937637e-12,1.266381014477697e-10,1.5646531697447246e-20,7.663130990641492e-15,7.1473453007476e-15,2.4682344153553784e-17,5.717325009836133e-20,2.2615786897348853e-15,1.861768663607494e-15,2.984975889720211e-21,3.853941399349081e-23,2.1857638534791258e-31,1.4050004149692192e-26,4.587697166063019e-18,9.799685234611322e-16,5.574003226244179e-29,5.963022063394591e-31,6.398984567865697e-38,2.016494805857443e-32,1.4616233239648606e-43,3.345925499896824e-47,1.553963734728066e-41,2.9361807605214993e-43,1.895272849256873e-49,1.1006316880592773e-55,5.80379891890695e-60,1.381832972908607e-57,1.4735237338635343e-56
1.5256424354121373e-09,0.1122453720142449,0.0,0.0,0.0,0.0,0.3299999990800509,0.6699999992069505,9.145236649629615e-10,7.876201416908147e-10,5.416021371248683e-12,1.3232426352366168e-10,1.7144698897617435e-20,9.057506455948174e-15,8.501822473497046e-15,3.1437864259850234e-17,7.056528588655874e-20,2.6531490371092747e-15,2.1495372830662257e-15,3.825159909097265e-21,5.318570724797709e-23,3.016431518819583e-31,2.086050795601707e-26,5.1686419837009195e-18,1.134522159606842e-15,7.374418235670447e-29,8.463452914046819e-31,8.83088353844047e-38,2.782853143161092e-32,2.365221756505002e-43,5.975879662333096e-47,2.362655482886856e-41,4.7867292662548895e-43,3.0953590468318265e-49,2.0338458236019947e-55,1.0199611537940133e-59,2.596556235380725e-57,2.7688500019693e-56
1.629139353709106e-09,0.11224537201479186,0.0,0.0,0.0,0.0,0.32999999901764293,0.6699999991494135,9.764545033601227e-10,8.446794574739015e-10,5.891464297904106e-12,1.3767220698040977e-10,1.8649739992669883e-20,1.057712232016369e-14,9.986264667797455e-15,3.9372151572392864e-17,8.589974209501236e-20,3.0781138776843445e-15,2.4587245338895606e-15,4.81667616367166e-21,7.177791431064495e-23,4.070893238433477e-31,3.01467381952759e-26,5.760473455163339e-18,1.2973775255181886e-15,9.578303449025833e-29,1.1739082674028664e-30,1.1917986618933292e-37,3.755684479360999e-32,3.70707393141333e-43,1.02633483917866e-46,3.4945556422156125e-41,7.557751873225034e-43,4.8949806981316484e-49,3.6105889172696835e-55,1.7268186482610797e-59,4.6859786342126715e-57,4.996916599082654e-56
1.7326362720060748e-09,0.11224537201530295,0.0,0.0,0.0,0.0,0.329999998955235,0.6699999990915572,1.0383835991920327e-09,9.0205661265641e-10,6.368534568369782e-12,1.4270229450167248e-10,2.0159932554463968e-20,1.2222477785736642e-14,1.1601899370626991e-14,4.85867124013707e-17,1.0330810015939072e-19,3.536602749909271e-15,2.7894346334183473e-15,5.9731248595091826e-21,9.499742531822394e-23,5.387794439931507e-31,4.254959043401865e-26,6.361003891835772e-18,1.467874435593294e-15,1.2241527888886194e-28,1.5957362087941455e-30,1.5773438899667017e-37,4.970643995699751e-32,5.649969278536277e-43,1.7033750090671578e-46,5.045500774611088e-41,1.1603626662174659e-42,7.525906506694745e-49,6.188982836440709e-55,2.8339107803032473e-59,8.16397221647643e-57,8.705694108472895e-56
1.8361331903030435e-09,0.11224537201578035,0.0,0.0,0.0,0.0,0.329999998892827,0.6699999990334004,1.1003113461533507e-09,9.597324901718665e-10,6.84683832453271e-12,1.474336436763893e-10,2.1674029798547908e-20,1.3993937952863434e-14,1.334976322587283e-14,5.918342788630999e-17,1.2292181460085834e-19,4.028715176964145e-15,3.1417640454209256e-15,7.308175720721734e-21,1.2358411659647055e-22,7.009097638594869e-31,5.881551225701946e-26,6.968462386030689e-18,1.6453870071768984e-15,1.5423506958637373e-28,2.1308000250783612e-30,2.052009737299427e-37,6.466447367144527e-32,8.40020091560677e-43,2.742268734910732e-46,7.130868437294857e-41,1.73789483088723e-42,1.1285701636775456e-48,1.0280549459583063e-54,4.514039856047375e-59,1.3781146391993986e-56,1.4695599657609757e-55
1.9396301086000122e-09,0.11224537201622616,0.0,0.0,0.0,0.0,0.32999999883041903,0.669999998974962,1.162238038215151e-09,1.0176891235867584e-09,7.32608152871951e-12,1.518842214135337e-10,2.3191100928804152e-20,1.589177784446729e-14,1.523074921319495e-14,7.126445190611007e-17,1.4487234975767843e-19,4.554529771282748e-15,3.515802064245712e-15,8.83554716545628e-21,1.5833658889411418e-22,8.980095949189095e-31,7.980574516375615e-26,7.581428686339589e-18,1.8293289542452304e-15,1.9187186628939887e-28,2.800441456895354e-30,2.6290570497966253e-37,8.284883230359122e-32,1.2215920220185722e-42,4.296550792190414e-46,9.88816028624508e-41,2.545923312700765e-42,1.6551370512660534e-48,1.6604639589103264e-54,7.017784145216898e-59,2.2615873134490825e-56,2.4116562049107233e-55
2.0431270268969808e-09,0.11224537201664223,0.0,0.0,0.0,0.0,0.32999999876801095,0.6699999989162587,1.2241639054047146e-09,1.075909618508364e-09,7.80603414712447e-12,1.5607092253719258e-10,2.4710417757690965e-20,1.791621372223761e-14,1.724564118835207e-14,8.493212860625598e-17,1.692911940109422e-19,5.11411073716005e-15,3.911631303814706e-15,1.0568988882242265e-20,2.0011236764265087e-22,1.1349424444013213e-30,1.0650527652615793e-25,8.198768771292737e-18,2.01915632734167e-15,2.359902983933431e-28,3.6285130487955754e-30,3.3227251458779784e-37,1.0470823664272435e-31,1.7415732433951554e-42,6.569679714662716e-46,1.3479594237299428e-40,3.656266541476256e-42,2.3793689850867066e-48,2.6146332015451067e-54,1.0651255379397239e-58,3.617589910240802e-56,3.857637695661988e-55
