Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211)
2.2045690937452746e-11,0.11224537200032424,0.0,0.0,0.0,0.0,0.3299999999867067,0.6699999999895951,1.3290266588391354e-11,1.0401917781955063e-11,3.0647262606543927e-15,2.8914125311133485e-12,9.700405600556587e-24,2.6543873227460193e-19,5.729553514609102e-20,1.5818932148634937e-23,2.2658304343428594e-25,2.1971011968686445e-19,4.311118182260804e-19,3.9003777201556455e-28,9.119205487553508e-32,5.168359280977215e-40,6.692901773561576e-37,9.233999567075881e-23,1.150879376141815e-20,3.938081167083989e-36,8.10558881666504e-40,1.5055324789046422e-46,4.743645920782418e-41,7.977315541465057e-56,4.6209877178891485e-62,4.530938801266163e-52,1.9749249452185027e-55,5.913944830149655e-62,3.810591000088878e-71,5.497525858571778e-74,2.7462195453303413e-73,2.9280316285516313e-72,1.1151261769286876e-72,3.399684449208501e-79,1.1240307560693102e-71,1.6995372936394314e-65,6.853026948296186e-68,1.9452811291390453e-25,9.046051759017628e-72,5.151753694041419e-67
3.464342389335574e-11,0.1122453720005073,0.0,0.0,0.0,0.0,0.3299999999791104,0.6699999999836299,2.0882253380319627e-11,1.6362713960202834e-11,7.38522713877282e-15,4.526922297184426e-12,2.337656151557434e-23,7.273570507327091e-19,2.193254330067158e-19,6.815629378966859e-23,8.996842568386148e-25,5.524356553907274e-19,1.0525562515895792e-18,2.449347733995378e-27,9.762429370987306e-31,5.534532172602609e-39,1.268620568677895e-35,3.490231287043097e-22,4.3857722982236143e-20,2.59858211637046e-35,9.22045059701068e-39,1.6155907363555127e-45,5.0907296897016925e-40,2.66812865794516e-54,2.759002609074886e-60,9.202616329490826e-51,7.391281903963718e-54,2.9752569781377824e-60,4.330505534967294e-69,3.2555391630026036e-72,2.5732368484755716e-71,2.7437891623557566e-70,1.9657060525943064e-70,6.830627331149194e-77,5.546347799903661e-70,1.4583493820837642e-63,3.8811832428549537e-66,4.746513160563988e-25,7.76234247435927e-70,3.2402599955613334e-65
4.7241156849258734e-11,0.11224537200068878,0.0,0.0,0.0,0.0,0.3299999999715141,0.6699999999776507,2.8472418666703647e-11,2.233575475251604e-11,1.3527320782245652e-14,6.150187038375885e-12,4.281909234899296e-23,1.481303445998973e-18,5.39924610975369e-19,1.8285312435101793e-22,2.2520864269475258e-24,1.0509421353366942e-18,1.9512013106839223e-18,7.926209769137434e-27,4.0525164176593925e-30,2.2976698332948177e-38,6.583558591009073e-35,8.505251158717104e-22,1.0757947954537024e-19,8.566111272759366e-35,3.900162110817798e-38,6.711564411844025e-45,2.1148561630885693e-39,1.7116953964084782e-53,2.281795232451776e-59,4.8611790080055835e-50,4.752438804731419e-53,2.0515913864225376e-59,3.822856612983259e-68,2.4767203724768808e-71,2.154347006924641e-70,2.2971608648894533e-69,1.8946192312341597e-69,6.709929135451829e-76,4.30999591734779e-69,1.3028334218811302e-62,3.2078338845440612e-65,8.794079507464948e-25,6.934585750056465e-69,2.4751766301117868e-64
7.243662276106472e-11,0.1122453720010472,0.0,0.0,0.0,0.0,0.32999999995632145,0.669999999965651,4.36475921641573e-11,3.431808843822888e-11,3.096853049942553e-14,9.360463185932005e-12,9.802905679375567e-23,4.1309187835007885e-18,1.9235118273560758e-18,7.80940190440987e-22,8.229072048517464e-24,2.5998876830481055e-18,4.582567500447334e-18,4.4559134133992137e-26,3.66426739547004e-29,2.0777977917119606e-37,9.763865340179982e-34,2.9578781388714056e-21,3.799774248260647e-19,4.951845355262868e-34,3.6363606382206967e-37,6.07465968027071e-44,1.914213444511579e-38,4.434301295982617e-52,1.2325132673837075e-57,7.447220944355537e-49,1.2194893967086535e-51,6.1397461548044646e-58,2.9692328154103405e-66,1.1302138631644426e-69,1.2987184443378201e-68,1.3848486514750122e-67,1.9809488954505196e-67,7.423325927230446e-74,1.7816114154762496e-67,8.985713450327991e-61,1.7319335920740253e-63,2.0629202332246116e-24,4.7828340005794726e-67,1.0877571653262442e-62
9.387806169655729e-11,0.11224537200134736,0.0,0.0,0.0,0.0,0.32999999994339246,0.6699999999553962,5.655650440085389e-11,4.4552855755719534e-11,5.102991012162183e-14,1.2054664298500639e-11,1.6153354907447887e-22,7.755699227396638e-18,4.052761325268156e-18,1.826207459013243e-21,1.758662594216029e-23,4.532873286882454e-18,7.699592996366378e-18,1.1668991517787435e-25,1.1589683596057575e-28,6.572078905165715e-37,3.6220690207377406e-33,6.1336333442507896e-21,7.960556826918126e-19,1.3127819131185314e-33,1.1623904329788251e-36,1.921894863231323e-43,6.056214580073367e-38,2.0611080709177462e-51,7.89598597113212e-57,2.7867787195545104e-48,5.1911729687474733e-51,2.688709853540164e-57,1.7746294636186633e-65,6.368024595486363e-69,7.556515244544021e-68,8.057679803250573e-67,1.223102786371618e-66,4.6012428616206154e-73,1.0202957401500308e-66,5.944176964061876e-60,1.1232905488980025e-62,3.462994965694503e-24,3.1639131354335275e-66,5.602115702963466e-62
9.999999999999999e-11,0.11224537200164308,0.0,0.0,0.0,0.0,0.32999999993970097,0.6699999999524612,6.024142005011088e-11,4.748135369275975e-11,5.75818375656136e-14,1.2817632340222487e-11,1.822737867490211e-22,9.07101416567599e-18,4.8710142282605266e-18,2.265719463997198e-21,2.1229149504228208e-23,5.198664646998189e-18,8.738212742600207e-18,1.4918932207705026e-25,1.5767104286169288e-28,8.941028862815105e-37,5.2486246070323716e-33,7.334338148850491e-21,9.550153403321603e-19,1.6852875695396213e-33,1.5877799260836828e-36,2.6148436279466144e-43,8.239830665296115e-38,3.1728192743640187e-51,1.333578362279198e-56,4.054256051024383e-48,8.056813484540834e-51,4.231812818631198e-57,3.0361851669841564e-65,1.0079041925325459e-68,1.2379543569734276e-67,1.3200617761843344e-66,2.1719437906346303e-66,8.217585197742499e-73,1.669610669361823e-66,1.0077468250346666e-59,1.847898057411153e-62,3.929087523994869e-24,5.363945742285187e-66,9.251982784513051e-62
1.1531950063204986e-10,0.11224537200164308,0.0,0.0,0.0,0.0,0.3299999999304635,0.6699999999451026,6.946092599004513e-11,5.482182837917076e-11,7.558138380733546e-14,1.471465891324462e-11,2.39251737347905e-22,1.2908221346928781e-17,7.32799842416679e-18,3.640155491793294e-21,3.223386927608521e-23,7.086429953126121e-18,1.1626610242042494e-17,2.5368934612056263e-25,2.9947549602927854e-28,1.6982592428450492e-36,1.101471479648118e-32,1.0911209897995186e-20,1.4309732818714396e-18,2.8881497055501032e-33,3.036394820076908e-36,4.967220895094283e-43,1.5652638954038095e-37,7.219725522273766e-51,3.383391666029293e-56,8.55829893147246e-48,1.8598606715771672e-50,9.943950478611289e-57,7.827544129829844e-65,2.3678209886035243e-68,3.0359143827773604e-67,3.237282192231252e-66,5.82364239119506e-66,2.2161926158730018e-72,4.090358509942014e-66,2.5662157306902664e-59,4.543617538087345e-62,5.2245812224913815e-24,1.3659230432399074e-65,2.2981182386407e-61
1.3676093956754243e-10,0.11224537200193464,0.0,0.0,0.0,0.0,0.3299999999175345,0.669999999934771,8.236109083936533e-11,6.512460236257738e-11,1.0438880382494618e-13,1.734085097684938e-11,3.304424111566491e-22,1.9791983341321823e-17,1.1955639414670593e-17,6.477330658845175e-21,5.326254855536055e-23,1.0302521115254305e-17,1.636594544907978e-17,4.819515704471916e-25,6.548762419979543e-28,3.713726668027427e-36,2.7439620069230884e-32,1.7522299933784558e-20,2.3213334595612377e-18,5.5456100466104674e-33,6.70225635657073e-36,1.0863679367004385e-42,3.423361422797595e-37,2.114111655276394e-50,1.2765392404698836e-55,2.1494881488202706e-47,5.270292846410961e-50,2.881157770328081e-56,2.887907267327092e-64,8.179661775000682e-68,1.0724916916282211e-66,1.1436303932872618e-65,2.230829871606647e-65,8.529760158259868e-72,1.3977930069005808e-65,9.840376679191885e-59,1.714437600007826e-61,7.347881702800262e-24,5.237751027575376e-65,7.491156247792848e-61
1.58202378503035e-10,0.112245372002222,0.0,0.0,0.0,0.0,0.3299999999046055,0.669999999924402,9.525723804327278e-11,7.546074722434789e-11,1.3721283044915022e-13,1.993367097237596e-11,4.343479244366846e-22,2.861506405178939e-17,1.8147629335290306e-17,1.0645488393537239e-20,8.184949347508293e-23,1.4224084896905335e-17,2.1920078133688476e-17,8.344825849850533e-25,1.2807188926396402e-27,7.262908858248315e-36,6.006691802693409e-32,2.6184515177572424e-20,3.503634340045129e-18,9.699621925548529e-33,1.3222024726600854e-35,2.124815630730947e-42,6.6957367703368625e-37,5.354870337813942e-50,4.0437617631269534e-55,4.74055058558501e-47,1.2897419433991183e-49,7.175157452479386e-56,8.9670037501538e-64,2.3613684366065202e-67,3.1873982493419e-66,3.3988264145144685e-65,7.176625057234396e-65,2.755803850202677e-71,4.047519033519499e-65,3.150424927706507e-58,5.365721958106992e-61,9.833122386004829e-24,1.6768813862631506e-64,2.084973495858485e-60
2.0108525637402013e-10,0.11224537200278442,0.0,0.0,0.0,0.0,0.3299999998787475,0.6699999999035541,1.2103825579597417e-10,9.623166191330487e-11,2.1413362688387637e-13,2.502068243756784e-11,6.778435808482857e-22,5.275508522239212e-17,3.5917601006328016e-17,2.4221133835885167e-20,1.658344125826125e-22,2.432325979980109e-17,3.5481302754412873e-17,2.0509236632828176e-24,3.852298010437241e-27,2.184666953134761e-35,2.184216694221553e-31,5.0276321262662264e-20,6.857898205453435e-18,2.4296392675328533e-32,4.0423466065676287e-35,6.3923062538829e-42,2.0143574586514094e-36,2.5709343133999304e-49,2.932345979144121e-54,1.747945612371436e-46,5.681438264988777e-49,3.2462128926474534e-55,6.326980573375493e-63,1.4611727956087426e-66,2.0729489700630717e-65,2.210460473411728e-64,5.392358356208181e-64,2.085323380780399e-70,2.4692445898399842e-64,2.3297317520862784e-57,3.7961801668607564e-60,1.589025443111262e-23,1.240050240104932e-63,1.1820761989886833e-59
2.396798464579068e-10,0.11224537200327687,0.0,0.0,0.0,0.0,0.32999999985547535,0.6699999998846692,1.4422951730664242e-10,1.1503553292121881e-10,2.9501112098830703e-13,2.9488940926517006e-11,9.338646628941274e-22,8.29299670350224e-17,5.912693156787841e-17,4.4573121446317285e-20,2.7868195451499047e-22,3.620060583864087e-17,5.049649671800839e-17,3.972782623946894e-24,8.681660670283927e-27,4.923495628122678e-35,5.66670779608413e-31,8.054540677845573e-20,1.1176800375582315e-17,4.784302723646791e-32,9.235702764649517e-35,1.4407366174905183e-41,4.540092719936875e-36,8.022593697703114e-49,1.1885562948925506e-53,4.586747960303343e-46,1.697809484879184e-48,9.867710494574081e-55,2.551174183079189e-62,5.253384515066441e-66,7.751929941368018e-65,8.266184711924313e-64,2.284728646726814e-63,8.883904152367138e-70,8.945844525907888e-64,9.464475798382013e-57,1.4945872247706952e-59,2.2581825984811252e-23,5.037673672016547e-63,4.194256175802034e-59
2.7827443654179344e-10,0.11224537200375684,0.0,0.0,0.0,0.0,0.3299999998322032,0.6699999998656729,1.6741094232108921e-10,1.3394108619349246e-10,3.857184894496766e-13,3.3855513346858713e-11,1.2210028760694562e-21,1.2215861971598022e-16,9.026189356314713e-17,7.530861622878447e-20,4.341987468832927e-22,5.093656746840593e-17,6.818866527749908e-17,6.98811030083766e-24,1.740804980720803e-26,9.872449401902365e-35,1.2814016594314227e-30,1.1965376744400796e-19,1.6890421384219044e-17,8.551026438421353e-32,1.876124027295573e-34,2.889116332450651e-41,9.10428889425125e-36,2.0949359299720973e-48,3.8440071401336436e-53,1.0481122019755376e-45,4.32510098145369e-48,2.5462188359303087e-54,8.064090478820476e-62,1.483799151197571e-65,2.280270685327561e-64,2.431547657232913e-63,7.53797302990736e-63,2.944047879064485e-69,2.6322861140787093e-63,3.0241692681322216e-56,4.659324856896234e-59,3.044984727051995e-23,1.6096803488686864e-62,1.2198317274032133e-58
3.168690266256801e-10,0.11224537200422466,0.0,0.0,0.0,0.0,0.329999999808931,0.6699999998465683,1.9058352777473811e-10,1.5294595504580908e-10,4.852577796239964e-13,3.812276641356819e-11,1.536099133883956e-21,1.7131037236745537e-16,1.3023606472126509e-16,1.193215549559228e-19,6.393502726317107e-22,6.871149604024831e-17,8.85713705741935e-17,1.1440214456483975e-23,3.206561964445059e-26,1.8185181889795923e-34,2.6328489498252296e-30,1.6797953962305123e-19,2.4121714196777263e-17,1.42237667998902e-31,3.500929587027848e-34,5.322073587499124e-41,1.6771139452049893e-35,4.903265308454361e-48,1.0965975682979488e-52,2.176096070939703e-45,9.919340073505915e-48,5.902562630898673e-54,2.2685268362123972e-61,3.935539162711681e-65,6.101453723246807e-64,6.506237897574206e-63,2.1878007639368182e-62,8.569859980968894e-69,6.861239994050838e-63,8.562229561358471e-56,1.2981785501009864e-58,3.949587220795697e-23,4.557434806960815e-62,3.1466010196698645e-58
3.5546361670956675e-10,0.11224537200468068,0.0,0.0,0.0,0.0,0.32999999978565886,0.6699999998273589,2.1374814214407422e-10,1.7204786834016327e-10,5.927596309376405e-13,4.229297130009375e-11,1.876401416730386e-21,2.311430951257965e-16,1.7985594954134453e-16,1.7975019533257858e-19,9.00993314412853e-22,8.968297024807264e-17,1.1165759617938005e-16,1.770757587005437e-23,5.529568369533784e-26,3.135969836922902e-34,5.0253610863066946e-30,2.256908348640888e-19,3.296730289434381e-17,2.2371865991625346e-31,6.117047315975461e-34,9.178126028441154e-41,2.8922529994301813e-35,1.0571418353976999e-47,2.8354371399822662e-52,4.1978734652491895e-45,2.101120428130241e-47,1.2619114628619693e-53,5.8678599907401856e-61,9.442152301649278e-65,1.5024866227421636e-63,1.602167496628077e-62,5.8244891614927415e-62,2.2874150623074116e-68,1.6290218296938778e-62,2.205286825879836e-55,3.281241278525048e-58,4.9721487404265726e-23,1.173812524761107e-61,7.43107325905777e-58
3.940582067934534e-10,0.11224537200512524,0.0,0.0,0.0,0.0,0.3299999997623867,0.6699999998080474,2.369055657080572e-10,1.91244615987234e-10,7.074429718195586e-13,4.636833813451452e-11,2.2394371898016685e-21,3.023381169353132e-16,2.398546054589929e-16,2.5993232086827676e-19,1.2259506610340464e-21,1.1399293789905036e-16,1.374599491118929e-16,2.61972750569895e-23,9.036436080641438e-26,5.124836448456427e-34,9.027089575027897e-30,2.9282647320328874e-19,4.3505648186747975e-17,3.3634049581574677e-31,1.0130056822903851e-33,1.499953682372224e-40,4.726727697070414e-35,2.1253487777129533e-47,6.721598392201418e-52,7.622342283106764e-45,4.1659949980472294e-47,2.522215244415603e-53,1.404907811724006e-60,2.104792226753402e-64,3.4111031339678356e-63,3.6374130818410804e-62,1.4346957600208598e-61,5.648726369469627e-68,3.566120188606112e-62,5.2062870389302834e-55,7.61601644297574e-58,6.112831411822469e-23,2.771161372040566e-61,1.6291046794151426e-57
4.3265279687734005e-10,0.11224537200555869,0.0,0.0,0.0,0.0,0.32999999973911454,0.6699999997886367,2.6005650950305604e-10,2.1053403215605263e-10,8.285960451604662e-13,5.035103278919461e-11,2.6229533379005336e-21,3.8551666969602474e-16,3.1090749671614754e-16,3.6338757489602254e-19,1.621050677746114e-21,1.4177107986207237e-16,1.6599075820424477e-16,3.7342359784025325e-23,1.4119701200233291e-25,8.00774376110729e-34,1.5404702833645784e-29,3.6933269370345378e-19,5.580087370011158e-17,4.8717676062978335e-31,1.604096408105728e-33,2.3438033664221096e-40,7.385914990972686e-35,4.027006035518854e-47,1.4793657159444468e-51,1.314992161924906e-44,7.807457568143607e-47,4.760009224552547e-53,3.15994759128134e-60,4.448241554185106e-64,7.309865103235264e-63,7.794845087849392e-62,3.30881904423401e-61,1.3055808263807787e-67,7.283784434534202e-62,1.1428631141773201e-54,1.6476151844039978e-57,7.371801073042764e-23,6.0831421951873254e-61,3.350427478673364e-57
5.098419770451134e-10,0.11224537200639341,0.0,0.0,0.0,0.0,0.32999999969257016,0.6699999997495288,3.0634147275636513e-10,2.493824374077308e-10,1.0877938775289645e-12,5.804683838737206e-11,3.443457405907683e-21,5.90023506749137e-16,4.886025919489909e-16,6.55060592208835e-19,2.6490206726501518e-21,2.0819223657637276e-16,2.312856135905095e-16,6.945533847659406e-23,3.095882736549294e-25,1.7557879091129483e-33,3.96775889006012e-29,5.498481954657599e-19,8.58517244193827e-17,9.35426198612422e-31,3.613279981437824e-33,5.139298343074481e-40,1.6195247358471582e-34,1.2528409834200154e-46,6.06854243650766e-51,3.4646193860734676e-44,2.405651701653297e-46,1.4841524880922263e-52,1.3599660883438312e-59,1.624007635223208e-63,2.7744957765771556e-62,2.9585788819464884e-61,1.5089776219619845e-60,5.982427239176491e-67,2.5839970670604864e-61,4.5917114064264713e-54,6.426014361619597e-57,1.0245282651894893e-22,2.444040646170752e-60,1.226102373914725e-56
5.870311572128867e-10,0.11224537200718716,0.0,0.0,0.0,0.0,0.3299999996460258,0.6699999997100559,3.526074507879115e-10,2.8857669000970463e-10,1.3659297949578157e-12,6.539678255236771e-11,4.3239112611447086e-21,8.485311792798973e-16,7.1728077398963e-16,1.0862043037045393e-18,4.0395655159102144e-21,2.8975866275789874e-16,3.0763495680955134e-16,1.1798484825249419e-22,6.06902052456573e-25,3.4419797791204396e-33,8.953119749344995e-29,7.653629457667641e-19,1.2337812593420117e-16,1.6394127566491566e-30,7.274112453307359e-33,1.0075244421951873e-39,3.174971366763848e-34,3.317967815613368e-46,2.0141635686820969e-50,7.993953526732944e-44,6.359786883562644e-46,3.958990242529065e-52,4.711178208063843e-59,4.960459163221992e-63,8.676674431757486e-62,9.25236912337802e-61,5.464753431497108e-60,2.1735927908523062e-66,7.592887388974575e-61,1.4915955877882628e-53,2.0468342490703213e-56,1.35939872262801e-22,7.939350705152657e-60,3.7280203138070215e-56
6.6422033738066e-10,0.11224537200794217,0.0,0.0,0.0,0.0,0.3299999995994814,0.6699999996702376,3.9885801110716774e-10,3.281011424054374e-10,1.6594327211191457e-12,7.241651323324981e-11,5.253010420326514e-21,1.1641674020546596e-15,1.0005594803836137e-15,1.690403342448713e-18,5.847308102133744e-21,3.871311771887949e-16,3.9512692479960353e-16,1.8718595335173277e-22,1.0927310882448373e-24,6.197330702166243e-33,1.8249808304437817e-28,1.013285817066314e-18,1.6847563725201223e-16,2.6815767780917195e-30,1.3442114590790358e-32,1.8141112158222414e-39,5.716740655957675e-34,7.77208437244167e-46,5.714844709767169e-50,1.6652006761717566e-43,1.492364900589117e-45,9.354831958038092e-52,1.387488842020238e-58,1.3188740786724886e-62,2.3477644987196003e-61,2.5035403237733224e-60,1.6682189579462966e-59,6.650933966089492e-66,1.937717577050613e-60,4.145963618629077e-53,5.6074493064587995e-56,1.7419352403255523e-22,2.2067819559650657e-59,9.831603903102525e-56
7.414095175484333e-10,0.11224537200866036,0.0,0.0,0.0,0.0,0.329999999552937,0.6699999996300915,4.450960408294061e-10,3.6794086297780283e-10,1.9654126782703278e-12,7.912096244856087e-11,6.221606463736942e-21,1.5394680455111141e-15,1.3414706492917149e-15,2.5029519306368954e-18,8.126829049185303e-21,5.008492467176318e-16,4.938451904243822e-16,2.8157123692247827e-22,1.840815384994368e-24,1.0440058427653964e-32,3.435287899596884e-28,1.2906929698520575e-18,2.2111795912928393e-16,4.1557993577946864e-30,2.3228123360133303e-32,3.056128851999583e-39,9.630670602825505e-34,1.656446919201095e-45,1.441528468764521e-49,3.20164620424542e-43,3.1905380036021455e-45,2.0111274334470497e-51,3.6252465623982495e-58,3.163324973384646e-62,5.707646045357863e-61,6.086356736052905e-60,4.493302631077933e-59,1.7946386194098325e-65,4.442528915511514e-60,1.0262720994607397e-52,1.372398898152873e-55,2.172285135842663e-22,5.462563409810181e-59,2.3256700073578073e-55
8.185986977162066e-10,0.11224537200934365,0.0,0.0,0.0,0.0,0.32999999950639264,0.6699999995896339,4.913238873654012e-10,4.080815970083632e-10,2.281519951244329e-12,8.552438531858721e-11,7.22226120932899e-21,1.9764990210553234e-15,1.7425741762078721e-15,3.560508039356931e-18,1.0932684906201432e-20,6.313557511039743e-16,6.038692044250185e-16,4.0586338626127375e-22,2.9398050521594956e-24,1.6672944295174855e-32,6.066424843986841e-28,1.594583583822983e-18,2.811895545594786e-16,6.1673334655209104e-30,3.8031949819234725e-32,4.880774531040867e-39,1.5380620127813015e-33,3.275029685776713e-45,3.313953217974407e-49,5.772496653517246e-43,6.331795920518948e-45,4.009444493068189e-51,8.622990915527553e-58,6.967594657475129e-62,1.2721542035295612e-60,1.3565643442012183e-59,1.0981512525525834e-58,4.3925207902897405e-65,9.356607446053721e-60,2.3169393842249475e-52,3.0688316222336437e-55,2.650598658158149e-22,1.233243024096663e-58,5.049621162158503e-55
8.957878778839799e-10,0.11224537200999377,0.0,0.0,0.0,0.0,0.32999999945984815,0.6699999995488809,5.37543461370534e-10,4.485097322156878e-10,2.605842031322184e-12,9.164039452140274e-11,8.248920481593326e-21,2.4769455337234568e-15,2.2060415360063076e-15,4.900841341131627e-18,1.4319422643254818e-20,7.790151221994282e-16,7.252744091683961e-16,5.649599605995125e-22,4.4938502801324186e-24,2.548667935796231e-32,1.0166193185109119e-27,1.922020313671707e-18,3.4850896574638997e-16,8.832757855121786e-30,5.957494841688208e-32,7.460983679280713e-39,2.351155658681297e-33,6.089594359888521e-45,7.061966328729671e-49,9.87298865592869e-43,1.1822505949872232e-44,7.514930095523553e-51,1.899540542691355e-57,1.4313235985386828e-61,2.63956095672124e-60,2.8147029053325344e-59,2.4798108933333567e-58,9.931417113120047e-65,1.838580824007121e-59,4.8495615838242794e-52,6.371217792351996e-55,3.1770285321363388e-22,2.5812882034932432e-58,1.0225813993799315e-54
9.72977058051753e-10,0.11224537201061231,0.0,0.0,0.0,0.0,0.3299999994133037,0.6699999995078465,5.837563086135059e-10,4.892122724961602e-10,2.936831672814742e-12,9.748198654842089e-11,9.296686369809186e-21,3.0421744227424074e-15,2.7337144763124452e-15,6.5626533084957254e-18,1.8341584574907494e-20,9.441260146959173e-16,8.581324026043881e-16,7.63907824232814e-22,6.623050777062006e-24,3.756241342176039e-32,1.630589130318963e-27,2.2702019296089845e-18,4.228448009409481e-16,1.2279950501730378e-29,8.992951128197663e-32,1.0996176338546897e-38,3.465190779641622e-33,1.0752834781389169e-44,1.4107828543469768e-48,1.6155269917300703e-42,2.0967703720246056e-44,1.337117068846828e-50,3.920037741384024e-57,2.7777797729702615e-61,5.163467185592247e-60,5.50607932909048e-59,5.233243752311515e-58,2.0980405346150754e-64,3.407574630434201e-59,9.522900825012158e-52,1.2426144256159048e-54,3.7517296246537006e-22,5.0687783183506644e-58,1.9520725944025026e-54
9.999999999999999e-10,0.11224537201120083,0.0,0.0,0.0,0.0,0.32999999939700914,0.6699999994934169,5.999334841741295e-10,5.035242437275007e-10,3.0540422175194703e-12,9.9464516272626e-11,9.66772280316228e-21,3.2555762963937885e-15,2.933917840484653e-15,7.227687879914473e-18,1.9909954655896498e-20,1.00610039141797e-15,9.073635370739547e-16,8.439283425962827e-22,7.529154719235055e-24,4.27013749976967e-32,1.906513937089053e-27,2.3965095793565805e-18,4.504787085850801e-16,1.3696940461416617e-29,1.0308184340845004e-31,1.250062568639427e-38,3.939283673883532e-33,1.2982218048845627e-44,1.774119803712366e-48,1.90200413291804e-42,2.535539286456569e-44,1.6185698789374867e-50,4.984783243607943e-57,3.459225937559416e-61,6.447827436010224e-60,6.8756618494978085e-59,6.705151241670098e-58,2.689035758297019e-64,4.178765970583583e-59,1.1903500137552655e-51,1.5498587180559194e-54,3.9643617096343093e-22,6.3359059745783125e-58,2.418665810895639e-54
1.0501662382195263e-09,0.11224537201120083,0.0,0.0,0.0,0.0,0.3299999993667593,0.6699999994665446,6.299636883617864e-10,5.301768067538059e-10,3.273228426147699e-12,1.030615728708701e-10,1.0361568835725844e-20,3.673302177438052e-15,3.32716932859362e-15,8.585378404991501e-18,2.3053709614480993e-20,1.126935134066143e-15,1.0025111334660746e-15,1.0078745349081126e-21,9.46396292021219e-24,5.367463141892104e-32,2.5201241651938363e-27,2.636527776315005e-18,5.039328900548696e-16,1.6648056751339884e-29,1.3155702090695697e-31,1.5713099380305743e-38,4.951621609330973e-33,1.8178190565182204e-44,2.6711323977539663e-48,2.5463661749228382e-42,3.561208077234799e-44,2.277314346421272e-50,7.657106620760723e-57,5.110562858198193e-61,9.577775779335945e-60,1.0213295317282017e-58,1.044223946312284e-57,4.190235196517229e-64,6.013433079315406e-59,1.772103936718027e-51,2.298334240534659e-54,4.374858566735994e-22,9.432422449423544e-58,3.5475846239256884e-54
1.204544598555073e-09,0.11224537201229355,0.0,0.0,0.0,0.0,0.3299999992736703,0.6699999993831894,7.223659059366845e-10,6.128450003190733e-10,3.958379186076477e-12,1.1348158671288937e-10,1.2530451487315709e-20,5.136690844397587e-15,4.716616437456562e-15,1.3874318001412647e-17,3.476598975541887e-20,1.5464203972127972e-15,1.3260852172317377e-15,1.652040498074264e-21,1.7911115423583113e-23,1.0158268800418873e-31,5.494733711119349e-27,3.4143009969297902e-18,6.851980161868757e-16,2.8759747869833e-29,2.6060012608265126e-31,2.973855553420804e-38,9.37142609583107e-33,4.669195223755732e-44,8.409460803111875e-48,5.769175091685911e-42,9.239533094260645e-44,5.935457629692256e-50,2.5626726315379626e-56,1.5335361694129326e-60,2.9110635412341607e-59,3.104224981166032e-58,3.6402249188959164e-57,1.4630412327423618e-63,1.661112406459237e-58,5.384365110199764e-51,6.912902408531042e-54,5.767034093562213e-22,2.865949816165891e-57,1.0398356172815597e-53
1.3434851228570647e-09,0.11224537201318803,0.0,0.0,0.0,0.0,0.32999999918989026,0.6699999993073763,8.055175971454734e-10,6.880290040125284e-10,4.585105458107212e-12,1.2207693302725667e-10,1.4514388311839094e-20,6.686602853019435e-15,6.203827451924471e-15,2.027516391351504e-17,4.821380668632439e-20,1.9861840783682455e-15,1.6573151387565696e-15,2.439449065389527e-21,2.966516553266865e-23,1.6824592903598114e-31,1.0192035684252562e-26,4.154988045618863e-18,8.684449723618233e-16,4.4435299532005065e-29,4.490583488995276e-31,4.925495343443959e-38,1.552157841325618e-32,9.887301830357119e-44,2.0872448624070298e-47,1.1065380753455446e-41,1.975405052784398e-43,1.2731133524697076e-49,6.691546118873804e-56,3.68115323948762e-60,7.046845194866874e-59,7.514436480779976e-58,9.82397310534952e-57,3.9527301911503e-63,3.7096706131087065e-58,1.2958146529459942e-50,1.6519538855672025e-53,7.187214847641163e-22,6.897266160672332e-57,2.446789490827306e-53
