Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212)
3.58049769571127e-11,0.11224537200052409,0.0,0.0,0.0,0.0,0.3299999999784099,0.6699999999830791,2.1582163579397083e-11,1.6912962960220992e-11,7.879942787099612e-15,4.67707806064544e-12,2.4942554483561588e-23,7.846105688447642e-19,2.419245126122337e-19,7.590049667744001e-23,9.932291273941344e-25,5.916774763742585e-19,1.124395272409669e-18,2.792510247509621e-27,1.1503861997143263e-30,6.521876091600529e-39,1.5451024565985182e-35,3.845683656854945e-22,4.835818608812864e-20,2.964926860114518e-35,1.0873089042650807e-38,1.903991828059252e-45,5.999499164549995e-40,3.357493196069935e-54,3.626270838858056e-60,1.1215636937691806e-50,9.310121549685665e-54,3.79625586544133e-60,6.569530896975948e-69,4.2394895925857415e-72,3.4197388305407055e-71,3.646405528874473e-70,2.6984112697255633e-70,9.420940028026912e-77,7.210164158126019e-70,1.9550812004670746e-63,5.110451229236353e-66,5.070190081869414e-25,1.0406294590786315e-69,2.1915359698538286e-66,1.671581952929212e-57,2.017123335575683e-65,9.84602460148807e-58
4.882509701183036e-11,0.11224537200071154,0.0,0.0,0.0,0.0,0.3299999999705589,0.6699999999768981,2.9426617987000755e-11,2.3087643816543035e-11,1.4428129601589063e-14,6.3533978392553055e-12,4.567057782858073e-23,1.6009795629653899e-18,5.95399141415926e-19,2.0397629384551507e-22,2.4862333204752453e-24,1.1264398124735126e-18,2.084420184661649e-18,9.034701120441283e-27,4.774521990829767e-30,2.7070564840711883e-38,8.01708340853546e-35,9.365820384377867e-22,1.185730512834446e-19,9.773672225106814e-35,4.599181530471029e-38,7.907994003792066e-45,2.49186422089258e-39,2.153530367270066e-53,3.0019054666420394e-59,5.9244680250531975e-50,5.98615468072372e-53,2.6140646904584915e-59,5.801366104720795e-68,3.225212944673344e-71,2.859614484685247e-70,3.049187568429427e-69,2.59836092278499e-69,9.240955802308857e-76,5.601605689187338e-69,1.7457263056519826e-62,4.226701386693263e-65,9.393806334149615e-25,9.291971587149572e-69,1.516655070704409e-65,1.2736771531297908e-56,1.769714197965589e-64,7.497459058512626e-57
7.486533712126567e-11,0.11224537200108144,0.0,0.0,0.0,0.0,0.3299999999548569,0.6699999999644913,4.511004607322893e-11,3.54756851007597e-11,3.3005146972983545e-14,9.6673565069456e-12,1.0447597241574074e-22,4.477605694765273e-18,2.1198218880372403e-18,8.737550510242925e-22,9.084526768365336e-24,2.7905376386752306e-18,4.895670993162913e-18,5.076076187072771e-26,4.3146171662712284e-29,2.446590237490913e-37,1.1883029324656192e-33,3.25259560475964e-21,4.184275891193788e-19,5.649785928438551e-34,4.288011379079719e-37,7.153200047917237e-44,2.2540803294948869e-38,5.574179216031508e-52,1.6273065401520678e-57,9.075781178930708e-49,1.536000589697784e-51,7.79448120911657e-58,4.490287538972537e-66,1.4717254471114274e-69,1.7160331482812686e-68,1.8298416083491324e-67,2.7052311190477496e-67,1.0163071652854872e-73,2.312646806552608e-67,1.2006939688647556e-60,2.2859025815538574e-63,2.20362335305626e-24,6.390945603901369e-67,5.128422892167425e-64,5.620302566781568e-55,1.2660054482845793e-62,3.2974634390678634e-55
9.65632509381014e-11,0.11224537200138464,0.0,0.0,0.0,0.0,0.32999999994177326,0.6699999999541092,5.8172815074647765e-11,4.58370270726514e-11,5.386150150022507e-14,1.238963455214873e-11,1.7049699757391504e-22,8.318674234235617e-18,4.4012621159825564e-18,2.011291094633639e-21,1.913182424070431e-23,4.81917665488847e-18,8.147600580069929e-18,1.3026478740985386e-25,1.3288918939558698e-28,7.53568535942082e-37,4.26160509213539e-33,6.646077521851746e-21,8.638094014657041e-19,1.4676187924481934e-33,1.3344714120376185e-36,2.20375529915759e-43,6.944410870785693e-38,2.4903852621869604e-51,9.958489756550666e-57,3.2821783404797866e-48,6.26494121861945e-51,3.262046201568533e-57,2.5118456700155827e-65,7.922415811434757e-69,9.496441465704978e-68,1.0126274324085995e-66,1.5713354884327255e-66,5.920685366902967e-73,1.266944699102172e-66,7.55571485833257e-60,1.4156198779810027e-62,3.664060226055066e-24,4.0216883649976276e-66,2.4164611736520486e-63,2.724911869974322e-54,6.462143006897584e-62,1.597990040992736e-54
9.999999999999999e-11,0.11224537200168332,0.0,0.0,0.0,0.0,0.3299999999397009,0.669999999952461,6.024141837770308e-11,4.748137576679193e-11,5.758350799934e-14,1.2817610265330443e-11,1.8227907461979355e-22,9.073440311018435e-18,4.873172120818743e-18,2.267163709305481e-21,2.1235361766500617e-23,5.199382710369153e-18,8.738804957859019e-18,1.493108807247518e-25,1.5779889731784405e-28,8.948279081292736e-37,5.249670788410412e-33,7.33733775656518e-21,9.554272175767284e-19,1.6861727790151035e-33,1.5883915455348636e-36,2.6169639738236787e-43,8.246512245063685e-38,3.1798463275209676e-51,1.3451635085124172e-56,4.0528302442878986e-48,8.041597979945655e-51,4.2223052202897165e-57,3.4316068378522077e-65,1.0287720023485062e-68,1.2590904635132893e-67,1.3425993650974838e-66,2.1925386985965618e-66,8.291233897504518e-73,1.6782482475040364e-66,1.0227416289072487e-59,1.8812248884283415e-62,3.929345700604891e-24,5.44375861070759e-66,3.164684036942285e-63,3.6353006697621395e-54,8.958671416885241e-62,2.1310479457676917e-54
1.1826116475493713e-10,0.11224537200168332,0.0,0.0,0.0,0.0,0.3299999999286896,0.6699999999436873,7.123102105365839e-11,5.6233336253146344e-11,7.928027502371172e-14,1.507694416828886e-11,2.509606681837479e-22,1.3755312790085111e-17,7.887759258038168e-18,3.973964255069386e-21,3.47616694338355e-23,7.489726457339323e-18,1.2229369337815115e-17,2.8011377482196065e-25,3.392153421440492e-28,1.9236219217857203e-36,1.279912593253099e-32,1.1715659300140821e-20,1.5389016661396102e-18,3.1941611206248486e-33,3.444319775926167e-36,5.6265249220714735e-43,1.7730242311979385e-37,8.601467451102511e-51,4.198252150057873e-56,9.957417599983871e-48,2.2195596054860944e-50,1.1925627367137018e-56,1.1038966299900596e-64,2.9018694032900876e-68,3.75748080547096e-67,4.006711988603813e-66,7.397656753175077e-66,2.8197576087315534e-72,4.997889255834101e-66,3.206137261166986e-59,5.628515183737653e-62,5.494739803008585e-24,1.706535045704245e-65,9.189396973369321e-63,1.1077169004303996e-53,2.9900300297366423e-61,6.487148617697681e-54
1.3995907857177285e-10,0.11224537200197776,0.0,0.0,0.0,0.0,0.32999999991560597,0.6699999999332267,8.428490135383515e-11,6.666420036560388e-11,1.0902388036618497e-13,1.7729697632802383e-11,3.4511488599040676e-22,2.0994017812818423e-17,1.2788891065540178e-17,7.026550379401854e-21,5.709011170967485e-23,1.0844772840215925e-17,1.714335146771105e-17,5.2791213225889705e-25,7.347279749812184e-28,4.1665685619167515e-36,3.154141928773949e-32,1.86938301496873e-20,2.4807203758890113e-18,6.085057028960788e-33,7.53128965368923e-36,1.2188620475807154e-42,3.8408791029392145e-37,2.4890751403410754e-50,1.5635107246759524e-55,2.4742275470115716e-47,6.216614553526172e-50,3.41315121362336e-56,4.0098345947417706e-64,9.900862991730859e-68,1.3108345237563054e-66,1.3977835589326941e-65,2.798609824359554e-65,1.0716917501820157e-71,1.685416288694245e-65,1.2127426707628507e-58,2.0951879420163035e-61,7.695870302762502e-24,6.455082788866526e-65,2.8444001036585257e-62,3.547673889596715e-53,1.040179662987742e-60,2.0755205251263658e-53
1.6165699238860858e-10,0.11224537200226789,0.0,0.0,0.0,0.0,0.3299999999025223,0.6699999999227279,9.733470253710148e-11,7.712917264839797e-11,1.4284550270497306e-13,2.03483417089548e-11,4.521783420043233e-22,3.024937444579599e-17,1.932337080277698e-17,1.149413225030092e-20,8.734059339879916e-23,1.492860119233581e-17,2.289211971224392e-17,9.086764831994405e-25,1.4267243488229975e-27,8.09092002473276e-36,6.848657366141548e-32,2.7802046452471935e-20,3.726756719248518e-18,1.058168354388406e-32,1.4754079400411752e-35,2.3670975811173474e-42,7.459221583984755e-37,6.240671183800657e-50,4.8907901515900036e-55,5.413070816425224e-47,1.5078260375325409e-49,8.42044936023946e-56,1.2261832992557808e-63,2.8261037278555665e-67,3.8482927403275087e-66,4.1035622305070155e-65,8.890149880259233e-65,3.4185546269503048e-71,4.821762835153925e-65,3.8300111325043676e-58,6.473617144921968e-61,1.0267687592764318e-23,2.038605877699013e-64,7.573109484506966e-62,9.721194513015026e-53,3.054298822782339e-60,5.6818873900547285e-53
2.0505282002228004e-10,0.11224537200283563,0.0,0.0,0.0,0.0,0.3299999998763551,0.6699999999016178,1.2342286014730657e-10,9.815991230758215e-11,2.2192939184199033e-13,2.5484831122923804e-11,7.025213867028414e-22,5.550018113404977e-17,3.800043097255016e-17,2.5975975187252737e-20,1.7586796224985213e-22,2.5425191503085635e-17,3.6902820412217833e-17,2.214297386707889e-24,4.245187587412937e-27,2.407481872093713e-35,2.457482438756001e-31,5.302531332817133e-20,7.247175410334033e-18,2.6284771033659007e-32,4.462622860529808e-35,7.044350284106895e-42,2.219831848381635e-36,2.945656916504608e-49,3.4732620264532574e-54,1.969735347198322e-46,6.53843673817506e-49,3.74681953493999e-55,8.391995621834429e-63,1.717552210334408e-66,2.452360037324188e-65,2.6150413419257935e-64,6.52212083020127e-64,2.5248935481439463e-70,2.8839239881809828e-64,2.769645874228184e-57,4.489641708373164e-60,1.652424103116685e-23,1.4742041296536522e-63,3.978442146215686e-61,5.347363370027195e-52,1.8872620410061944e-59,3.11974729768093e-52
2.4410906489258436e-10,0.11224537200333258,0.0,0.0,0.0,0.0,0.3299999998528045,0.6699999998824947,1.46890390966051e-10,1.1720001256303256e-10,3.049099693771016e-13,2.999523289659592e-11,9.651998964081435e-22,8.698606829373231e-17,6.231168980387537e-17,4.760619192448386e-20,2.9444760218733146e-22,3.7749654715683305e-17,5.239167521450325e-17,4.2671140615205315e-24,9.504972019825676e-27,5.390415182904328e-35,6.325375932399956e-31,8.459474739453794e-20,1.1763838110295304e-17,5.149886210321042e-32,1.0130889695995002e-34,1.5773851308368268e-41,4.970705181923616e-36,9.103840789872479e-49,1.3927620230769124e-53,5.128432704471451e-46,1.935823802088718e-48,1.127841793467744e-54,3.334895399086023e-62,6.106110081859718e-66,9.063959650039925e-65,9.665256770718017e-64,2.726791991172479e-63,1.0612049023499508e-69,1.0339157976764038e-63,1.1118280834233082e-56,1.7476779114284616e-59,2.342529597533609e-23,5.917947678779634e-63,1.3421627499223722e-60,1.8689317292608153e-51,7.1950773814471925e-59,1.0886475215918004e-51
2.831653097628887e-10,0.1122453720038168,0.0,0.0,0.0,0.0,0.32999999982925393,0.6699999998632579,1.703479674382318e-10,1.3634396751355755e-10,3.9783799087735153e-13,3.440177608272651e-11,1.2593677117776755e-21,1.278472581543355e-16,9.484786987918643e-17,8.019349387866063e-20,4.575265873307602e-22,5.302301870323439e-17,7.062350461776075e-17,7.477915063952507e-24,1.8974669838683714e-26,1.0760923694157053e-34,1.4232088896050062e-30,1.2526793890514289e-19,1.7723829519074248e-17,9.171836416041443e-32,2.0492067450874973e-34,3.1491508067213574e-41,9.923721629425808e-36,2.363622371971889e-48,4.478776397468422e-53,1.1662135533169094e-45,4.9052658517363164e-48,2.893997899469073e-54,1.0476077754647932e-61,1.7130180412097633e-65,2.6466775345356354e-64,2.82226348444889e-63,8.935629882660944e-63,3.4927312530953896e-69,3.024208463468543e-63,3.5279763705574744e-56,5.410061312307747e-59,3.153129070489118e-23,1.8778427818201034e-62,3.7641527256591576e-60,5.391069255601756e-51,2.2295379331158997e-58,3.135688211835346e-51
3.22221554633193e-10,0.11224537200428858,0.0,0.0,0.0,0.0,0.3299999998057034,0.6699999998439106,1.9379660983087337e-10,1.5558933148871773e-10,4.996921485235782e-13,3.870690638411579e-11,1.5817918139368418e-21,1.789734878944903e-16,1.3654512974119309e-16,1.267690377977746e-19,6.723222129781932e-22,7.142990819528735e-17,9.161231989997325e-17,1.2206982170118409e-23,3.483340946731886e-26,1.9754882635471833e-34,2.9132043922073206e-30,1.7541362533593013e-19,2.5251798002662912e-17,1.521546517962266e-31,3.8116489254848483e-34,5.781505718633985e-41,1.8218925209938632e-35,5.507856591568053e-48,1.2717078770397686e-52,2.4125447593428635e-45,1.1205863396995149e-47,6.681072129237746e-54,2.9319147564028546e-61,4.522511061876173e-65,7.048365470797217e-64,7.51597231840755e-63,2.580721277498159e-62,1.0116452975861638e-68,7.845596980070412e-63,9.935645195427284e-56,1.49987013615051e-58,4.0843841727812164e-23,5.288465620440204e-62,9.42119111539676e-60,1.3813362642225879e-50,6.099501071424399e-58,8.022398032002954e-51
3.6127779950349734e-10,0.11224537200474835,0.0,0.0,0.0,0.0,0.32999999978215283,0.6699999998244561,2.172372067945045e-10,1.749337574997076e-10,6.095828873915219e-13,4.291297082678173e-11,1.9296562566976624e-21,2.411402911929619e-16,1.882298650146225e-16,1.9061403423449484e-19,9.459400717512195e-22,9.313161319429046e-17,1.153715346834706e-16,1.8850639731126287e-23,5.990023681644119e-26,3.397109787544705e-34,5.542483822101032e-30,2.3518797294716382e-19,3.444547093008293e-17,2.3880254791655273e-31,6.642304954787261e-34,9.942476820021637e-41,3.1331193335718603e-35,1.1827624348861663e-47,3.273439052576256e-52,4.6395713246926103e-45,2.3653647781185317e-47,1.4230976030035179e-53,7.541179399548719e-61,1.0812130402955899e-64,1.7280852512576985e-63,1.8427337106449137e-62,6.838430017477064e-62,2.6874399488299746e-68,1.8545387201281886e-62,2.546333852228278e-55,3.7739007069199616e-58,5.136459898506835e-23,1.3553423599671961e-61,2.165773312215678e-59,3.2428537364286983e-50,1.5214818548308935e-57,1.8804244679298237e-50
4.0033404437380166e-10,0.11224537200519646,0.0,0.0,0.0,0.0,0.3299999997586023,0.6699999998048977,2.4067055573517755e-10,1.9437496191085224e-10,7.267119916705535e-13,4.7022253087021124e-11,2.3004342340048553e-21,3.1504401421230553e-16,2.5065246496060457e-16,2.7521702554392626e-19,1.2854517884670793e-21,1.1827325201104797e-16,1.4191417161939236e-16,2.783494488355606e-23,9.765581874674197e-26,5.53836157977618e-34,9.927636055157709e-30,3.046146797076664e-19,4.538380550372735e-17,3.583855983080549e-31,1.09751928423436e-33,1.6209949744147115e-40,5.108159852794119e-35,2.3692059847252295e-47,7.727865740265083e-52,8.401372860535014e-45,4.67502207891224e-47,2.834847452031545e-53,1.7956403782761687e-60,2.4005668930034134e-64,3.9071572650388884e-63,4.166379016202026e-62,1.6767313864443134e-61,6.605736459164851e-68,4.04355768081879e-62,5.9838338157077575e-55,8.72262439514943e-58,6.309524865926934e-23,3.185027911735378e-61,4.635671540158388e-59,7.074739106916273e-50,3.512185853432703e-57,4.0958060787452427e-50
4.39390289244106e-10,0.11224537200563318,0.0,0.0,0.0,0.0,0.32999999973505173,0.6699999997852382,2.64097382398695e-10,2.1391070748165824e-10,8.503529801757763e-13,5.103699044864632e-11,2.6918260206054233e-21,4.0131880536711e-16,3.24503676973639e-16,3.8425405842930024e-19,1.697933876391538e-21,1.469872461566247e-16,1.712529619513836e-16,3.9612756006191045e-23,1.5227231618810983e-25,8.635866634184233e-34,1.689662477162333e-29,3.836226866703188e-19,5.81309580946637e-17,5.183425041262892e-31,1.7344931003717847e-33,2.5276630042423038e-40,7.965304273240707e-35,4.472888715265567e-47,1.6935018006781915e-51,1.445671769748726e-44,8.733089558839854e-47,5.331807890689752e-53,4.0126564116708285e-60,5.055665116561466e-64,8.338164082985864e-63,8.891369406035299e-62,3.846049227969588e-61,1.5183739221174897e-67,8.226313803752827e-62,1.307455434253828e-54,1.8793116353229712e-57,7.603751512257128e-23,6.959221436438746e-61,9.329989585087757e-59,1.4484436663146724e-49,7.579949394542595e-57,8.371570395773235e-50
5.175027789847146e-10,0.11224537200647397,0.0,0.0,0.0,0.0,0.32999999968795063,0.6699999997456273,3.1093402584513087e-10,2.532571199952539e-10,1.114611076462008e-12,5.879153276790902e-11,3.528348645844531e-21,6.132177405512707e-16,5.089652886371191e-16,6.912393759587529e-19,2.7701401484551102e-21,2.1560061133998924e-16,2.383683806214671e-16,7.34908249315606e-23,3.3278262887810673e-25,1.8873326480463382e-33,4.333886763905405e-29,5.696940189025176e-19,8.923847206800387e-17,9.930049881125878e-31,3.895095973391383e-33,5.524360934379598e-40,1.740868054740121e-34,1.383539957766342e-46,6.90169521858992e-51,3.793659722294068e-44,2.6769358892639257e-46,1.653381151931677e-52,1.7120266346647642e-59,1.8352475082364587e-63,3.1441855394023183e-62,3.352797458711831e-61,1.7385924448254388e-60,6.895474681026734e-67,2.9008486325114307e-61,5.2158371019510655e-54,7.282874753107743e-57,1.0556398313455633e-22,2.776245488151304e-60,3.291805981410818e-58,5.275998314214362e-49,3.0668350430143183e-56,3.037321490198167e-49
5.956152687253232e-10,0.112245372007273,0.0,0.0,0.0,0.0,0.32999999964084953,0.6699999997056446,3.5775162561436243e-10,2.9295608027206823e-10,1.3978641791588507e-12,6.619351294126027e-11,4.42500124669203e-21,8.807661762345806e-16,7.460351308360781e-16,1.1443738974094694e-18,4.219199263221112e-21,2.997972817710116e-16,3.168134895719392e-16,1.2459944831439015e-22,6.507796427648991e-25,3.690828619709013e-33,9.748986718696776e-29,7.9137001718703435e-19,1.2801792965600725e-16,1.737426227300415e-30,7.823973484668062e-33,1.0803704063799413e-39,3.4045282915989858e-34,3.648399415361293e-46,2.280727925011133e-50,8.727458931965839e-44,7.050288086638436e-46,4.3929499610747426e-52,5.899280992451844e-59,5.58318511184061e-63,9.78892778783266e-62,1.0438421483841973e-60,6.260716544236021e-60,2.490977839732538e-66,8.48843080536502e-61,1.6862098631560876e-53,2.3095122859225596e-56,1.3995849225610334e-22,8.975228769831196e-60,9.752130553357889e-58,1.601347578444276e-48,1.0132494214351607e-55,9.183052919913459e-49
6.737277584659319e-10,0.11224537200803257,0.0,0.0,0.0,0.0,0.3299999995937483,0.6699999996653102,4.0455379636768417e-10,3.3299145271678575e-10,1.6964940159341527e-12,7.325906697227828e-11,5.370329937723943e-21,1.2071337625022424e-15,1.039391557882629e-15,1.778668929080104e-18,6.101712685170405e-21,4.0024739634871743e-16,4.066791262842746e-16,1.9737910090486067e-22,1.1695279958409482e-24,6.63288056736295e-33,1.982577616516054e-28,1.0459126626744146e-18,1.7455315497813203e-16,2.8382978451305918e-30,1.443409877509295e-32,1.9416132426169584e-39,6.118533568489555e-34,8.517754413865277e-46,6.450581377970808e-50,1.814067294812317e-43,1.6498939780977604e-45,1.0350643457443097e-51,1.7309984826100824e-58,1.4798752174809252e-62,2.6398740745928618e-61,2.815031889369856e-60,1.9037770025343851e-59,7.59214061842283e-66,2.159549766367132e-60,4.669876514139837e-53,6.305459312542176e-56,1.7923598323605537e-22,2.4856463509363232e-59,2.5232546039713634e-57,4.221645448135381e-48,2.863214993031753e-55,2.411819727966093e-48
7.518402482065405e-10,0.11224537200875466,0.0,0.0,0.0,0.0,0.32999999954664716,0.6699999996246421,4.513434575876191e-10,3.7334784734013404e-10,2.007578212833747e-12,8.000358526670382e-11,6.3550837468286386e-21,1.594885378159622e-15,1.3921137019253302e-15,2.6308841705724493e-18,8.47424071375708e-21,5.174970625482546e-16,5.080514788718148e-16,2.9653424589996984e-22,1.9672212568537214e-24,1.1156964788430784e-32,3.7251508815219507e-28,1.3302706550668628e-18,2.2880443957006965e-16,4.394298008583554e-30,2.491004254326199e-32,3.2659982277631656e-39,1.0292025353932456e-33,1.8104826882874235e-45,1.6230992273654602e-49,3.4821236404027542e-43,3.5201273153092785e-45,2.2204553149980223e-51,4.509231166054364e-58,3.5416414838744806e-62,6.402042764953723e-61,6.826828360341407e-60,5.113063832914199e-59,2.042664212278973e-65,4.9390967930277753e-60,1.152708855892752e-52,1.5391857340612925e-55,2.234117619099576e-22,6.135551460078751e-59,5.882008713776466e-57,9.989733543618538e-48,7.18219908996241e-55,5.685999681631033e-48
8.299527379471492e-10,0.11224537200944129,0.0,0.0,0.0,0.0,0.329999999499546,0.6699999995836576,4.981229779864135e-10,4.1401057934390913e-10,2.3287457356125694e-12,8.644175303879445e-11,7.371757004977841e-21,2.0461062455688495e-15,1.8067979860056624e-15,3.739171759424274e-18,1.1393319952454316e-20,6.519937771722164e-16,6.210123368002958e-16,4.269844536778969e-22,3.1377704036061225e-24,1.7795699848937893e-32,6.568593540081872e-28,1.6413354624231904e-18,2.9064197430073976e-16,6.51602046819473e-30,4.0743620117766533e-32,5.209458026617251e-39,1.6416390505381848e-33,3.57138416145497e-45,3.723832318645987e-49,6.270011791998404e-43,6.974761708596527e-45,4.4193846791869015e-51,1.0697838903482618e-57,7.787039956374841e-62,1.4241536067796676e-60,1.5186493640652719e-59,1.2468232662610673e-58,4.988272426934282e-65,1.038164339553883e-59,2.596400999838963e-52,3.434351430200425e-55,2.7250143463125572e-22,1.3819927573174268e-58,1.2624107738441575e-56,2.1707333940776302e-47,1.640858149956892e-54,1.231016019358238e-47
9.080652276877578e-10,0.11224537201009416,0.0,0.0,0.0,0.0,0.32999999945244485,0.6699999995423724,5.448942807653427e-10,4.5496563356084943e-10,2.658071521006737e-12,9.258758586573486e-11,8.414255794402417e-21,2.5624931921633514e-15,2.28564367497062e-15,5.142817933489475e-18,1.4915477288045855e-20,8.041049737173946e-16,7.456393116036533e-16,5.93828216926831e-22,4.791417397410247e-24,2.717432655134647e-32,1.0994183960162212e-27,1.9760800111255333e-18,3.598696421341256e-16,9.325930728574036e-30,6.376847201668205e-32,7.955043295116932e-39,2.5068472280750428e-33,6.627278550038224e-45,7.921859340344904e-49,1.071253346858323e-42,1.3006310831187356e-44,8.272147951806934e-51,2.35123850009958e-57,1.5973696754469047e-61,2.9502734247681583e-60,3.14603222657604e-59,2.810436300070901e-58,1.1257741336993002e-64,2.0365317076914293e-59,5.4239541837520044e-52,7.117089804691692e-55,3.265208614393626e-22,2.887021603262588e-58,2.5327410759944613e-56,4.40087604025795e-47,3.4754106675003727e-54,2.486603814792036e-47
9.861777174283664e-10,0.11224537201071504,0.0,0.0,0.0,0.0,0.3299999994053437,0.6699999995008018,5.916589175201243e-10,4.961996369187704e-10,2.9940024944999026e-12,9.845445721981058e-11,9.477663752835476e-21,3.145418762286076e-15,2.8305132882674995e-15,6.8820579763559176e-18,1.9097234855256795e-20,9.741310538011112e-16,8.820060088165086e-16,8.023165849920017e-22,7.055202054955281e-24,4.001335585837143e-32,1.7615444426022727e-27,2.3316302431266752e-18,4.362414050225562e-16,1.2958339850542388e-29,9.619138407788902e-32,1.1713698003367784e-38,3.6913013604612073e-33,1.1681224206664172e-44,1.5802527936106756e-48,1.751355396515759e-42,2.304284594511626e-44,1.4702184092426647e-50,4.842138655262491e-57,3.096313496596899e-61,5.763708680107433e-60,6.146149161968618e-59,5.9221316688075644e-58,2.3746456910726647e-64,3.768910817518159e-59,1.0633149742855173e-51,1.385919833377431e-54,3.854861216795788e-22,5.6597333357661034e-58,4.798659999208613e-56,8.412648502960912e-47,6.903062134351103e-54,4.736208636218683e-47
9.999999999999999e-10,0.11224537201130537,0.0,0.0,0.0,0.0,0.3299999993970089,0.6699999994934168,5.999334909783909e-10,5.035242144885743e-10,3.0540354030153504e-12,9.946454551195117e-11,9.66770123138928e-21,3.255586153590049e-15,2.933929034312994e-15,7.227856131490223e-18,1.9910168743006934e-20,1.0061026961028836e-15,9.07364405412051e-16,8.439503873060283e-22,7.529956404608804e-24,4.270592179602406e-32,1.9071157114033043e-27,2.396507856924772e-18,4.504788918879466e-16,1.3697615222585528e-29,1.0309855058065245e-31,1.2501956874342634e-38,3.9397031683165085e-33,1.2852792249605105e-44,1.7753006496059122e-48,1.9027850861207642e-42,2.537765571922375e-44,1.6200199162696222e-50,5.470043988827153e-57,3.461594357667749e-61,6.452413488965275e-60,6.8805522113880735e-59,6.716465286498285e-58,2.6936078461175255e-64,4.180338455023692e-59,1.1908925447590622e-51,1.5504999271433736e-54,3.964364849502859e-22,6.33879371966534e-58,5.345298680221934e-56,9.38453537150393e-47,7.749473252600275e-54,5.279985045305358e-47
