Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404)
1.760548496060059e-11,0.1122453720002593,0.0,0.0,0.0,0.0,0.3299999999893841,0.6699999999916941,1.0613931384940887e-11,8.303998000233658e-12,2.0000546177012544e-15,2.311932780238562e-12,6.3302011120954055e-24,1.6569395967989224e-19,3.041944653513096e-20,8.078687018791026e-24,1.1573718482451207e-25,1.414098592258795e-19,2.801711320045867e-19,1.668201063799543e-28,3.0880436857504557e-32,1.7498391620156648e-40,1.7545813901132675e-37,4.921709013923764e-23,6.118892696069914e-21,1.599874846856378e-36,2.5810743998126086e-40,5.09043782357771e-47,1.6038385060246847e-41,1.2847977531660698e-56,5.155897764321203e-63,1.108109493606651e-52,3.618624411440845e-56,9.044336327371719e-63,3.3828057857788106e-72,6.5135983251125605e-75,4.010059335111318e-68,4.27526435141193e-67,5.440444909535701e-58,1.3974010153938186e-64,3.263963114402521e-72,1.745182683141904e-66,9.055025733307562e-69,1.2644386099685062e-25,9.288935074647706e-73,6.151038523476859e-69,2.2523902096989184e-60,9.705752017947228e-69,1.3301389072797343e-60,3.547805844113402e-65,2.1432860767707737e-71,7.057369802545763e-25,2.9687490281917233e-56,1.3756221227157502e-50,9.87703222840015e-43,2.718884691196663e-60,1.3386209268044447e-52
2.4647831773547703e-11,0.11224537200036216,0.0,0.0,0.0,0.0,0.3299999999851376,0.6699999999883641,1.4858574960384817e-11,1.1632249884381167e-11,3.8213110101693515e-15,3.2301451448003487e-12,1.2094989444098069e-23,3.4013097282533563e-19,7.992145926462246e-20,2.2578020200604535e-23,3.1664573449495947e-25,2.7635117086735524e-19,5.3896881463799755e-19,6.0841620535378615e-28,1.5906389752273573e-31,9.015708598020183e-40,1.3054655941425557e-36,1.2850380830566256e-22,1.604051659486212e-20,6.152871919466428e-36,1.4159085065440423e-39,2.627668593981178e-46,8.279411220687513e-41,1.7403837667894646e-55,1.155172989907425e-61,8.848593342731843e-52,4.312146147645564e-55,1.3714318164895391e-61,1.1611428842352594e-70,1.3440714328941235e-73,1.179585830809106e-66,1.2576991328844488e-65,1.0957133508216894e-56,3.158460652306955e-63,1.0171653177682749e-70,5.264243911899405e-65,1.7892263974348496e-67,2.43165220205108e-25,2.801979728176768e-71,9.399310519271002e-68,4.88912001671698e-59,3.4011010742277024e-67,2.8847947272384807e-59,1.320753500050725e-63,7.781203471936096e-70,1.8182041388657005e-24,3.754992453860723e-55,1.748735950027668e-49,8.130855357554445e-42,3.7764125879761856e-59,1.7016961351559597e-51
3.873252539944193e-11,0.11224537200056639,0.0,0.0,0.0,0.0,0.3299999999766447,0.6699999999816907,2.3346130768272872e-11,1.8300260619590977e-11,9.19527436762593e-15,5.055062522393319e-12,2.9105455892244855e-23,9.406822795616317e-19,3.0557559049380396e-19,9.816929954810851e-23,1.2572611135155447e-24,6.970209273838959e-19,1.3159992559892484e-18,3.816308071483021e-27,1.700873557453467e-30,9.643043808567145e-39,2.471493622871593e-35,4.844345181340947e-22,6.102361566214481e-20,4.059863134063791e-35,1.6105879696900655e-38,2.815798610845793e-45,8.872669287296226e-40,5.816222491185918e-54,6.954216229260475e-60,1.7970523719923786e-50,1.6137099754028247e-53,6.778091156217338e-60,1.3310416889881858e-68,7.954737022785331e-72,1.1633448188004145e-64,1.2404600461924243e-63,6.955995242884477e-55,2.221154682117276e-61,1.2351053352257527e-68,4.783695694652426e-63,1.0750985157043694e-65,5.933352048533209e-25,2.546215052091964e-69,3.922777649431962e-66,3.132836512275721e-57,4.063370647315214e-65,1.844729921230295e-57,1.8075168349383383e-61,1.0415043884338504e-67,6.655452156891513e-24,1.1581974429163252e-53,5.821892582320337e-48,1.4520475294101016e-40,1.0605722518471025e-57,5.66526095567097e-50
5.281721902533616e-11,0.11224537200076865,0.0,0.0,0.0,0.0,0.32999999996815177,0.6699999999749996,3.183143507878854e-11,2.4983538775304036e-11,1.6820818012440963e-14,6.864711965794161e-12,5.324327762908614e-23,1.9283393707852462e-18,7.515473904238984e-19,2.6490949526077933e-22,3.147108206227126e-24,1.329459224164951e-18,2.4397525733685635e-18,1.2340172955772133e-26,7.055956116979751e-30,4.0006781667125283e-38,1.2818691227865095e-34,1.1780177812910902e-21,1.494833845733952e-19,1.3382783235716144e-34,6.812472489871842e-38,1.1688983408574587e-44,3.683299002440124e-39,3.730101933442173e-53,5.7676332358207295e-59,9.492352921802539e-50,1.0375464423036254e-52,4.652023141745564e-59,1.1751968375336231e-67,6.051333693847867e-71,9.633343795498733e-64,1.027201698102503e-62,5.248607509585862e-54,1.7076352648591714e-60,1.1189581983499747e-67,4.257853243030719e-62,8.954242297114217e-65,1.0993138251702934e-24,2.2663271335394545e-68,2.7220391878936807e-65,2.3868692545941654e-56,3.5616050022620664e-64,1.4045023967239608e-56,1.6174918480566033e-60,9.319161536531049e-67,1.5811610232464603e-23,7.365965463548458e-53,3.6919903191148464e-47,7.571820568043206e-40,6.71552542181421e-57,3.592654943895423e-49
6.690191265123039e-11,0.11224537200096897,0.0,0.0,0.0,0.0,0.32999999995965884,0.6699999999682915,4.0314568233354005e-11,3.1681958854669524e-11,2.661751839880812e-14,8.659218971496862e-12,8.425387471015341e-23,3.372430143226974e-18,1.4874000691233085e-18,5.680311671000834e-22,6.305496513467591e-24,2.1879069340874826e-18,3.9108570612356975e-18,2.993275972770827e-26,2.058365433903799e-29,1.1671359572072737e-37,4.417776416523952e-34,2.306805403889386e-21,2.9473267851613735e-19,3.2867067323801827e-34,2.011927428584355e-37,3.411276467052251e-44,1.0749336560200579e-38,1.5717603175645422e-52,3.256369072507379e-58,3.3097922317753632e-49,4.202107930166276e-52,1.9710906817824557e-58,6.469522776472556e-67,3.024676402393023e-70,4.803723702848538e-63,5.122236042541281e-62,2.447223201671221e-53,8.060686165646109e-60,6.192106800675824e-67,2.4608348602149913e-61,5.032618503907653e-64,1.761120225075152e-24,1.3098289544509008e-67,1.2231156702565095e-64,1.1384362112765052e-55,1.8850548915550543e-63,6.69489076510823e-56,8.5953404461901e-60,4.985127619659497e-66,3.030495215191357e-23,3.1732262201160977e-52,1.5115242259729597e-46,2.691906851080211e-39,2.945852609751673e-56,1.4708537064481994e-48
8.098660627712462e-11,0.11224537200116738,0.0,0.0,0.0,0.0,0.3299999999511659,0.6699999999615662,4.879561017938929e-11,3.839539448854702e-11,3.850534608251844e-14,1.0438709908354514e-11,1.2188391471571449e-22,5.3423037936598224e-18,2.5828587188538136e-18,1.061205114340177e-21,1.1062454806578122e-23,3.286634583827879e-18,5.730011201733898e-18,6.140877163719182e-26,4.9183279545388825e-29,2.788889215171162e-37,1.2132235939469663e-33,3.964256161167003e-21,5.099095148776843e-19,6.808961420925267e-34,4.8529944607429855e-37,8.15329327209273e-44,2.569218049216034e-38,5.217600105263958e-52,1.423734106378721e-57,9.170895989004344e-49,1.3216200281047946e-51,6.420395767715515e-58,2.7300602562619564e-66,1.1762257066599063e-69,1.8195057148772903e-62,1.940158433685593e-61,8.779631522978567e-53,2.9189900209631083e-59,2.6196553384227246e-66,1.0916144179505445e-60,2.1776625499191127e-63,2.5788001503634903e-24,5.810340097571491e-67,4.2996051567464205e-64,4.1963162085601276e-55,7.584052526429939e-63,2.466369317543167e-55,3.445326065428966e-59,2.0136393628333794e-65,5.1013738791413105e-23,1.0805083451419316e-51,4.858835733010201e-46,7.688368059494766e-39,1.0355761354352244e-55,4.7280939797889534e-48
9.999999999999999e-11,0.11224537200155851,0.0,0.0,0.0,0.0,0.329999999939701,0.6699999999524607,6.024125652710986e-11,4.748169636763132e-11,5.774551453729592e-14,1.2817289662185863e-11,1.827874506564615e-22,8.943509043650577e-18,4.741069245953107e-18,2.133464563303088e-21,2.0560956697888536e-23,5.173218406488803e-18,8.738966168602841e-18,1.3612514905768976e-25,1.3068022130004328e-28,7.410346951697554e-37,3.8438411208308306e-33,7.175898630130034e-21,9.31327887323125e-19,1.5269429535779513e-33,1.304158719239758e-36,2.1669423874121287e-43,6.828392118608025e-38,2.1888642456290416e-51,9.056338907760736e-57,2.9378465784141003e-48,5.02592028727811e-51,2.5498707739838017e-57,1.6801417044052594e-65,6.259618125794908e-69,9.195082929233598e-62,9.804880733888521e-61,4.112082645167722e-52,1.3838174389858472e-58,1.645921666214258e-65,7.135515104821902e-60,1.3372536427512965e-62,3.929942957401325e-24,3.798026207730351e-66,1.9717583405998736e-63,2.066525863195499e-54,4.272097603682263e-62,1.2133820651782473e-54,1.9083040798981522e-58,1.1263614464099493e-64,8.989019023160329e-23,4.66907278958739e-51,1.9382444615297356e-45,2.596700465078418e-38,4.81880107890824e-55,1.8860873667465378e-47
1.0915599352891308e-10,0.11224537200155851,0.0,0.0,0.0,0.0,0.32999999993418005,0.669999999948065,6.575170109558361e-11,5.1866852899846946e-11,6.827344536850884e-14,1.3953103095229787e-11,2.1611301710422e-22,1.1103422772192924e-17,6.098840511151446e-18,2.8549825643814904e-21,2.659478133469381e-23,6.255204085308001e-18,1.0415106209466305e-17,1.890583973867611e-25,1.9447102821046663e-28,1.1027792781655695e-36,6.078711791002524e-33,9.17154527611733e-21,1.1952825592334426e-18,2.130623849709004e-33,1.94875759846387e-36,3.2250271113655033e-43,1.0162616316658094e-37,3.7619928293122384e-51,1.7026581636920043e-56,4.662373184399269e-48,8.401661264797629e-51,4.312781907371045e-57,3.1420172438135666e-65,1.1372579502312726e-68,1.6516344924553475e-61,1.7611697962270297e-60,7.261170913998367e-52,2.4503141463828396e-58,3.0908211959649307e-65,1.3480864428200209e-59,2.4970623499641626e-62,4.681994121663338e-24,7.175471239140926e-66,3.465624001625382e-63,3.692704950853802e-54,7.853406327016246e-62,2.167713055660535e-54,3.4951137003698914e-58,2.066904530509616e-64,1.1347722292096934e-22,8.082218668804004e-51,3.286534750123542e-45,4.194707471010037e-38,8.503661611087533e-55,3.1980946764461244e-47
1.3732538078070154e-10,0.11224537200194225,0.0,0.0,0.0,0.0,0.3299999999171942,0.6699999999344978,8.270030019169515e-11,6.539692540052224e-11,1.0553214331805283e-13,1.7408880135307808e-11,3.3405353600326374e-22,1.9726789492199787e-17,1.1820218653827329e-17,6.196417348480183e-21,5.238772862937275e-23,1.0341318413259705e-17,1.6500706691544812e-17,4.501734730522328e-25,5.578505877924488e-28,3.163468245624399e-36,2.0601191665678627e-32,1.7425199433739417e-20,2.3001048610045463e-18,5.141468938782213e-33,5.654768338183452e-36,9.253237581845283e-43,2.9158717911615754e-37,1.5758677251295927e-50,9.514203123543212e-56,1.5957882078325575e-47,3.333731753901421e-50,1.7657027065390696e-56,1.703357217465127e-64,5.415238049507429e-68,8.155846054455786e-61,8.696774002921836e-60,3.3983650175899846e-51,1.1562345915922487e-57,1.753013652693789e-64,7.593659573683224e-59,1.3708322212732389e-61,7.409363484878426e-24,4.041884906626888e-65,1.5754422002377591e-62,1.7711930483575792e-53,4.172470691635061e-61,1.0387970331911114e-53,1.8493949587522528e-57,1.1034055099865229e-63,2.076981020893848e-22,3.358802396555313e-50,1.3508583312987096e-44,1.4859739636011321e-37,3.6482560142239294e-54,1.3145048637842957e-46
1.6549476803249e-10,0.11224537200231871,0.0,0.0,0.0,0.0,0.32999999990020834,0.6699999999208658,9.96419893673986e-11,7.898458780430697e-11,1.4969894316115197e-13,2.080706521740809e-11,4.738615836076953e-22,3.1718690886163233e-17,2.0261508152474547e-17,1.1769116588247e-20,9.122164300486407e-23,1.5649409562999073e-17,2.3992704332427256e-17,9.167673146073355e-25,1.3277021725568523e-27,7.529300675703565e-36,5.642127932637176e-32,2.927879648336471e-20,3.914423152681567e-18,1.0600915824415736e-32,1.3597828953538312e-35,2.2026482481182715e-42,6.940993893555276e-37,5.133519704131813e-50,4.0302004569063874e-55,4.408301492286483e-47,1.0444676171098463e-49,5.666782718441799e-56,6.99542583293996e-64,2.0624342733447655e-67,3.074056814164994e-60,3.277951860980377e-59,1.2239612423786913e-50,4.191652450327371e-57,7.57782047808448e-64,3.226202432629455e-58,5.6588291696812845e-61,1.0761429849372675e-23,1.7172145747799915e-64,5.513087674404411e-62,6.475305308015121e-53,1.671861565155457e-60,3.7942397107035595e-53,7.442574983770194e-57,4.463874201742925e-63,3.365303062954064e-22,1.1193944688848198e-49,4.332910204381833e-44,4.195377624193697e-37,1.245298591396346e-53,4.2162986628368384e-46
2.218335425360669e-10,0.1122453720030506,0.0,0.0,0.0,0.0,0.3299999998662366,0.6699999998934143,1.3350654924920892e-10,1.0632884585019827e-10,2.5684359961383717e-13,2.7434496007692563e-11,8.130238942835206e-22,6.747312169566738e-17,4.701952707029119e-17,3.3155178050919963e-20,2.1880924706884034e-22,3.02757972792972e-17,4.321802546875231e-17,2.868269134504045e-24,5.683334619353525e-27,3.2230762919121475e-35,3.3857358773950846e-31,6.511473179010104e-20,8.942803427122643e-18,3.41590672979871e-32,5.98874101090474e-35,9.430989447541397e-42,2.971916860768149e-36,4.603356948128204e-49,6.412082124997153e-54,2.720080226345238e-46,9.336833712194824e-49,5.375263182422832e-55,1.4664999759417792e-62,2.685414070595148e-66,4.891183935048565e-59,5.2156593133981424e-58,1.6763746880139369e-49,5.849944961272225e-56,2.13367358761946e-62,5.590477133982257e-57,8.446177766571362e-60,1.934189985713759e-23,2.975653523808486e-63,6.544175253527403e-61,8.991900992884924e-52,3.372044598753246e-59,5.239992502589627e-52,1.6564234897408734e-55,9.678618510997325e-62,6.977766553112416e-22,9.506512314341941e-49,3.878475822219868e-43,2.541391268065131e-36,1.0622597821520941e-52,3.7740567198910906e-45
2.725384395892861e-10,0.11224537200368613,0.0,0.0,0.0,0.0,0.3299999998356621,0.6699999998685017,1.6396573365536464e-10,1.3112607583652352e-10,3.721822341861004e-13,3.321177902191721e-11,1.1781244669460055e-21,1.1527748561878733e-16,8.463847346970205e-17,6.90764006423906e-20,4.0523808265813896e-22,4.8467627991209576e-17,6.538573347790295e-17,6.3567434827863205e-24,1.5418797797756116e-26,8.744289512176493e-35,1.1149116815343334e-30,1.1289425600993506e-19,1.5874699362328128e-17,7.750368206852252e-32,1.6578205058237733e-34,2.558933673014721e-41,8.063802112032094e-36,1.8590609337278015e-48,3.4538642942397405e-53,9.110310431328456e-46,3.74517957472764e-48,2.2042060793986796e-54,8.281017678400494e-62,1.3302715188905866e-65,2.417856597238739e-58,2.57826183959356e-57,7.914578368820565e-49,2.7774120488309577e-55,1.3170510181079602e-61,3.054285692978233e-56,4.489413244175911e-59,2.920640410568157e-23,1.6257106293830476e-62,2.987046915967757e-60,4.299241906352924e-51,1.8119597148007133e-58,2.4993954612831586e-51,9.165683703252832e-55,5.3505392150088145e-61,1.1414549066520873e-21,3.86733286583625e-48,1.5429545523089023e-42,8.397104576766262e-36,4.309495732654314e-52,1.501406390466742e-44
3.2324333664250533e-10,0.11224537200430068,0.0,0.0,0.0,0.0,0.32999999980508754,0.6699999998434014,1.94409383632667e-10,1.5609533479146592e-10,5.030423956422378e-13,3.881702654772533e-11,1.5923582805363259e-21,1.7996782011012522e-16,1.3726252294240545e-16,1.2726432118986819e-19,6.755974522608897e-22,7.185476280190004e-17,9.219387998465368e-17,1.2249608489809827e-23,3.510109938130763e-26,1.990670097961933e-34,2.979475597054694e-30,1.7644633183596573e-19,2.5389500263736094e-17,1.5275568769276929e-31,3.8473235205555256e-34,5.825947326778839e-41,1.835897244600716e-35,5.847217008541473e-48,1.387734193458374e-52,2.4745101532972897e-45,1.1844918499999157e-47,7.084414377717452e-54,3.4057314516860464e-61,4.7269467332470435e-65,9.087923032049368e-58,9.690854485652301e-57,2.869320420569142e-48,1.0111293887303355e-54,5.8549258165093893e-61,1.2089933595987604e-55,1.7248160915893773e-58,4.1103796970709203e-23,6.435134097115171e-62,1.0516395393421049e-59,1.5718933565345673e-50,7.347111910470183e-58,9.114771450668285e-51,3.8465482354627975e-54,2.2364148129797593e-60,1.6909834730741288e-21,1.1908345725921832e-47,4.8188708100854974e-42,2.2447504868621287e-35,1.3220719907201666e-51,4.689083523354468e-44
3.7394823369572455e-10,0.11224537200489487,0.0,0.0,0.0,0.0,0.3299999997745129,0.6699999998181208,2.248395007066073e-10,1.8123147294006564e-10,6.474205201813839e-13,4.425538843808989e-11,2.0493830735183897e-21,2.632904924961789e-16,2.067459427993999e-16,2.1472047427775085e-19,1.0453946171354884e-21,1.0080017030315646e-16,1.2367191178742118e-16,2.1389740202478798e-23,7.065234329701254e-26,4.006899731441465e-34,6.869061820267179e-30,2.5623981483493434e-19,3.771424932138532e-17,2.726183436192121e-31,7.887590093914175e-34,1.1727344082966502e-40,3.6955765535435004e-35,1.5612024314295453e-47,4.6258333959766585e-52,5.792720465660685e-45,3.149618656895604e-47,1.9062581732334976e-53,1.1563891042039614e-60,1.4724232695979712e-64,2.774907720558781e-57,2.959011559725937e-56,8.529302843357175e-48,3.0147565481231916e-54,2.1317636446610722e-60,4.005144425840152e-55,5.631991829894189e-58,5.503764800883882e-23,2.131826809196478e-61,3.083011033181825e-59,4.730687216833154e-50,2.39583754947002e-57,2.736676936398161e-50,1.2887228612599229e-53,7.484526927840043e-60,2.33713345696612e-21,3.210882852390793e-47,1.2666427161364243e-41,5.187692343970702e-35,3.551508382648911e-51,1.2325220000550833e-43
4.2465313074894376e-10,0.11224537200546958,0.0,0.0,0.0,0.0,0.3299999997439383,0.6699999997926663,2.5525782126782356e-10,2.0652949554620058e-10,8.035784541074918e-13,4.95318595184014e-11,2.543696737436508e-21,3.667618805421963e-16,2.947237703540458e-16,3.3911994516276963e-19,1.5301292640083568e-21,1.3561989931226501e-16,1.598483069444652e-16,3.4715251037881705e-23,1.2989552493151642e-25,7.366796110660244e-34,1.4223525446036433e-29,3.523179911120475e-19,5.3019874348763473e-17,4.519935990451233e-31,1.4762783082134342e-33,2.156195893754233e-40,6.794715894567499e-35,3.6905320070553793e-47,1.3315626100410341e-51,1.2172775699649673e-44,7.396394306031931e-47,4.518252435022597e-53,3.387261798561434e-60,3.983391399764338e-64,7.327672162372718e-57,7.813842935683912e-56,2.204912550473667e-47,7.811739873098074e-54,6.653618417788038e-60,1.1451644959908918e-54,1.5889885321133073e-57,7.10116593862907e-23,6.095392269980042e-61,7.917304649859445e-59,1.240587602650242e-49,6.717083093275012e-57,7.160577310062099e-50,3.694723991611767e-53,2.1433025864478005e-59,3.069838997804171e-21,7.640339015282248e-47,2.942503203677566e-41,1.0771388165548678e-34,8.440878780624028e-51,2.863225209147059e-43
4.753580278021629e-10,0.11224537200602555,0.0,0.0,0.0,0.0,0.3299999997133637,0.6699999997670449,2.8566585543824375e-10,2.3198455620532076e-10,9.700045472456666e-13,5.4651286291006456e-11,3.070514158506869e-21,4.917019829014548e-16,4.026427199149215e-16,5.087150586797279e-19,2.1452978637008493e-21,1.7658990714864637e-16,2.0075061559178474e-16,5.324677470856916e-23,2.227393243813306e-25,1.2632327899791758e-33,2.7131268656834355e-29,4.644148820575904e-19,7.143058394442747e-17,7.079582375082289e-31,2.5762239510357668e-33,3.697494639346829e-40,1.1651747908057393e-34,7.938977161523451e-47,3.4143665167633197e-51,2.3556449096761386e-44,1.5810292108705532e-46,9.731068849614072e-53,8.844534001945663e-60,9.638779670805951e-64,1.7361890596406576e-56,1.851382231473533e-55,5.133146879920251e-47,1.8220778999240302e-53,1.8428873498884103e-59,2.91194645874452e-54,3.9904817023916325e-57,8.902964827231446e-23,1.5499483022289735e-60,1.838197240276392e-58,2.9318797325629877e-49,1.6825253724918042e-56,1.6885102328502227e-49,9.43661701017377e-53,5.466455458529934e-59,3.879333641507539e-21,1.6458903423961054e-46,6.223763167434958e-41,2.059270106897712e-34,1.814925563683891e-50,6.0560533266591975e-43
5.767678219086014e-10,0.11224537200708373,0.0,0.0,0.0,0.0,0.3299999996522145,0.6699999997153233,3.4645624986570253e-10,2.833470750403193e-10,1.3284707259936129e-12,6.44377239718379e-11,4.205229842287752e-21,8.10525492061879e-16,6.833711761494125e-16,1.0186686277676138e-18,3.828893150471714e-21,2.7793273645327803e-16,2.968389959466631e-16,1.1032582964050366e-22,5.596833325294903e-25,3.1741824523735876e-33,8.21006170088795e-29,7.347189789753876e-19,1.1789508471215375e-16,1.5280193541626784e-30,6.699904374879788e-33,9.291327242052826e-40,2.927938404631793e-34,2.9807208063319664e-46,1.7524597920759502e-50,7.334940879510482e-44,5.871351040014852e-46,3.6564393673513596e-52,4.74591828890388e-59,4.4856248605333134e-63,7.719316379705472e-56,8.231492724951147e-55,2.218016459990271e-46,7.8969613158525635e-53,1.1109647604755931e-58,1.464391973298869e-53,1.9624822928019867e-56,1.312132643989898e-22,7.79455345824014e-60,7.959538998546997e-58,1.3074836563666861e-48,8.312993851304322e-56,7.494946886726753e-49,4.835005669863841e-52,2.791746476037923e-58,5.693618957750141e-21,6.1712732612319645e-46,2.260807813035161e-40,6.249235659739479e-34,6.769064633080769e-50,2.1998666438932062e-42
6.680366366043959e-10,0.1122453720079784,0.0,0.0,0.0,0.0,0.32999999959718024,0.6699999996682592,4.011440016866072e-10,3.300646457643667e-10,1.6746194722176699e-12,7.275419380438512e-11,5.3009553628646055e-21,1.1810279705723014e-15,1.0157279383007528e-15,1.7240414424895636e-18,5.9455556944995986e-21,3.9230901059068257e-16,3.9973972933099385e-16,1.910616083561789e-22,1.1243491655115723e-24,6.376651366373413e-33,1.9031428895232976e-28,1.0265247773011335e-18,1.7087642714513517e-16,2.7425242719282183e-30,1.3870938743813708e-32,1.8666058362761694e-39,5.88216527445032e-34,8.131996466587684e-46,5.981819325413284e-50,1.7430414919025714e-43,1.5961555695488694e-45,1.0017401095651291e-51,1.682635195534245e-58,1.4244787545928003e-62,2.393071901854684e-55,2.5518547459970877e-54,6.746025415889672e-46,2.4066012952630727e-52,4.290387884555329e-58,4.892655824100462e-53,6.464401302371272e-56,1.7620904863737692e-22,2.604225644573232e-59,2.431293301757933e-57,4.075387860833337e-48,2.7900912226206505e-55,2.3266331032881238e-48,1.671605725088984e-51,9.624306713476498e-58,7.507198327504647e-21,1.669605459723367e-45,6.02286873117464e-40,1.4491639164588619e-33,1.819891267598464e-49,5.860471219446416e-42
7.593054513001905e-10,0.11224537200882168,0.0,0.0,0.0,0.0,0.32999999954214587,0.6699999996207376,4.558142892230076e-10,3.772220283578277e-10,2.0381575661744414e-12,8.063083322318934e-11,6.451726692929549e-21,1.6349955724411699e-15,1.4287498249642646e-15,2.7235057809125046e-18,8.725564632509853e-21,5.295493247387511e-16,5.183410452282915e-16,3.073692598315611e-22,2.0614413884414773e-24,1.1691331178837113e-32,3.9553580448302307e-28,1.3590865421596295e-18,2.3437266337699655e-16,4.56853018705085e-30,2.618539038274088e-32,3.422430920093936e-39,1.0784986828043253e-33,1.9432918873454388e-45,1.7214690422710722e-49,3.709529720286642e-43,3.8130395774962683e-45,2.4071914168423074e-51,4.984383351864118e-58,3.856109097407988e-62,6.3644873316276635e-55,6.786782998214114e-54,1.768173085306692e-45,6.3172766421585105e-52,1.3597551453802432e-57,1.3817548162210546e-52,1.8087809971541224e-55,2.2789061271504403e-22,7.3546999827054975e-59,6.40511009759405e-57,1.090197822099715e-47,7.918465548477643e-55,6.200314733215152e-48,4.873197361837209e-51,2.7993972399932273e-57,9.454581533014952e-21,3.964018507317473e-45,1.410278358742512e-39,3.0088895008811267e-33,4.289054595064528e-49,1.3722413248962606e-41
