Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209)
1.5924760327242838e-11,0.1122453720002347,0.0,0.0,0.0,0.0,0.32999999999039753,0.669999999992488,9.60083214397473e-12,7.510160274724406e-12,1.6391246594720208e-15,2.092310451894173e-12,5.187898528878506e-24,1.332093940520048e-19,2.2540491843741905e-20,5.892113354130489e-24,8.565639226792952e-26,1.15214041296108e-19,2.2920872430146753e-19,1.1179254768916323e-28,1.8716310619921205e-32,1.060458910641797e-40,9.617176552848264e-38,3.6525284650311343e-23,4.5364557105748814e-21,1.071032118547074e-36,1.5629315256404918e-40,3.0828800084118823e-47,9.713008780298335e-42,6.367611119216527e-57,2.2744854024233112e-63,6.069578341707242e-53,1.792843658392826e-56,4.20031327844612e-63,1.371807514014185e-72,2.91293007877106e-75,9.715004866560349e-75,1.0357198986776278e-73,2.4909143397104695e-74,6.47217177984433e-81,6.485733533573286e-73,6.363956260669142e-67,3.90532015243023e-69,1.034527535246054e-25,3.387280665345428e-73,2.9721723493264967e-69,1.0092483048846165e-60
2.2294802696906676e-11,0.11224537200032784,0.0,0.0,0.0,0.0,0.32999999998655644,0.6699999999894772,1.3440409593333181e-11,1.0519678429484203e-11,3.133626053991271e-15,2.9238637663224042e-12,9.918499075302472e-24,2.7212529355934446e-19,5.924923872726226e-20,1.6394646617076015e-23,2.3435021704294612e-25,2.2483799046624935e-19,4.409160079664022e-19,4.0790389552729e-28,9.644826134093497e-32,5.466301002518173e-40,7.1587956838818645e-37,9.546704085668667e-23,1.1900271757348977e-20,4.1190946153170795e-36,8.573967299742114e-40,1.5924128084290813e-46,5.017397487753655e-41,8.627536626274536e-56,5.067365354757891e-62,4.8468936856172574e-52,2.136515199550736e-55,6.437664146728781e-62,4.710131511988826e-71,6.0154920498184376e-74,3.0307645901266013e-73,3.2314200787548613e-72,1.243828490281505e-72,3.802696458916391e-79,1.2294296950009385e-71,1.8792024068358325e-65,7.517958673246827e-68,1.9894960357399116e-25,1.0002348802771824e-71,4.5212800588447525e-68,2.1905659609047827e-59
3.5034887436234354e-11,0.11224537200051296,0.0,0.0,0.0,0.0,0.3299999999788743,0.6699999999834442,2.111813699556056e-11,1.6548145723289095e-11,7.550224606230238e-15,4.577539096296987e-12,2.38988509679878e-23,7.463614445329346e-19,2.267784121521911e-19,7.070024962656906e-23,9.305228208902347e-25,5.654997812232725e-19,1.0765018087206891e-18,2.5612589292310572e-27,1.032398143259905e-30,5.8529154124814835e-39,1.3567718377316822e-35,3.6075134912269916e-22,4.534219224804453e-20,2.718014669774311e-35,9.75321147015107e-39,1.7085873439373898e-45,5.383767456809874e-40,2.884826663020197e-54,3.028223761144585e-60,9.844260614837525e-51,7.995978094796405e-54,3.232923741116573e-60,5.403044297659891e-69,3.5620498304994673e-72,2.8351456084720992e-71,3.023059571603676e-70,2.1898209859656587e-70,7.621730425674917e-77,6.064986816973721e-70,1.611540855766968e-63,4.2625588651653476e-66,4.854404915629513e-25,8.577733953922021e-70,1.8654893250328253e-66,1.4034177337952557e-57
4.777497217556203e-11,0.11224537200069647,0.0,0.0,0.0,0.0,0.32999999997119217,0.6699999999773971,2.879400349413317e-11,2.2589132910356392e-11,1.3827813959502698e-14,6.218694112844212e-12,4.377029492172814e-23,1.521001313078501e-18,5.582217950036103e-19,1.8978778557377928e-22,2.3292768909648056e-24,1.0760680715168568e-18,1.9956056695544854e-18,8.287741450479167e-27,4.28535592315632e-30,2.429692512349743e-38,7.040641261960157e-35,8.789274186444133e-22,1.112063143182614e-19,8.959791195254768e-35,4.1255055343581946e-38,7.097391757185445e-45,2.2364345071629607e-39,1.850518722869305e-53,2.5052589267063965e-59,5.200100714707339e-50,5.141229041841296e-53,2.2282047769114855e-59,4.771411994979e-68,2.7098847950734556e-71,2.3726520808804672e-70,2.529939412547954e-69,2.1099496175651363e-69,7.483324973487251e-76,4.712648981085424e-69,1.4394471027974738e-62,3.5238631236418147e-65,8.993987032605976e-25,7.661739309277558e-69,1.289950072531393e-65,1.0691852380030317e-56
7.325514165421737e-11,0.11224537200105873,0.0,0.0,0.0,0.0,0.3299999999558279,0.66999999996526,4.414047125044471e-11,3.470816900804514e-11,3.164817012000826e-14,9.463941160572012e-12,1.0018045763889654e-22,4.245814378295756e-18,1.988278682550797e-18,8.113804130599528e-22,8.51108857812813e-24,2.663300390457182e-18,4.68692840907522e-18,4.658227980850458e-26,3.874047525664512e-29,2.196757145307003e-37,1.0439719904564677e-33,3.055207964387904e-21,3.9266746456976364e-19,5.1793846648185205e-34,3.846435518626959e-37,6.422554034613524e-44,2.0238409823629987e-38,4.791701601861136e-52,1.3548732508421056e-57,7.966330512656594e-49,1.3192355975540663e-51,6.659949112453477e-58,3.6937358145704263e-66,1.2365996382098224e-69,1.4280989900012615e-68,1.522810265505438e-67,2.2029001816807804e-67,8.262225444909381e-74,1.9472391122029644e-67,9.918622186143754e-61,1.9036786888676916e-63,2.1098207317190654e-24,5.279394400774936e-67,4.3482288524880015e-64,4.7142636657721235e-55
9.478358592984802e-11,0.11224537200135995,0.0,0.0,0.0,0.0,0.32999999994284646,0.6699999999549622,5.7101579348421304e-11,4.498585595148416e-11,5.197702254789005e-14,1.2167685929511638e-11,1.6453164844354942e-22,7.942782811630966e-18,4.16818697541558e-18,1.8871728991772996e-21,1.8098009090387926e-23,4.628316006150842e-18,7.849251381331703e-18,1.211435976211203e-25,1.2142061373325601e-28,6.8853222358868e-37,3.828134136035767e-33,6.30353182399425e-21,8.185044217439589e-19,1.3635500822092865e-33,1.2183011751324294e-36,2.0135195338615574e-43,6.344941413566523e-38,2.1971376975582682e-51,8.544871496104619e-57,2.9463373496056156e-48,5.534165624243042e-51,2.871553823210404e-57,2.1442339767030388e-65,6.859497037164107e-69,8.16788926382174e-68,8.709603890535744e-67,1.3320454464884916e-66,5.0138217004413486e-73,1.0983304982990479e-66,6.45002543255699e-60,1.2153073629099466e-62,3.5301653621537435e-24,3.433161706740356e-66,2.1091888783523216e-63,2.360259225436178e-54
9.999999999999999e-11,0.11224537200165667,0.0,0.0,0.0,0.0,0.329999999939701,0.6699999999524611,6.024141961792871e-11,4.7481360826372125e-11,5.758226896136727e-14,1.2817625206324217e-11,1.8227515236141336e-22,9.071931739924553e-18,4.871844321467258e-18,2.2663564692419673e-21,2.1231828858379444e-23,5.198926452238479e-18,8.73841140902584e-18,1.4924641989754032e-25,1.5776096374512273e-28,8.946128256446054e-37,5.252237337868751e-33,7.33545388581628e-21,9.551718327045102e-19,1.685789258206577e-33,1.588490062147924e-36,2.6163355210560756e-43,8.244531933964367e-38,3.1768520316281654e-51,1.3399019467091278e-56,4.056411153681596e-48,8.060940478176084e-51,4.2339433633411555e-57,3.4135507673650493e-65,1.0162338662821444e-68,1.2470481190344743e-67,1.3297585887253155e-66,2.1844901069783749e-66,8.264183171332564e-73,1.675048529429567e-66,1.0146687144507333e-59,1.8620098735472363e-62,3.9291736876757e-24,5.400788927417522e-66,3.161601914627909e-63,3.632936740562155e-54
1.1631203020547867e-10,0.11224537200165667,0.0,0.0,0.0,0.0,0.329999999929865,0.6699999999446252,7.005817215680153e-11,5.529800601399524e-11,7.682059443624859e-14,1.4836966377850152e-11,2.4317448859803655e-22,1.3190249958851412e-17,7.513875759099648e-18,3.750406172943181e-21,3.3072560503547607e-23,7.221079886055179e-18,1.1828270502890898e-17,2.623885711607387e-25,3.124456262273199e-28,1.7718121317674674e-36,1.1592069718493724e-32,1.1178637924950906e-20,1.4668271308984149e-18,2.988823457919864e-33,3.169453084639493e-36,5.182400188610957e-43,1.6330713275288254e-37,7.658748866067515e-51,3.6411547165355744e-56,9.010761617853726e-48,1.9751832560421408e-50,1.0578348765609703e-56,9.495323142825086e-65,2.5374772334604273e-68,3.264450187466055e-67,3.4809773180923863e-66,6.317787491748929e-66,2.405581487001324e-72,4.3790413201986287e-66,2.7682395035438245e-59,4.887006826289192e-62,5.3149715997982304e-24,1.4734545406122108e-65,8.080418161846041e-63,9.664164469906892e-54
1.3784047448110933e-10,0.11224537200194921,0.0,0.0,0.0,0.0,0.32999999991688356,0.66999999993425,8.30104847860459e-11,6.564421236856429e-11,1.0594353399970674e-13,1.747218933332081e-11,3.3536395613149083e-22,2.019276349091555e-17,1.2232866169335904e-17,6.659110528543442e-21,5.453487391902793e-23,1.0483773246917507e-17,1.6626328581593712e-17,4.971226792555843e-25,6.810259124599896e-28,3.862022225782545e-36,2.877209627609056e-32,1.7912533629165034e-20,2.3743851518104374e-18,5.7235486213992e-33,6.973577801141507e-36,1.1297565472646602e-42,3.560088322850374e-37,2.2335453634758164e-50,1.3677342427023627e-55,2.2549236754972813e-47,5.575053568501248e-50,3.0522689072137255e-56,3.4768860226649014e-64,8.728980168800663e-68,1.148331242565697e-66,1.2245007001908419e-65,2.409909137158669e-65,9.219280355786292e-72,1.4897141221391586e-65,1.0565916179977924e-58,1.8355357266340225e-61,7.46444403797409e-24,5.6239350853638755e-65,2.519631847570196e-62,3.119200280790048e-53
1.5936891875673998e-10,0.11224537200223751,0.0,0.0,0.0,0.0,0.3299999999039021,0.6699999999238369,9.595875883003488e-11,7.602403909758593e-11,1.3910399953613741e-13,2.0073790715054838e-11,4.40334484803283e-22,2.9160579937011826e-17,1.853936796449693e-17,1.0926804012385215e-20,8.367733313816766e-23,1.4459785126835574e-17,2.2245936266216197e-17,8.590201576978552e-25,1.3286449434388627e-27,7.534701988845487e-36,6.280955714937927e-32,2.672412881745171e-20,3.578009658019878e-18,9.991118166648997e-33,1.3724587302429774e-35,2.2043438688600902e-42,6.946348067033045e-37,5.637475971779339e-50,4.3141292349480704e-55,4.95949355200914e-47,1.3601888924749207e-49,7.57697536032633e-56,1.0716148386907031e-63,2.5102861190283092e-67,3.398610195992674e-66,3.6240493496105306e-65,7.719524050289317e-65,2.9656969403770525e-71,4.295995669440514e-65,3.367061688542478e-58,5.719702119122494e-61,9.978811952493879e-24,1.792190997005493e-64,6.751067396924686e-62,8.60454211957966e-53
2.0242580730800128e-10,0.11224537200280175,0.0,0.0,0.0,0.0,0.3299999998779392,0.6699999999029,1.2184397300501641e-10,9.688305186322566e-11,2.167548645832514e-13,2.5177630581985088e-11,6.861412132999399e-22,5.367287800125153e-17,3.661299827703507e-17,2.4804149132126596e-20,1.6918089907961974e-22,2.469240225948957e-17,3.595844827830261e-17,2.105103619625736e-24,3.9817174536987704e-27,2.2580630700102073e-35,2.2736200752356983e-31,5.119541360622761e-20,6.987934314570436e-18,2.4955264441579853e-32,4.1806905707345114e-35,6.607091420226731e-42,2.0820413028230853e-36,2.690652947352106e-49,3.106208944237319e-54,1.8204642882859093e-46,5.959726989079782e-49,3.4086364797190115e-55,7.440895752504772e-63,1.5438272093872777e-66,2.1950250297935422e-65,2.3406349364582253e-64,5.753202195573457e-64,2.2256775202231827e-70,2.6031950259299927e-64,2.471010867724376e-57,4.019242931868298e-60,1.61030738736949e-23,1.3152491309207676e-63,3.586874219327073e-61,4.792061131653144e-52
2.4117700700413644e-10,0.11224537200329575,0.0,0.0,0.0,0.0,0.3299999998545726,0.6699999998839344,1.451289578683898e-10,1.1576701897069582e-10,2.983427592220244e-13,2.966022676988898e-11,9.444111077427268e-22,8.42875403410253e-17,6.01916244068589e-17,4.558222341264388e-20,2.8394671467576907e-22,3.671997443141347e-17,5.113315327787668e-17,4.070558180904332e-24,8.95343927406923e-27,5.077627715678374e-35,5.882759910084702e-31,8.190121068041991e-20,1.1373165162779529e-17,4.905641740921305e-32,9.530988798388602e-35,1.4858447384843017e-41,4.682239289888259e-36,8.367813170978941e-49,1.2544286078440113e-53,4.764316018286534e-46,1.775335303631383e-48,1.032688777360992e-54,2.9810998548974155e-62,5.529305459321438e-66,8.175697112376118e-65,8.71806528866009e-64,2.4265445770473217e-63,9.438159497818102e-70,9.397478280574801e-64,9.99768653967455e-57,1.5763027130112333e-59,2.286519988196061e-23,5.321486782179176e-63,1.2176258886967265e-60,1.6864195066952132e-51
2.799282067002716e-10,0.11224537200377716,0.0,0.0,0.0,0.0,0.32999999983120604,0.6699999998648566,1.6840406595515426e-10,1.3475340375201616e-10,3.8980071420977483e-13,3.404040144986076e-11,1.2339253447867333e-21,1.2406421958015718e-16,9.179657989067753e-17,7.693555211330385e-20,4.419960317940914e-22,5.16365863049112e-17,6.900712681303411e-17,7.151029042157397e-24,1.7925978377111962e-26,1.0166181171404758e-34,1.3279952036916735e-30,1.2153567663560669e-19,1.716949631799013e-17,8.757324892461725e-32,1.933299564052027e-34,2.975084168827209e-41,9.37519472195288e-36,2.1805953459980625e-48,4.0491838536965523e-53,1.0868900867050199e-45,4.5144085036670006e-48,2.659629730108781e-54,9.405126498053622e-62,1.5581332779170083e-65,2.398909424753987e-64,2.5580573800214856e-63,7.987380344927202e-63,3.12043209390029e-69,2.7595904355657384e-63,3.1870013087099845e-56,4.90229558251925e-59,3.0813401495588336e-23,1.696351290047874e-62,3.425431203505854e-60,4.8807183194625984e-51
3.186794063964068e-10,0.11224537200424632,0.0,0.0,0.0,0.0,0.32999999980783945,0.6699999998456696,1.916703021135429e-10,1.5383981289569829e-10,4.901228560962009e-13,3.8320547964618276e-11,1.5514997640943343e-21,1.7387916573214558e-16,1.3234909267082538e-16,1.2180411370741407e-19,6.503791007713062e-22,6.962403817692216e-17,8.959408245627347e-17,1.169551639382457e-23,3.298175849928287e-26,1.8704752935515327e-34,2.7250891470910274e-30,1.7047386189718354e-19,2.450046360463196e-17,1.45536261507755e-31,3.6036884213776737e-34,5.474145354724791e-41,1.7250355664648393e-35,5.095654920372173e-48,1.1532954641287597e-52,2.25383259097671e-45,1.0339715507168133e-47,6.156803902834265e-54,2.6401798653812877e-61,4.1262042184190245e-65,6.408558903645413e-64,6.833717880531819e-63,2.31435678790878e-62,9.067896281306444e-69,7.18152826896133e-63,9.006967163696261e-56,1.3635737584207298e-58,3.994925367321944e-23,4.7941562190587155e-62,8.591663873277376e-60,1.2534833470045353e-50
3.5743060609254194e-10,0.11224537200470364,0.0,0.0,0.0,0.0,0.32999999978447286,0.6699999998263774,2.1492854166442632e-10,1.7302394969812243e-10,5.984329730309835e-13,4.2502963053817766e-11,1.8943606578792247e-21,2.3449624118537454e-16,1.8266240740605266e-16,1.8337413401583205e-19,9.160364382307446e-22,9.084116750099173e-17,1.1290714875104743e-16,1.8088485742744485e-23,5.682131765342422e-26,3.2224937344051927e-34,5.195697501690968e-30,2.2887992341138206e-19,3.3463073559822227e-17,2.2873972794748737e-31,6.290920844464097e-34,9.431379109402823e-41,2.9720594688841026e-35,1.0970266934708314e-47,2.977485801161408e-52,4.343250054664905e-45,2.1875706409780338e-47,1.314619323231656e-53,6.810266137159013e-61,9.887729166196324e-65,1.5757675877515682e-63,1.6803103609096787e-62,6.151613812022211e-62,2.4164484949200167e-68,1.7025163438557046e-62,2.3159213608025898e-55,3.441237527010433e-58,5.027436430780439e-23,1.2327002064748905e-61,1.9789069196226595e-59,2.9490363077961535e-50
3.961818057886771e-10,0.1122453720051494,0.0,0.0,0.0,0.0,0.3299999997611063,0.6699999998069821,2.381795707123887e-10,1.9230357927027729e-10,7.139441619840228e-13,4.6589881645853956e-11,2.2600170314568794e-21,3.066018823395913e-16,2.434754662415676e-16,2.650339832912823e-19,1.2458745866599125e-21,1.15431000034347e-16,1.3895907289359583e-16,2.6743382209448845e-23,9.278227015083356e-26,5.261964863474645e-34,9.324016896184467e-30,2.967876592179425e-19,4.4135966204743007e-17,3.4368340799983708e-31,1.0410037715045731e-33,1.5400919336676359e-40,4.853213615795879e-35,2.202566243962942e-47,7.048415913523572e-52,7.878988571973322e-45,4.3327122762292457e-47,2.62456404722848e-53,1.6261089157029607e-60,2.2011229028590396e-64,3.572465955904261e-63,3.809481863497159e-62,1.5129085027622435e-61,5.9579251804811806e-68,3.721931379874282e-62,5.4589258854584745e-55,7.975939267732502e-58,6.179037647854892e-23,2.9056340077751093e-61,4.2432644754885655e-59,6.446689239371101e-50
4.349330054848123e-10,0.11224537200558396,0.0,0.0,0.0,0.0,0.3299999997377397,0.6699999997874869,2.614241053003108e-10,2.1167651169708231e-10,8.359396543484247e-13,5.058349369784911e-11,2.6461999053959044e-21,3.908217168600907e-16,3.154689245665773e-16,3.7035581471066523e-19,1.6468054457348068e-21,1.4352414897943258e-16,1.677623194643699e-16,3.809990185159488e-23,1.4487227976587002e-25,8.216182218272862e-34,1.5897044772539725e-29,3.741375325560055e-19,5.658328683750293e-17,4.975630958178237e-31,1.6473236096028774e-33,2.404815900118723e-40,7.578181260520845e-35,4.1677485666197386e-47,1.549011297383169e-51,1.3580796514195444e-44,8.110936663681409e-47,4.947406403361195e-53,3.6455172260005824e-60,4.646304153877073e-64,7.644809064008648e-63,8.152011810420442e-62,3.48272555185182e-61,1.3744532612944702e-67,7.591772493648287e-62,1.1964219608092307e-54,1.7230754402845342e-57,7.4498970751988e-23,6.368221070211113e-61,8.55698929683637e-59,1.3228227259103504e-49
5.124354048770827e-10,0.11224537200642075,0.0,0.0,0.0,0.0,0.3299999996910064,0.6699999997482085,3.078962203834545e-10,2.506937615762514e-10,1.096851706434268e-12,5.829932189964016e-11,3.472130434745182e-21,5.978157244001836e-16,4.95439540888459e-16,6.671522257468161e-19,2.689620127403361e-21,2.1068345889249673e-16,2.3367115775549873e-16,7.080309245380033e-23,3.172939084502368e-25,1.7994897302309964e-33,4.0887505660168725e-29,5.565281796205761e-19,8.698999352706608e-17,9.54630946854138e-31,3.706801484101969e-33,5.2672237787890044e-40,1.6598373935263427e-34,1.2937715355123084e-46,6.340107447971864e-51,3.5732536199475467e-44,2.4947431981586393e-46,1.5397105542145659e-52,1.563400869534501e-59,1.693014697903318e-63,2.895164435046014e-62,3.0872538668556393e-61,1.58351198355326e-60,6.27877325658608e-67,2.6877408599759426e-61,4.79527473218881e-54,6.705675649090528e-57,1.0350080987145194e-22,2.552391772636465e-60,3.027435400860613e-58,4.834013287353249e-49
5.89937804269353e-10,0.11224537200721632,0.0,0.0,0.0,0.0,0.3299999996442732,0.6699999997085628,3.543493295589862e-10,2.900591295931469e-10,1.3767220119622978e-12,6.566701777931119e-11,4.358074595699131e-21,8.5936683154773265e-16,7.269413150381866e-16,1.105658310543895e-18,4.099808533261382e-21,2.931358733209093e-16,3.1072743818876653e-16,1.2019559171481447e-22,6.21491800928404e-25,3.524724558377967e-33,9.21640072891813e-29,7.7412445866003235e-19,1.249387092930499e-16,1.6721246421261637e-30,7.456729368671993e-33,1.0317464463501507e-39,3.251301314407751e-34,3.420564982039759e-46,2.1011815800581285e-50,8.23636299717232e-44,6.5868310691838875e-46,4.101642608152434e-52,5.405430163520348e-59,5.164161642212066e-63,9.040252619522379e-62,9.640071034366399e-61,5.723604187145494e-60,2.2767980010779195e-66,7.886528838747288e-61,1.5551739688601295e-53,2.1326973674682133e-56,1.3729400468626037e-22,8.277760875591561e-60,8.98335632205907e-58,1.4700037056578066e-48
6.674402036616233e-10,0.11224537200797285,0.0,0.0,0.0,0.0,0.32999999959753995,0.6699999996685694,4.007870164814551e-10,3.2975680351046086e-10,1.671963334373693e-12,7.270239397200141e-11,5.2926767486702264e-21,1.178617107248106e-15,1.0136124335037057e-15,1.7199381801593763e-18,5.9326594944914965e-21,3.915453973958717e-16,3.990202092537803e-16,1.9059475635522842e-22,1.1182845921589708e-24,6.34225612034499e-33,1.8771581321898406e-28,1.0242856728628209e-18,1.7052108370378854e-16,2.7339081030609956e-30,1.377176836914523e-32,1.8565363691035648e-39,5.850433632610927e-34,8.001561646345712e-46,5.9552934623508e-50,1.7144352778135449e-43,1.5442096787454524e-45,9.6824900191391e-52,1.5898389677961358e-58,1.3715947607216886e-62,2.4433577866487175e-61,2.6054763929879507e-60,1.7449231979376572e-59,6.9573918956551e-66,2.010534505288702e-60,4.317335379644083e-53,5.835883276007358e-56,1.758931211648773e-22,2.2979984209663033e-59,2.3262724705185216e-57,3.879351347348292e-48
7.449426030538937e-10,0.11224537200869242,0.0,0.0,0.0,0.0,0.3299999995508066,0.6699999996282465,4.4721217938527653e-10,3.697716970021815e-10,1.9796745668032076e-12,7.942053721021374e-11,6.266753243953068e-21,1.5581123821400035e-15,1.3585009261225985e-15,2.545778712591673e-18,8.243419927286804e-21,5.064537737783199e-16,4.986339930838028e-16,2.865776548994296e-22,1.8828997850600416e-24,1.0678738567327172e-32,3.531319196683133e-28,1.3040448701592714e-18,2.237063313269215e-16,4.235468987225152e-30,2.3787326895927367e-32,3.1260007620721466e-39,9.850855746802599e-34,1.7034192037871016e-45,1.5009216821248337e-49,3.2944633568597354e-43,3.299086847356071e-45,2.0800546053460125e-51,4.148715164253007e-58,3.2873030372199857e-62,5.935081200877677e-61,6.328882758219431e-60,4.695312427793149e-59,1.875476173121237e-65,4.605672285849517e-60,1.0676707602116085e-52,1.4270337127975932e-55,2.1931308414340945e-22,5.682917084562731e-59,5.42476380138714e-57,9.184333969158423e-48
8.22445002446164e-10,0.11224537200937683,0.0,0.0,0.0,0.0,0.3299999995040733,0.6699999995876101,4.936271730324016e-10,4.100894101499427e-10,2.2974986367950514e-12,8.583584781895648e-11,7.272842609506217e-21,1.999925226276965e-15,1.7641791562743635e-15,3.620340303071034e-18,1.1087312806585543e-20,6.383054693698801e-16,6.096490303589812e-16,4.129331590971443e-22,3.0057452609109914e-24,1.7046922512142437e-32,6.232883456804897e-28,1.6103647139625306e-18,2.8437412707164663e-16,6.283849138757642e-30,3.8933883083634365e-32,4.990255522162521e-39,1.5725624263715614e-33,3.3645522409092386e-45,3.448127876309198e-49,5.9372161690565826e-43,6.543674092503686e-45,4.144508443281049e-51,9.855852011688302e-58,7.236305229208543e-62,1.3219725147122747e-60,1.4096882484884624e-59,1.1466483860280189e-58,4.58684366371667e-65,9.69362292213424e-60,2.4085179371092148e-52,3.1886597024018787e-55,2.6756911410172546e-22,1.2819877694019586e-58,1.1643506854622476e-56,1.9960656394983767e-47
8.999474018384343e-10,0.11224537201002789,0.0,0.0,0.0,0.0,0.32999999945734004,0.6699999995466767,5.400339124437809e-10,4.5069619461424433e-10,2.623518667002962e-12,9.196207453885835e-11,8.304876840635607e-21,2.5057448820573227e-15,2.2328280956215088e-15,4.9819026882655115e-18,1.45195514854088e-20,7.874659527127853e-16,7.321414963833635e-16,5.746263899735199e-22,4.593007211678211e-24,2.60490462809632e-32,1.0440781738745724e-27,1.940277365964649e-18,3.5233808479024876e-16,8.997599260483769e-30,6.09702256592706e-32,7.625616803266982e-39,2.4030360152047047e-33,6.250440315772134e-45,7.343632474987469e-49,1.0151059546104843e-42,1.2212790116932415e-44,7.764533080395368e-51,2.1685432566840275e-57,1.4858013487358361e-61,2.7414554957603236e-60,2.9233584989957187e-59,2.587730725688707e-58,1.036431870594606e-64,1.9037049991276528e-59,5.037920060938665e-52,6.615899139094719e-55,3.2067668117808015e-22,2.681546245568982e-58,2.335689542893326e-56,4.0465652461055146e-47
9.774498012307047e-10,0.11224537201064724,0.0,0.0,0.0,0.0,0.32999999941060676,0.6699999995054605,5.864339454584639e-10,4.915789269488568e-10,2.95618534066912e-12,9.781234120810551e-11,9.357951470512733e-21,3.0769402051620177e-15,2.766296599742021e-15,6.6696832956349826e-18,1.859534462927545e-20,9.542344869798536e-16,8.661836677064702e-16,7.767728804857482e-22,6.767105460123271e-24,3.8379418319958703e-32,1.6740353880086607e-27,2.2909567804686288e-18,4.27361880278663e-16,1.2506752469650011e-29,9.201355789297626e-32,1.1235357155836505e-38,3.540563155609617e-33,1.1027790511203087e-44,1.4663246209159478e-48,1.660530673518417e-42,2.165211628870632e-44,1.381009217985252e-50,4.469903294060313e-57,2.8823329862682586e-61,5.360402873991114e-60,5.71608245553674e-59,5.458224432545697e-58,2.188370838919542e-64,3.5265162683539235e-59,9.887200187132613e-52,1.2896523152819583e-54,3.7865147144453495e-22,5.26268486667129e-58,4.4241125554230245e-56,7.733811043735274e-47
9.999999999999999e-10,0.11224537201123638,0.0,0.0,0.0,0.0,0.32999999939700914,0.6699999994934169,5.999334864793312e-10,5.035242339081229e-10,3.0540399088659622e-12,9.946452609213777e-11,9.667715494963689e-21,3.25557961440261e-15,2.933921604779227e-15,7.227744076413311e-18,1.9910026289533747e-20,1.0061011663038562e-15,9.073638269231355e-16,8.439357046923143e-22,7.529422734271703e-24,4.2702895058266705e-32,1.9067154829627898e-27,2.3965090245486493e-18,4.504787752088649e-16,1.3697166007044374e-29,1.0308743526574816e-31,1.250107072183151e-38,3.9394239169565064e-33,1.2898891939681752e-44,1.7745149725508515e-48,1.9022658667957728e-42,2.5362862113924647e-44,1.6190563797049387e-50,5.458670472727781e-57,3.4600786956828424e-61,6.449431430883344e-60,6.877372275460584e-59,6.708945834727434e-58,2.6905688839620404e-64,4.179291526715341e-59,1.1905319553447304e-51,1.5500753448831787e-54,3.964362756832867e-22,6.3368744001713594e-58,5.278206383933053e-56,9.248830210210114e-47
1.054952200622975e-09,0.11224537201123638,0.0,0.0,0.0,0.0,0.3299999993638734,0.6699999994639753,6.328285319531715e-10,5.327250768255157e-10,3.2942375997207503e-12,1.0339917853403246e-10,1.042807453464387e-20,3.714628406048797e-15,3.3661664290521847e-15,8.723636367592389e-18,2.33698975332823e-20,1.1388581058651807e-15,1.0118441210939017e-15,1.0246096383501633e-21,9.6672064976682e-24,5.482732695546633e-32,2.5864734631071844e-27,2.659782772598383e-18,5.091765650339763e-16,1.6952791829919434e-29,1.3457822684513705e-31,1.6050557516594112e-38,5.0579638660788014e-33,1.8628732373392618e-44,2.775086949086967e-48,2.6166362226856145e-42,3.676339107329822e-44,2.3513250377665348e-50,8.721961594951789e-57,5.301158854703992e-61,9.939379839351986e-60,1.0598893333163724e-58,1.0886486252227473e-57,4.368747968340734e-64,6.220601693535212e-59,1.8389942045137254e-51,2.3842379053647084e-54,4.415093487235464e-22,9.78846099145354e-58,7.98785789112765e-56,1.4073001742410122e-46
1.2099569994075157e-09,0.11224537201232991,0.0,0.0,0.0,0.0,0.32999999927040674,0.6699999993802496,7.256052234650713e-10,6.15760333233259e-10,3.982637279621946e-12,1.1382986257050849e-10,1.2607241827937307e-20,5.1929184922514124e-15,4.770317171318606e-15,1.4092902168109814e-17,3.523608920242116e-20,1.5624432794744404e-15,1.3382765600525949e-15,1.6788106297293504e-21,1.82875141915485e-23,1.0371743682404716e-31,5.6365086986850766e-27,3.442508344888223e-18,6.919928137370593e-16,2.9278524628391204e-29,2.664970442733322e-31,3.0363523680626695e-38,9.568370672613398e-33,4.778120751493642e-44,8.730268970016587e-48,5.925962725585137e-42,9.53361810568408e-44,6.125245754358401e-50,2.91369209391875e-56,1.5898769778686876e-60,3.0191671571374985e-59,3.219501793138299e-58,3.7924229314463113e-57,1.5242846857819648e-63,1.7170545045674142e-58,5.583007946017597e-51,7.165741437491563e-54,5.8193858210136e-22,2.971681953055919e-57,2.3178459501474277e-55,4.137228594134366e-46
