Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8)
1.5384780099656464e-11,0.11224537200022679,0.0,0.0,0.0,0.0,0.32999999999072316,0.6699999999927434,9.275337918471398e-12,7.255166102435038e-12,1.5306656346922824e-15,2.021701974959854e-12,4.844593368120353e-24,1.2362034268362036e-19,2.0332352074217966e-20,5.2876781803563655e-24,7.723583514825195e-26,1.0738744078328462e-19,2.139214824292076e-19,9.741638590712979e-29,1.5755811634537252e-32,8.926871296745182e-41,7.820885728997931e-38,3.2963662066766286e-23,4.0927860897305215e-21,9.329996102188603e-37,1.3153358999623565e-40,2.594501389780976e-47,8.174251882621903e-42,5.0027751449491127e-57,1.7171471875654868e-63,4.934888309300928e-53,1.4082476016970687e-56,3.224956762884661e-63,9.040181396556832e-73,2.208777911981973e-75,7.155121269322442e-75,7.628034208321654e-74,1.77777895844775e-74,4.560776910509129e-81,4.92383808298288e-73,4.670074950648022e-67,2.9468356332611227e-69,9.655550977314e-26
2.1538825690855665e-11,0.11224537200031684,0.0,0.0,0.0,0.0,0.32999999998701235,0.6699999999898348,1.2984769778321172e-11,1.0162326535697379e-11,2.92685149235766e-15,2.8253691366030147e-12,9.263981125980398e-24,2.521308897537303e-19,5.345322328030727e-20,1.4691447300076264e-23,2.11312892639571e-25,2.0946780370358287e-19,4.1150406238350495e-19,3.5549967263589384e-28,8.120355097358843e-32,4.60217850264183e-40,5.8225576504497134e-37,8.618729251576276e-23,1.0738757686353224e-20,3.588253536785848e-36,7.215739815236177e-40,1.34044470115907e-46,4.223471260052733e-41,6.7792958471332095e-56,3.8182244053465575e-62,3.940820143128459e-52,1.6782125472639463e-55,4.960778050459252e-62,3.091359283672463e-71,4.562661193672529e-74,2.2390726736973617e-73,2.3873011940154177e-72,8.889190143677222e-73,2.6941741949278806e-79,9.336755693405046e-72,1.3803119316497829e-65,5.657907689934607e-68,1.8568517208607973e-25
3.3846916873254064e-11,0.1122453720004958,0.0,0.0,0.0,0.0,0.3299999999795907,0.6699999999840075,2.0402297867460848e-11,1.5985454516203526e-11,7.054949819153948e-15,4.423896052312264e-12,2.2331089437418173e-23,6.895934880790022e-19,2.0466447810467165e-19,6.318184791848903e-23,8.390557993492421e-25,5.26357852108201e-19,1.0046675320002622e-18,2.2329604915691612e-27,8.695085753475144e-31,4.9293836908301884e-39,1.1039107428952485e-35,3.259351926544297e-22,4.093682108300235e-20,2.3677643383491273e-35,8.208277350353114e-39,1.4388400753969015e-45,4.53377866028395e-40,2.2676152194063777e-54,2.275514739482699e-60,8.004180635200361e-51,6.280921803033406e-54,2.505032989461233e-60,3.513689813486069e-69,2.7022803835163236e-72,2.105220518927963e-71,2.2447490976357883e-70,1.5710313325248496e-70,5.4406407412122226e-77,4.6092919887901534e-70,1.1858920066051432e-63,3.196870086745202e-66,4.530731336008393e-25
4.6155008055652465e-11,0.11224537200067324,0.0,0.0,0.0,0.0,0.329999999972169,0.669999999978167,2.7818083442144073e-11,2.1820276251117484e-11,1.2925649772784654e-14,6.010728821500072e-12,4.091452088367412e-23,1.4025023318974778e-18,5.039252609872424e-19,1.6930587166034107e-22,2.1003297993643763e-24,1.0008126199781403e-18,1.862398502584812e-18,7.227068211697438e-27,3.609907982971605e-30,2.0467068764174824e-38,5.729423588589257e-35,7.945900643602155e-22,1.0044130498512595e-19,7.805273635454346e-35,3.4720385075672474e-38,5.978165634448176e-45,1.883754543996544e-39,1.4547990003333317e-53,1.8806821298166059e-59,4.228151386481923e-50,4.0385273128007107e-53,1.7290563992522287e-59,3.1019372231787926e-68,2.055849630309973e-71,1.7640011796249354e-70,1.8809357838476497e-69,1.515174690857653e-69,5.349857743471567e-76,3.5824019351941266e-69,1.0597935241537985e-62,2.6409617162917992e-65,8.39426878296166e-25
7.077119042044927e-11,0.11224537200102372,0.0,0.0,0.0,0.0,0.3299999999573257,0.669999999966446,4.264471470977903e-11,3.352455115238795e-11,2.960689863246098e-14,9.149761750836645e-12,9.371880924345114e-23,3.903171337338785e-18,1.7960310248197286e-18,7.215654155388157e-22,7.674622469032771e-24,2.473483069130992e-18,4.373866857616725e-18,4.0645254934610253e-26,3.265354387814465e-29,1.8515880841001582e-37,8.500492870105136e-34,2.766015728319904e-21,3.5498610721627607e-19,4.512090289740166e-34,3.237240399267184e-37,5.413126896220999e-44,1.7057531280534722e-38,3.769314068518783e-52,1.0132803374836028e-57,6.477620384970325e-49,1.0363272382606019e-51,5.188027441159625e-58,2.409943053952881e-66,9.381810907645876e-70,1.0668313515815052e-68,1.137581957898339e-67,1.5888188309959347e-67,5.943014443680535e-74,1.4821124264760808e-67,7.323498513836468e-61,1.4240969994279272e-63,1.9691208881633297e-24
9.20337564113574e-11,0.11224537200132176,0.0,0.0,0.0,0.0,0.3299999999445046,0.6699999999562799,5.5446311159332295e-11,4.3671141357018884e-11,4.912549923347228e-14,1.1824281516478508e-11,1.5550510755152024e-22,7.383280623280434e-18,3.8241835676894984e-18,1.706487058010661e-21,1.6575124657921798e-23,4.3419478698604845e-18,7.399256490563819e-18,1.0799788892890187e-25,1.0526678881642086e-28,5.969269521969035e-37,3.230790832454197e-33,5.796658572658712e-21,7.515754284260966e-19,1.2137918599306192e-33,1.054876509799226e-36,1.7455735981525121e-43,5.500592829956653e-38,1.8021614995803892e-51,6.707130113569102e-57,2.483988631574207e-48,4.548330632152033e-51,2.3468603018861737e-57,1.4986485139973296e-65,5.460906744238519e-69,6.433595016159968e-68,6.86028107942733e-67,1.0244360472490757e-66,3.849442428211611e-73,8.761334399204757e-67,5.020593105141388e-60,9.545820567375077e-63,3.328184495581443e-24
9.999999999999999e-11,0.1122453720016154,0.0,0.0,0.0,0.0,0.32999999993970097,0.6699999999524612,6.024142038280376e-11,4.748134036031102e-11,5.758150699065209e-14,1.281764567324073e-11,1.8227274029165522e-22,9.068716924557632e-18,4.868884573510675e-18,2.2638296255471058e-21,2.1221263762426543e-23,5.198045752994932e-18,8.737810121316849e-18,1.4901040924723679e-25,1.573178271585811e-28,8.920997650777104e-37,5.230064359059188e-33,7.331596640912404e-21,9.546199826529028e-19,1.6834845250649812e-33,1.584514214466447e-36,2.6089823420493362e-43,8.221360436873795e-38,3.146547855293202e-51,1.313364047548826e-56,4.0408467753828406e-48,8.018212571928457e-51,4.2101796272647066e-57,2.9771464669621537e-65,9.869814262464714e-69,1.2134461100216305e-67,1.293928116218041e-66,2.128312067067156e-66,8.05271292641875e-73,1.6506637981670675e-66,9.880417448980714e-60,1.8104763408484309e-62,3.9289147558917225e-24
1.1329632240226553e-10,0.1122453720016154,0.0,0.0,0.0,0.0,0.32999999993168344,0.6699999999460756,6.824346790319854e-11,5.385140896021987e-11,7.308328557983199e-14,1.4465122711440648e-11,2.3134394813307665e-22,1.2345152471631148e-17,6.958414648689306e-18,3.4227485124620855e-21,3.056841753130956e-23,6.816426411535267e-18,1.1220946326783458e-17,2.3662120054696143e-25,2.7436247570800755e-28,1.555844908765222e-36,9.911482224060544e-33,1.0378570819779828e-20,1.3596401844616722e-18,2.6908287915993815e-33,2.7789935228842465e-36,4.5505915858835835e-43,1.4339754515700086e-37,6.374421402870015e-51,2.9072791314949574e-56,7.694367811761977e-48,1.6425162712113764e-50,8.751024515938734e-57,6.667929871596924e-65,2.0524438390825496e-68,2.6130182749683922e-67,2.786334529750888e-66,4.917330629426165e-66,1.8691061960453214e-72,3.552702127466961e-66,2.1941819833293115e-59,3.9087823511932015e-62,5.0427327735277345e-24
1.3455888839317366e-10,0.1122453720019049,0.0,0.0,0.0,0.0,0.3299999999188623,0.6699999999358339,8.103641626035113e-11,6.406495610586909e-11,1.0124870124360623e-13,1.7072683192446303e-11,3.2050232347755563e-22,1.8990026874694085e-17,1.1402768692456059e-17,6.117701892421692e-21,5.072858790254151e-23,9.938413700032546e-18,1.5841227497217148e-17,4.5206266798858105e-25,6.039833986290201e-28,3.425112183052343e-36,2.487805336663987e-32,1.674265271563174e-20,2.2154629828443363e-18,5.19543130212067e-33,6.174703060876449e-36,1.0019252512125684e-42,3.157264317379118e-37,1.8817968475884666e-50,1.1069397973184936e-55,1.9469613714682169e-47,4.69207846552394e-50,2.5571402060911186e-56,2.4808369777270823e-64,7.151522211296398e-68,9.311879961621086e-67,9.929534774222535e-66,1.899945454397346e-65,7.256668864211921e-72,1.2253945355218507e-65,8.494615652705494e-59,1.4889465390833135e-61,7.11296446392846e-24
1.5582145438408179e-10,0.1122453720021903,0.0,0.0,0.0,0.0,0.3299999999060412,0.6699999999255554,9.382539029153728e-11,7.431136322015478e-11,1.3338744535610663e-13,1.9647382534665045e-11,4.2223853836184116e-22,2.7521596994008207e-17,1.7364631734339467e-17,1.0087610533710946e-20,7.82012860384758e-23,1.3749939820133803e-17,2.1262517036543302e-17,7.859970139616829e-25,1.18710636191113e-27,6.732023937543582e-36,5.477229349041032e-32,2.5103866711047864e-20,3.35486916775811e-18,9.124299469994268e-33,1.224136691327892e-35,1.969476741630436e-42,6.206229231161326e-37,4.800026338397216e-50,3.537604723126324e-55,4.318249443693933e-47,1.1554665830037612e-49,6.410570930321902e-56,7.768309008822446e-64,2.0809574117434042e-67,2.791293779215869e-66,2.976446011813916e-65,6.1660879215689965e-65,2.3653804310590372e-71,3.5785567423198466e-65,2.745683493612765e-58,4.702077530791796e-61,9.539098947662387e-24
1.9834658636589804e-10,0.112245372002749,0.0,0.0,0.0,0.0,0.3299999998803989,0.6699999999048901,1.193921801466198e-10,9.490129869159135e-11,2.0881936453804933e-13,2.469965647405376e-11,6.610210726297265e-22,5.0910685293629206e-17,3.4523190488233906e-17,2.3060934929045997e-20,1.5913460281912125e-22,2.3579151794370395e-17,3.4516521919013005e-17,1.943409364654937e-24,3.598135681442954e-27,2.0405269847098927e-35,2.0104686970864942e-31,4.842939166405499e-20,6.59694125738723e-18,2.2990565846152616e-32,3.7709470297732127e-35,5.970499665876838e-42,1.881436329191692e-36,2.331800167898082e-49,2.6034192499094717e-54,1.6071396980887245e-46,5.14675958675781e-49,2.9345483686397057e-55,5.566765451506803e-63,1.3040965646444765e-66,1.841656992906591e-65,1.9638248667500126e-64,4.711432176519683e-64,1.8206094519527555e-70,2.2139260527844933e-64,2.0628047932925286e-57,3.373707041141969e-60,1.545988680703982e-23
2.408717183477143e-10,0.11224537200329185,0.0,0.0,0.0,0.0,0.32999999985475664,0.6699999998840844,1.4494549975340388e-10,1.1561795195828707e-10,2.9771505546765944e-13,2.96252079678276e-11,9.424240856295297e-22,8.395997526714565e-17,5.992197764656476e-17,4.5228803650513173e-20,2.8250290982536825e-22,3.660323102925439e-17,5.1001740817288147e-17,4.033283317510997e-24,8.799491517393352e-27,4.990318590718666e-35,5.711257889130928e-31,8.159607520034123e-20,1.1325637194725717e-17,4.8564851201583313e-32,9.356379460863134e-35,1.4602893665513728e-41,4.60170780912086e-36,8.001439084609397e-49,1.1723946190085098e-53,4.6192129431521615e-46,1.692605644253158e-48,9.824368764803756e-55,2.42591091274657e-62,4.933393657251547e-66,7.372213934964368e-65,7.861285112301947e-64,2.1689856216365855e-63,8.432309584418456e-70,8.89240326706556e-64,9.209204773952224e-57,1.4567824899220168e-59,2.2806954818406535e-23
2.8339685032953056e-10,0.11224537200381964,0.0,0.0,0.0,0.0,0.3299999998291144,0.6699999998631435,1.7048692384448597e-10,1.3645795930890497e-10,3.9849817514510636e-13,3.4427400759844055e-11,1.2614575571384832e-21,1.28041576675486e-16,9.498471180513831e-17,8.008924668947261e-20,4.579368028415415e-22,5.310620874627619e-17,7.073749477763576e-17,7.460462438296603e-24,1.876240029635565e-26,1.0640535064014053e-34,1.3866856261779456e-30,1.2552514812947573e-19,1.7754176114090546e-17,9.140589045677891e-32,2.023143091498204e-34,3.113906350663407e-41,9.812656742041907e-36,2.2750583982574228e-48,4.244897538166749e-53,1.1341768069473474e-45,4.671643431642701e-48,2.7494831382094636e-54,8.534322383299696e-62,1.6271710962917857e-65,2.451497455860241e-64,2.6141306540282673e-63,7.92395695276399e-63,3.0921692921075387e-69,2.893830718977198e-63,3.3042403476086833e-56,5.133816256275534e-59,3.158235205029695e-23
3.259219823113468e-10,0.11224537200433267,0.0,0.0,0.0,0.0,0.3299999998034721,0.6699999998420718,1.9601779029192263e-10,1.5741812595353267e-10,5.098294866029994e-13,3.910942968195621e-11,1.6138820420922333e-21,1.8432216641085294e-16,1.409383666479784e-16,1.315792368008789e-19,6.948524198416061e-22,7.333015542247437e-17,9.374208866500655e-17,1.2692488634552794e-23,3.6275545730761104e-26,2.057275542402712e-34,3.01880692796093e-30,1.807077734335277e-19,2.6046606810797526e-17,1.5825224383456602e-31,3.967410234685178e-34,6.020870024120704e-41,1.897322049658874e-35,5.724578609611033e-48,1.330321325641646e-52,2.4972891717703087e-45,1.1461555617280904e-47,6.82471588340686e-54,2.644711739903953e-61,4.621403815595365e-65,7.196721418583875e-64,7.67417020858446e-63,2.54073718089398e-62,9.9462499747544e-69,8.203186867925308e-63,1.0304018663735777e-55,1.5638903125899548e-58,4.1788183898936115e-23
3.684471142931631e-10,0.11224537200483155,0.0,0.0,0.0,0.0,0.32999999977782984,0.6699999998208738,2.2153922636186755e-10,1.7849543938833944e-10,6.305805767909877e-13,4.36743072866993e-11,1.996125472773606e-21,2.537856193553547e-16,1.9883306061741075e-16,2.0396196203843648e-19,1.0023926411754839e-21,9.747974953631163e-17,1.2003273589193697e-16,2.0245028231017207e-23,6.502853355715896e-26,3.687951888424633e-34,6.0414066953915314e-30,2.473118296058819e-19,3.632510537622911e-17,2.569175666589953e-31,7.215608423088159e-34,1.0793741134166468e-40,3.4013740968420036e-35,1.3092683060761516e-47,3.703264996272165e-52,5.056217093243052e-45,2.5688652127359573e-47,1.5449468313840925e-53,7.400174709065378e-61,1.1955526480987447e-64,1.899814540734056e-63,2.0258555450790876e-62,7.3492909733492115e-62,2.8859471436960716e-68,2.0811601280340395e-62,2.858712252524598e-55,4.250874890100315e-58,5.342658148333664e-23
4.276054827290606e-10,0.11224537200550264,0.0,0.0,0.0,0.0,0.3299999997421579,0.669999999791181,2.5702927029044394e-10,2.0800628001400444e-10,8.123630424262325e-13,4.98353105422567e-11,2.571566944465948e-21,3.7397296643622975e-16,3.009937189105343e-16,3.479791620779402e-19,1.5647532454151608e-21,1.379438877444478e-16,1.621032279102346e-16,3.5661595806784307e-23,1.327170970860327e-25,7.526814801418451e-34,1.4223217039317296e-29,3.5894618459010624e-19,5.410538128115477e-17,4.639290403945156e-31,1.5036113954562316e-33,2.2030281391333866e-40,6.942295723838076e-35,3.6676288953942004e-47,1.3338462323027354e-51,1.2110384459382936e-44,7.050714950636331e-47,4.291675185324234e-53,2.7749688590460445e-60,3.9637099897263646e-64,6.512094088462801e-63,6.94414509829603e-62,2.885235326780405e-61,1.1377403382705115e-67,6.611786462610468e-62,1.0263370377833044e-54,1.480791860911187e-57,7.200395834919401e-23
4.867638511649581e-10,0.1122453720061482,0.0,0.0,0.0,0.0,0.3299999997064859,0.6699999997612608,2.9250537780119703e-10,2.3773053134058566e-10,1.008057043298835e-12,5.578289459303585e-11,3.1910463204578012e-21,5.234421102215066e-16,4.3036933042021107e-16,5.542966871857548e-19,2.3058767354978216e-21,1.8679232966573091e-16,2.1060879445657e-16,5.826313701978695e-23,2.4711126605586808e-25,1.4014553765939233e-33,3.011580336560168e-29,4.92265426493193e-19,7.611059224554409e-17,7.76854301213898e-31,2.8588520047700248e-33,4.102089513777217e-40,1.2926730985012834e-34,9.027294309031857e-47,4.0746689060540837e-51,2.610074142033829e-44,1.7245224071770845e-46,1.0601376543134482e-52,8.889117671472277e-60,1.1083389555032482e-63,1.8773232825465109e-62,2.001879547285174e-61,9.709003448849378e-61,3.844574618757589e-67,1.803035869244748e-61,3.0819813985477584e-54,4.3396025726897924e-57,9.336399039963333e-23
5.459222196008557e-10,0.11224537200676943,0.0,0.0,0.0,0.0,0.32999999967081395,0.6699999997311227,3.2796960238730646e-10,2.6766077892290263e-10,1.2156070165610858e-12,6.152447404927455e-11,3.848056577734288e-21,7.039898731175071e-16,5.889667229127175e-16,8.368464634308593e-19,3.250298955677798e-21,2.4440208635395836e-16,2.655914350661681e-16,8.979149723763445e-23,4.281104780979059e-25,2.4279764010831563e-33,5.855067796455349e-29,6.465048527209708e-19,1.0247044571989216e-16,1.2266800703747252e-30,5.056512764724153e-33,7.106958825365064e-40,2.239586199512287e-34,1.9997357423093437e-46,1.0833253242251167e-50,5.1635200234211e-44,3.815726885967905e-46,2.364112245116427e-52,2.456322252250631e-59,2.740676765280166e-63,4.74802897489027e-62,5.063056581476829e-61,2.7868418704739315e-60,1.1068148138802372e-66,4.347481595179649e-61,8.063236280001349e-54,1.1158995994117005e-56,1.1751289682571547e-22
6.050805880367532e-10,0.11224537200736712,0.0,0.0,0.0,0.0,0.329999999635142,0.6699999997007756,3.6342371231081373e-10,2.977898197064268e-10,1.4332429264481714e-12,6.706725213914267e-11,4.536994548544228e-21,9.171653350495512e-16,7.785529499141389e-16,1.210370826802529e-18,4.422660388609861e-21,3.1109953859959514e-16,3.2709181111311496e-16,1.3210584265989828e-22,6.9990656252504795e-25,3.9694485893079064e-33,1.061783295186185e-28,8.206166904681654e-19,1.3325803707857473e-16,1.8482950581565367e-30,8.43639527438428e-33,1.1619311273284438e-39,3.6615477040270556e-34,4.071087482140741e-46,2.589912607351086e-50,9.52431014323308e-44,7.779550274336619e-46,4.850575947097605e-52,6.072452138845998e-59,6.221769324498632e-63,1.0931638759642686e-61,1.1656952471362506e-60,7.104175733387216e-60,2.827544291118745e-66,9.520795757187637e-61,1.8997402681813885e-53,2.5972513382157696e-56,1.4445707820340452e-22
6.642389564726507e-10,0.11224537200794237,0.0,0.0,0.0,0.0,0.32999999959947,0.6699999996702284,3.9886920372631015e-10,3.281107238281736e-10,1.6594671263923915e-12,7.24181589038154e-11,5.2531193315354295e-21,1.1642809579672008e-15,1.000662020205669e-15,1.6902647107457275e-18,5.847542785893178e-21,3.871625815722721e-16,3.951488866236189e-16,1.871632751649233e-22,1.091536704954496e-24,6.190556688581649e-33,1.819665023300813e-28,1.0133862246871483e-18,1.684966452819155e-16,2.680614878420334e-30,1.3422187490479965e-32,1.8121279352697556e-39,5.7104907841357045e-34,7.746995355801778e-46,5.691270661499606e-50,1.6596356976735105e-43,1.4838938048016044e-45,9.300515805368493e-52,1.3758571750972344e-58,1.3119847160504517e-62,2.3314737188792713e-61,2.486168409573404e-60,1.6518397074290957e-59,6.585483308311195e-66,1.9313898931917794e-60,4.1187381317977077e-53,5.573920881904971e-56,1.7420306311874482e-22
7.233973249085482e-10,0.11224537200849599,0.0,0.0,0.0,0.0,0.32999999956379805,0.6699999996394883,4.3430735264626473e-10,3.5861678732432127e-10,1.8930023399288025e-12,7.758389848831729e-11,5.9923876217984815e-21,1.4464577252087344e-15,1.256638699544342e-15,2.2925121978776486e-18,7.549562586948305e-21,4.728298560779089e-16,4.698002100135295e-16,2.5700909332993593e-22,1.6368960418814e-24,9.28353759806919e-33,2.9752358708640953e-28,1.2234877489921124e-18,2.0816993453989863e-16,3.7664802223936755e-30,2.052673685451283e-32,2.7175662213289934e-39,8.563768932069059e-34,1.3947295493834836e-45,1.1680723093062957e-49,2.758244244135607e-43,2.678803144497639e-45,1.6863682862420626e-51,2.9058641880337455e-58,2.5915562935137203e-62,4.6588218930789e-61,4.967940596266562e-60,3.5711026724911414e-59,1.425706291646389e-65,3.680745260257611e-60,8.343288291532326e-53,1.1188428895563767e-55,2.0675751017480594e-22
7.825556933444458e-10,0.11224537200902888,0.0,0.0,0.0,0.0,0.3299999995281261,0.6699999996085634,4.697392371079986e-10,3.893015673558284e-10,2.1327694703166263e-12,8.257091391260051e-11,6.7513834657247e-21,1.7646442005685284e-15,1.547654025694779e-15,3.0335467610345967e-18,9.55326037554523e-21,5.683045464169121e-16,5.510817114646565e-16,3.4375892772373474e-22,2.3751330192507713e-24,1.347042269155329e-32,4.67643706041351e-28,1.4495714959544767e-18,2.5222939895635144e-16,5.1526976024297114e-30,3.0364556440441203e-32,3.943249118411179e-39,1.2426224945495624e-33,2.397171693943165e-45,2.2636974707764064e-49,4.405605342642398e-43,4.618187058439422e-45,2.918196646484351e-51,5.788240952615509e-58,4.850919886114193e-62,8.811357572671605e-61,9.396007382403458e-60,7.267497170087552e-59,2.904948007318207e-65,6.65636554808606e-60,1.5955634250522425e-52,2.1227025921184486e-55,2.421271652666348e-22
8.417140617803433e-10,0.11224537200954177,0.0,0.0,0.0,0.0,0.3299999994924541,0.6699999995774605,5.051657799228138e-10,4.201588289431739e-10,2.3778448073025187e-12,8.738544033627278e-11,7.527182796125225e-21,2.119653716476277e-15,1.8747422063019827e-15,3.930228236849837e-18,1.188321527746102e-20,6.737620100945163e-16,6.390280179473946e-16,4.495941758043462e-22,3.35061093181326e-24,1.9002819689284658e-32,7.106334023007972e-28,1.6902873553529881e-18,3.006019136204897e-16,6.889962247683589e-30,4.365663229482437e-32,5.5628391218905894e-39,1.7529989701774724e-33,3.9604313661711464e-45,4.178266082631503e-49,6.801633794347391e-43,7.654404390193863e-45,4.852523078667608e-51,1.0970036989444765e-57,8.686128078930421e-62,1.5908870700510793e-60,1.6964460909118361e-59,1.4051407994756425e-58,5.622548003228704e-65,1.1512371256401038e-59,2.905657255872124e-52,3.839175214124707e-55,2.8031887400052423e-22
9.008724302162408e-10,0.11224537201003544,0.0,0.0,0.0,0.0,0.32999999945678204,0.6699999995461864,5.405877640540199e-10,4.511825723138015e-10,2.62744463282861e-12,9.203347770882167e-11,8.3173047005602e-21,2.5121776010154132e-15,2.2388113156407873e-15,4.9997349264119135e-18,1.4563953391334438e-20,7.893524062933544e-16,7.336722966811015e-16,5.76748017775345e-22,4.61321499821054e-24,2.6163654270645365e-32,1.0488898548702732e-27,1.9443339301073927e-18,3.5319497559620783e-16,9.032884268501536e-30,6.124256194616025e-32,7.659168034311939e-39,2.413608914005346e-33,6.323283995767129e-45,7.392737034900997e-49,1.0197219858613509e-42,1.2263558947070334e-44,7.796679040292182e-51,1.991402711222418e-57,1.495735914590962e-61,2.759286484366046e-60,2.9423725945435292e-59,2.5990032549920205e-58,1.040940079242808e-64,1.9156673718467277e-59,5.071283357899835e-52,6.659934345521434e-55,3.2133954775661143e-22
9.999999999999999e-10,0.11224537201096815,0.0,0.0,0.0,0.0,0.3299999993970089,0.6699999994934173,5.999335227229216e-10,5.035242382241247e-10,3.0540036307074055e-12,9.946452177468026e-11,9.667600654002746e-21,3.255607191099008e-15,2.9339467764850315e-15,7.227373897744045e-18,1.9909706129821486e-20,1.006106503131086e-15,9.073631349675715e-16,8.438844811258038e-22,7.5273874037324e-24,4.269135157578316e-32,1.9058481622518272e-27,2.3965161760084906e-18,4.504869975057128e-16,1.3695426009406607e-29,1.0305451175890018e-31,1.2497691071725852e-38,3.938358894902481e-33,1.2995390125537806e-44,1.7826346460994413e-48,1.901531904635878e-42,2.5365461900289806e-44,1.6192531935334677e-50,5.0142325081658884e-57,3.458335631190133e-61,6.452256479818531e-60,6.880385106490192e-59,6.747986645213165e-58,2.7064628001105965e-64,4.186819877099358e-59,1.1933439476492557e-51,1.5528630040511936e-54,3.9643590848071556e-22
1.0191891670880359e-09,0.11224537201096815,0.0,0.0,0.0,0.0,0.329999999385438,0.6699999994831511,6.114206716858767e-10,5.137064593371041e-10,3.1375998425619865e-12,1.0085313105830814e-10,9.932229070319064e-21,3.4120828432562016e-15,3.0810519691328437e-15,7.727401973710764e-18,2.1076069143206198e-20,1.051439258641903e-15,9.431814588607212e-16,9.041786581924678e-22,8.227153004458811e-24,4.6660068241630265e-32,2.1242976178629583e-27,2.487501947695261e-18,4.706079547228478e-16,1.4773533630863673e-29,1.1329755670677534e-31,1.3659550021314247e-38,4.3044922681491557e-33,1.4814959619765167e-44,2.0910471594928816e-48,2.1299898054742377e-42,2.895388521702247e-44,1.8496252132881194e-50,5.928529035066222e-57,4.02645662527735e-61,7.527602967318103e-60,8.02708523888887e-59,8.022272330109145e-58,3.218313673735079e-64,4.8245938071463205e-59,1.393286522231893e-51,1.8101344670392836e-54,4.1189580643178534e-22
1.1256742302726515e-09,0.11224537201174893,0.0,0.0,0.0,0.0,0.32999999932122837,0.6699999994258963,6.751604597949616e-10,5.704911811550455e-10,3.6064459277906387e-12,1.0827757241478777e-10,1.1416387256647483e-20,4.3554041898074814e-15,3.972728080927018e-15,1.0951291922752642e-17,2.8382996154839065e-20,1.3230996122225584e-15,1.1549542172529522e-15,1.2950866274415797e-21,1.307718999997199e-23,7.416705115022769e-32,3.742139952767215e-27,3.01016964806371e-18,5.895330140774676e-16,2.1954830387446643e-29,1.8595088706189307e-31,2.171239152280215e-38,6.842162277884186e-33,2.9377124208586916e-44,4.807213256211134e-48,3.854929199725792e-42,5.784082210752752e-44,3.707829815868171e-50,1.4232369968044085e-56,8.93510547944554e-61,1.686055597098755e-59,1.797932014872699e-58,1.9825155789018686e-57,7.962648884824899e-64,1.0097986903886281e-58,3.122727171805081e-51,4.02666572268729e-54,5.031422075620158e-22
1.232159293457267e-09,0.11224537201247775,0.0,0.0,0.0,0.0,0.32999999925701873,0.6699999993681792,7.388932714479561e-10,6.277309859926064e-10,4.082150450561517e-12,1.152469097608734e-10,1.2922256290205042e-20,5.427193515717759e-15,4.9942813176416145e-15,1.501382426858565e-17,3.7208260721628125e-20,1.6291310140540182e-15,1.3888880761411042e-15,1.791686884429295e-21,1.9892745036219602e-23,1.1282151845199393e-31,6.250328365322548e-27,3.558866750064235e-18,7.201956625724139e-16,3.1477156327527894e-29,2.91794508222829e-31,3.3028833257330394e-38,1.0408282730071199e-32,5.46511532153434e-44,1.0189935223914402e-47,6.609167385939598e-42,1.0840805388091148e-43,6.969290360068969e-50,3.136428123957403e-56,1.8375377040030732e-60,3.4950269842954827e-59,3.726937248894954e-58,4.4834394794358036e-57,1.80245408084671e-63,1.9668610792333735e-58,6.467871246039236e-51,8.290915194887894e-54,6.036647788653452e-22
1.3386443566418827e-09,0.11224537201315815,0.0,0.0,0.0,0.0,0.329999999192809,0.66999999931003,8.026208204490517e-10,6.853977235560327e-10,4.5629981348407e-12,1.2178929424344336e-10,1.4444406348866756e-20,6.628986551009031e-15,6.148301943462205e-15,2.002263727438272e-17,4.769505920686327e-20,1.969888910646559e-15,1.6451337743383314e-15,2.4082523257627113e-21,2.9174322154204096e-23,1.654621031397545e-31,9.988316429944879e-27,4.128713945156536e-18,8.617924969728322e-16,4.379897731032798e-29,4.410689895452394e-31,4.843995441250577e-38,1.5264749834243566e-32,9.64850716953913e-44,2.0247154605102532e-47,1.0833543275899794e-41,1.928074491609845e-43,1.2425015245252484e-49,6.465069211385851e-56,3.57107577076535e-60,6.829925381832758e-59,7.283122690411869e-58,9.463141555556652e-57,3.8073803375140403e-63,3.613523974926801e-58,1.2577310941283847e-50,1.6040055857186364e-53,7.135057324508805e-22
