Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247)
3.354392784227577e-13,0.11224537200000498,0.0,0.0,0.0,0.0,0.3299999999997978,0.6699999999998419,2.0226558007398217e-13,1.579818938022757e-13,9.471175166593896e-19,4.428463306618485e-14,2.9800941546613673e-27,6.33370226428513e-23,4.220218616814869e-25,9.492277995495293e-29,1.3000040141653197e-30,6.300040328289388e-23,1.303169784711687e-22,7.98283513473797e-35,5.7780643025563445e-40,3.203608759155146e-48,1.388457844817434e-46,6.98190210930932e-28,8.593311740209064e-26,6.442031299046641e-43,4.1856580334128776e-48,8.048014539818103e-55,2.5334805662297374e-49,2.2892156908744784e-67,2.154103890256302e-75,7.959593551956049e-62,1.2446700154209558e-66,2.421573189094173e-74
6.711699897546577e-13,0.11224537200000996,0.0,0.0,0.0,0.0,0.32999999999959534,0.6699999999996838,4.04704996798718e-13,3.1611287532021017e-13,3.788968879973244e-18,8.859590915639443e-14,1.1958007305744121e-26,2.5522285331238526e-22,3.389105120546944e-24,7.647452724588214e-28,1.0410484676404692e-29,2.525172668133835e-22,5.216233207409102e-22,1.2825399581842003e-33,1.8569229799005726e-38,1.0412351999259925e-46,9.03422854837837e-45,5.584123003420042e-27,6.8754362738278125e-25,1.031829169793721e-41,1.3408942095543977e-46,2.816091661353514e-53,8.861609577032388e-48,2.934372971003933e-65,5.568067325871181e-73,5.099797413541896e-60,1.5949615725837215e-64,6.029632489999124e-72
1e-12,0.11224537200001988,0.0,0.0,0.0,0.0,0.32999999999939705,0.669999999999529,6.029806407181197e-13,4.710109713238494e-13,9.350312743112842e-18,1.319790165263424e-13,2.9545030873998825e-26,6.370418886145664e-22,1.502359968208008e-23,3.424938586755472e-27,4.6118202877825357e-29,6.250442400314487e-22,1.2883705233567931e-21,1.0717992120870571e-32,3.0091065106275323e-37,1.696613811720408e-45,2.8995614490111718e-43,2.469099673115007e-26,3.042034132945552e-24,8.615631575072246e-41,2.1708726684903407e-45,4.7650473502481374e-52,1.500126495143075e-46,1.8552841687557115e-63,7.1065136753271975e-71,1.625230595775519e-58,1.0084476915868916e-62,7.18676628311439e-70
1.3426314124184576e-12,0.11224537200001988,0.0,0.0,0.0,0.0,0.32999999999919044,0.6699999999993675,8.095781586076718e-13,6.324103319693653e-13,1.5145073085547957e-17,1.7718296656173126e-13,4.787020357016445e-26,1.0348863409996487e-21,2.714640836799875e-23,6.196783504144697e-27,8.332461816961918e-29,1.013206630995844e-21,2.087299054253867e-21,2.054946187904728e-32,5.95102290930583e-37,3.3559428903232914e-45,5.826687014814119e-43,4.4599809577486033e-26,5.495345516675155e-24,1.651773554570545e-40,4.2931422276843244e-45,9.436660979330421e-52,2.970879731502459e-46,3.7578615860523087e-63,1.445327885780834e-70,3.265535707299016e-58,2.042602139050955e-62,1.4612342998326291e-69
2.6855542577460578e-12,0.11224537200003976,0.0,0.0,0.0,0.0,0.32999999999838064,0.6699999999987348,1.6193018778695544e-12,1.2651471054962184e-12,6.046459671259749e-17,3.54215216495669e-13,1.9125957918010624e-25,4.2492215318951055e-21,2.1701228123047002e-22,5.0804452776336754e-26,6.667425693669778e-28,4.075894819182384e-21,8.351565452854157e-21,3.2858531564506487e-31,1.9032524777628192e-35,1.0763614820850519e-43,3.7387280124510563e-41,3.554299350053015e-25,4.385794583416187e-23,2.6433973715404e-39,1.3741101697609861e-43,3.0878193520517523e-50,9.725228484495518e-45,4.809181153725549e-61,3.796730797096894e-68,2.0902889909440727e-56,2.614970741014483e-60,3.37763568517673e-67
4.028477103073658e-12,0.11224537200005962,0.0,0.0,0.0,0.0,0.32999999999757085,0.6699999999981018,2.4290030746833183e-12,1.898025625118909e-12,1.2830944330562884e-16,5.311057156845878e-13,4.05954385866765e-25,9.189747858046245e-21,6.200481563901527e-22,1.4727700194304572e-25,1.9794953972209094e-27,8.69452686638625e-21,1.7749408979141327e-20,1.2086911612343988e-30,8.685389872116482e-35,4.914638433072178e-43,2.0544335225621212e-40,1.0140202094074983e-24,1.2522697275003687e-22,1.0000889444295148e-38,6.410421254721824e-43,1.415417734101375e-49,4.458343338864431e-44,3.176248814460792e-60,2.3239375783477062e-67,1.1689210742861617e-55,1.7124055179464016e-59,2.4763288748632534e-66
5.371399948401258e-12,0.11224537200007945,0.0,0.0,0.0,0.0,0.32999999999676105,0.6699999999974687,3.2386818306598132e-12,2.5310457767965513e-12,2.1859791798229499e-16,7.078545781684022e-13,6.916960129628859e-25,1.5927391181947038e-20,1.3068336353203692e-21,3.144802868073017e-25,4.313295892475024e-27,1.488368484933541e-20,3.02814912559965e-20,3.0636018699215325e-30,2.5875664795903098e-34,1.4646810118722232e-42,7.063044501925269e-40,2.1344603935112978e-24,2.6379288396118777e-22,2.603256136840424e-38,1.9520062964177484e-42,4.228588398334431e-49,1.3320212863548707e-43,1.392669649249331e-59,1.417033476353469e-66,4.091779529086298e-55,6.791274835254201e-59,1.0737081046607142e-65
8.057245639056458e-12,0.11224537200011904,0.0,0.0,0.0,0.0,0.3299999999951415,0.6699999999962021,4.8579869273429546e-12,3.797418128513415e-12,4.515964275809464e-16,1.0610202438578869e-12,1.4291232563557486e-24,3.383941347127187e-20,3.5643553318318976e-21,8.763149886167768e-25,1.2520137390854317e-26,3.099295910455365e-20,6.270357251323902e-20,1.0701394231553265e-29,1.1315585352213107e-33,6.407666643628894e-42,3.7971713117371354e-39,5.809840690345903e-24,7.189126879779656e-22,9.55349241162584e-38,8.893395475168587e-42,1.8551203951318864e-48,5.844131924781388e-43,1.3455060271974496e-58,2.6057308358940576e-65,2.277217009640552e-54,4.551115628841315e-58,8.210424653021478e-65
1e-11,0.11224537200015856,0.0,0.0,0.0,0.0,0.32999999999397006,0.6699999999952855,6.029228831959979e-12,4.713748023397305e-12,6.711514602396879e-16,1.316151735731296e-12,2.1240344584984187e-24,5.1279599864544475e-20,6.2109197447156125e-21,1.5491892231164101e-24,2.2602861919737518e-26,4.631993650413925e-20,9.334249498558543e-20,2.144564237740351e-29,2.566861500751361e-33,1.453799880623594e-41,9.624335414895454e-39,1.0109865788403935e-23,1.2520614581827327e-21,1.9734452868534363e-37,2.069406527814039e-41,4.2144641751032924e-48,1.3277171023424297e-42,4.151785305500379e-58,9.570946182917525e-65,5.896187871933818e-54,1.2980857911854123e-57,2.500529587053609e-64
1.0743091329711658e-11,0.11224537200015856,0.0,0.0,0.0,0.0,0.329999999993522,0.6699999999949348,6.47721017473082e-12,5.064310365791356e-12,7.664538016449075e-16,1.4136660068782205e-12,2.425680263480141e-24,5.894555832577674e-20,7.448189438280476e-21,1.865705144264291e-24,2.737974974343016e-26,5.29979978291645e-20,1.0665685559058548e-19,2.671374128031852e-29,3.2942991524566926e-33,1.8658765402146347e-41,1.2650311405052006e-38,1.2118931983183438e-23,1.5012535370363007e-21,2.477245852227347e-37,2.6712514865298937e-41,5.4106151753882464e-48,1.7045637162487187e-42,5.6543702109190465e-58,1.338544535834386e-64,7.783751685012371e-54,1.745454276783207e-57,3.401110199399147e-64
1.3428937020366858e-11,0.11224537200019807,0.0,0.0,0.0,0.0,0.32999999999190244,0.669999999993667,8.096346265341404e-12,6.331758863100041e-12,1.1684776508640489e-15,1.7657554915316494e-12,3.698168634419724e-24,9.222805683950362e-20,1.3540949346794904e-20,3.45584534720458e-24,5.136698154194044e-26,8.141623280099717e-20,1.6296940735334004e-19,5.661847723805008e-29,7.991993310786116e-33,4.52739842704811e-41,3.4617609986567487e-38,2.199317248205038e-23,2.727507347878504e-21,5.4162964428805524e-37,6.665084863539135e-41,1.3144348263944173e-47,4.1411422267143376e-42,1.931957450916974e-57,5.678651788478663e-64,2.1827805060386574e-53,5.43700774253566e-57,1.1351921801954424e-63
1.8800628401677257e-11,0.11224537200027679,0.0,0.0,0.0,0.0,0.32999999998866336,0.6699999999911292,1.1334355110987275e-11,8.868354440267405e-12,2.2358869116575047e-15,2.4682358220896648e-12,7.07683418782668e-24,1.8697289835550543e-19,3.561875772442771e-20,9.54985551533999e-24,1.4053901264752058e-25,1.5854028048934118e-19,3.1347845437526813e-19,2.0672445621256213e-28,4.121054367590694e-32,2.3353437796767397e-40,2.578679855535684e-37,5.757478929607509e-23,7.162171836788085e-21,2.083112634947508e-36,3.6564387181136583e-40,6.796839654890398e-47,2.1415007950645403e-41,2.6184926121732216e-56,1.253512986202186e-62,1.743150958266638e-52,6.479533868222858e-56,1.7709352795471433e-62
2.9544011164298055e-11,0.11224537200043339,0.0,0.0,0.0,0.0,0.3299999999821852,0.6699999999860462,1.7809346010963915e-11,1.3948269213722002e-11,5.397579364992917e-15,3.8664726404743695e-12,1.7084804074623934e-23,5.059720109451279e-19,1.3654998848380255e-19,4.06461554440915e-23,5.580503143222768e-25,3.9703779744017724e-19,7.652745280335436e-19,1.3000667123852005e-27,4.418131840477004e-31,2.5045543405857907e-39,4.895299477233776e-36,2.1833928892895945e-22,2.7351638793109175e-20,1.3746352612699748e-35,4.159574221502619e-39,7.30730040584966e-46,2.3024971387986105e-40,8.762423869417445e-55,7.392964348498572e-61,3.54082082834979e-51,2.4252663278200833e-54,9.139841664737293e-61
4.0287393926918857e-11,0.11224537200058879,0.0,0.0,0.0,0.0,0.32999999997570706,0.6699999999809529,2.4282993496341812e-11,1.903711707358799e-11,9.902769071878242e-15,5.255776073813693e-12,3.134570524944851e-23,1.0211119503924962e-18,3.365477725009725e-19,1.0818212237296056e-22,1.3969452448479685e-24,7.527607729690465e-19,1.4185093562117316e-18,4.2111892732171386e-27,1.8355295647902405e-30,1.0406384161242137e-38,2.542246239949494e-35,5.334738718526159e-22,6.720532042796237e-20,4.53158496085361e-35,1.7595119978046442e-38,3.03851313938754e-45,9.574432484540939e-40,5.622548276150655e-54,6.086983479228565e-60,1.8704915082873457e-50,1.5594613822304407e-53,6.345637588082116e-60
6.177415945216046e-11,0.11224537200089627,0.0,0.0,0.0,0.0,0.32999999996275076,0.6699999999707357,3.722645297941964e-11,2.924131072346466e-11,2.2748684978207362e-14,8.007884113450131e-12,7.200915739591985e-23,2.8079151368061274e-18,1.20227890690458e-18,4.5548149758668515e-22,5.104689105194994e-24,1.8504118337399207e-18,3.3308114605197887e-18,2.3736227687574524e-26,1.6639075508712415e-29,9.434744742262955e-38,3.7799606733475224e-34,1.8667960494646636e-21,2.3832586159629695e-19,2.6198354646031698e-34,1.640650300471436e-37,2.757655295374275e-44,8.689707434908466e-39,1.4578769901978885e-52,3.2312510539110545e-58,2.8660754841453672e-49,4.002356039850183e-52,1.9342047190361076e-58
8.111224842487791e-11,0.11224537200116916,0.0,0.0,0.0,0.0,0.3299999999510901,0.6699999999615064,4.887133931394033e-11,3.845506454175377e-11,3.853711584739566e-14,1.04548007926709e-11,1.2198745559680933e-22,5.4048082907968555e-18,2.6393801963909716e-18,1.10822009880629e-21,1.1357510662002994e-23,3.3045874023060854e-18,5.7438545855343404e-18,6.576009505497881e-26,5.664426130791407e-29,3.212003491917173e-37,1.539239107756579e-33,4.038327993512639e-21,5.204655636281733e-19,7.3449573501712735e-34,5.644833959614428e-37,9.391244823391551e-44,2.959323317448362e-38,7.548049557114145e-52,2.3367235993829738e-57,1.1777280337133297e-48,1.9142511456197832e-51,9.605770960669459e-58
9.999999999999999e-11,0.11224537200143841,0.0,0.0,0.0,0.0,0.32999999993970097,0.669999999952461,6.024138978388201e-11,4.748132804812636e-11,5.761214962276983e-14,1.2817657988235506e-11,1.8236974161333418e-22,9.02918070857462e-18,4.829854893915865e-18,2.223122629864694e-21,2.1036188641354723e-23,5.189170224478029e-18,8.735486388578812e-18,1.4496249097528705e-25,1.4845314728984106e-28,8.41826872368779e-37,4.7390367011506816e-33,7.284354966628692e-21,9.475221518843827e-19,1.6363350368640042e-33,1.4936865683766866e-36,2.4618712654913565e-43,7.757779563796717e-38,2.6811271596047925e-51,1.01840770749916e-56,3.6573851087691116e-48,6.905427155416634e-51,3.5860022226146756e-57
1.0045033739759535e-10,0.11224537200143841,0.0,0.0,0.0,0.0,0.3299999999394294,0.6699999999522449,6.051243985181797e-11,4.769686627354382e-11,5.811102973698708e-14,1.2873668588741572e-11,1.8394895594812834e-22,9.12871874979866e-18,4.891572757464171e-18,2.2554629634141292e-21,2.1310034251688058e-23,5.2397039845643944e-18,8.814472007584206e-18,1.473111463523762e-25,1.5127821676479433e-28,8.578472578016903e-37,4.840243864147693e-33,7.375319799950019e-21,9.595316061102146e-19,1.6631486435035367e-33,1.522332001219127e-36,2.50873000108878e-43,7.905440255247224e-38,2.7431163419919195e-51,1.0442111703394734e-56,3.735918157251163e-48,7.066797197617002e-51,3.67122944156684e-57
1.197884263703128e-10,0.11224537200170422,0.0,0.0,0.0,0.0,0.32999999992776874,0.6699999999429521,7.214993817069515e-11,5.696640800254323e-11,8.128666048667237e-14,1.5264795418085076e-11,2.5731193425894684e-22,1.413932494859564e-17,8.12036677769551e-18,4.07248654199264e-21,3.578783545888469e-23,7.688673490679474e-18,1.2544437114074212e-17,2.860030064112577e-25,3.393270127537008e-28,1.9242497308849424e-36,1.2404741955650913e-32,1.2069747240799416e-20,1.584727339179272e-18,3.26045334554936e-33,3.443878781946698e-36,5.628246622621001e-43,1.7735656889474499e-37,8.279538196415875e-51,4.0672395402821982e-56,9.64566814156927e-48,2.0627986320799103e-50,1.0990236270978978e-56
1.3912651534303025e-10,0.11224537200196658,0.0,0.0,0.0,0.0,0.32999999991610807,0.6699999999336287,8.3784016458221e-11,6.62633723772186e-11,1.0788163345374464e-13,1.7628498632886204e-11,3.414990712812797e-22,2.0595149505037076e-17,1.2486697624730256e-17,6.764893775113773e-21,5.56507332400749e-23,1.0684190179348622e-17,1.6935579308508087e-17,5.033196245619872e-25,6.7651518030513455e-28,3.8364334395653864e-36,2.7756167089486575e-32,1.8298803433893108e-20,2.424418396529671e-18,5.790885564061343e-33,6.920635546428754e-36,1.1222522996706848e-42,3.5364391676147422e-37,2.153242284886578e-50,1.3293036606871211e-55,2.1729272369229107e-47,5.168173823682689e-50,2.8091244384837016e-56
1.7780269328846514e-10,0.1122453720024811,0.0,0.0,0.0,0.0,0.3299999998927867,0.6699999999148908,1.0704252044882265e-10,8.493844897308756e-11,1.7072147345614975e-13,2.22747543142594e-11,5.4042073669650165e-22,3.8371278136642274e-17,2.517194005324322e-17,1.562957999260055e-20,1.1461348499897503e-22,1.842403707250172e-17,2.7707850884566604e-17,1.2667899007914741e-24,2.096401032246558e-27,1.1888704985282676e-35,1.0464976197994576e-31,3.588543927460146e-20,4.83865364328594e-18,1.4831154615745906e-32,2.176942567902894e-35,3.478321211865586e-42,1.0960933359649553e-36,1.0809195650013847e-49,1.0165423507973917e-54,8.298405604586386e-47,2.373830883367271e-49,1.3308867222340772e-55
2.1647887123390004e-10,0.11224537200298228,0.0,0.0,0.0,0.0,0.3299999998694654,0.669999999896035,1.3028926004167735e-10,1.0371962024261889e-10,2.4532099077373794e-13,2.6814911464690626e-11,7.765684548329803e-22,6.359606473205035e-17,4.41134257126542e-17,3.086388029436363e-20,2.0505903554342024e-22,2.869448084323051e-17,4.1145547029613787e-17,2.6602996493845305e-24,5.19841801207817e-27,2.948071743472598e-35,3.0195891617633046e-31,6.1201530041469e-20,8.39569886072232e-18,3.165528841742966e-32,5.470078993750925e-35,8.626230554491516e-42,2.718318548441794e-36,3.773292867865524e-49,4.6564443496428276e-54,2.420182654780063e-46,7.933558066884438e-49,4.537207071588468e-55
2.5515504917933493e-10,0.11224537200347079,0.0,0.0,0.0,0.0,0.32999999984614403,0.6699999998770652,1.5352548816886532e-10,1.2260432782832129e-10,3.304259708677508e-13,3.125152846250956e-11,1.0459719248661015e-21,9.736089380278028e-17,7.043782189960643e-17,5.49162166375963e-20,3.342221500909602e-22,4.172124456373077e-17,5.726337934783475e-17,4.963151107190994e-24,1.1190479390185295e-26,6.346297926888651e-35,7.407139761567348e-31,9.508552129853735e-20,1.3271209539282595e-17,6.000352780079557e-32,1.192676847588918e-34,1.857114945544808e-41,5.852199621497194e-36,1.0841430201948257e-48,1.7042854419636737e-53,5.9975974539561445e-46,2.2114394103138368e-48,1.2843657392996861e-54
2.9383122712476983e-10,0.11224537200394683,0.0,0.0,0.0,0.0,0.3299999998228227,0.6699999998579848,1.7675228665000982e-10,1.4159012710636137e-10,4.2495348907287067e-13,3.558704995963441e-11,1.34520307563352e-21,1.4060877932359033e-16,1.0513018105437632e-16,9.056607159194106e-20,5.092004405706358e-22,5.769975939039691e-17,7.607537405229446e-17,8.50152291340898e-24,2.1801142236693565e-26,1.2363882545106069e-34,1.6259231569340993e-30,1.3804650531585463e-19,1.960482135092926e-17,1.0444206893195546e-31,2.3538297180729584e-34,3.618269574344728e-41,1.14020278939641e-35,2.751171860100562e-48,5.393872428445213e-53,1.3302077388643481e-45,5.4688986046672527e-48,3.217647180902713e-54
3.325074050702047e-10,0.11224537200441084,0.0,0.0,0.0,0.0,0.32999999979950134,0.669999999838797,1.999705771005514e-10,1.6067470812639708e-10,5.27980990770013e-13,3.982378593990864e-11,1.6713414981846882e-21,1.9414370784227978e-16,1.4904133297020652e-16,1.4084082645795626e-19,7.368833393495424e-22,7.679702506844341e-17,9.75947520452897e-17,1.3637931395708006e-23,3.933850936146939e-26,2.230984941362868e-34,3.277991180561628e-30,1.903321748232965e-19,2.7504025776765806e-17,1.7028663951990437e-31,4.303943628984736e-34,6.529276925769441e-41,2.0575336208210676e-35,6.341471141342806e-48,1.5159198150636745e-52,2.710500256666318e-45,1.2346841366993898e-47,7.345547155850756e-54
3.8812857963034577e-10,0.11224537200505766,0.0,0.0,0.0,0.0,0.3299999997659623,0.6699999998110209,2.3334810299251626e-10,1.882894150674175e-10,6.894073831379707e-13,4.574803914677561e-11,2.1823446365413855e-21,2.9060029710419824e-16,2.2988596671062516e-16,2.4531379983496875e-19,1.17044193375431e-21,1.100269924200489e-16,1.3331439730771327e-16,2.4619536677278322e-23,8.279151262941617e-26,4.695351493869403e-34,8.013188165380833e-30,2.8207101556408326e-19,4.17817274538972e-17,3.147824900595704e-31,9.240539136056894e-34,1.3742384173156897e-40,4.330566422415806e-35,1.858757630026418e-47,5.792288941473456e-52,6.736700667961927e-45,3.544798830159047e-47,2.1387460787368124e-53
4.437497541904868e-10,0.11224537200568124,0.0,0.0,0.0,0.0,0.3299999997324232,0.6699999997830375,2.6671192255661166e-10,2.1609729195576455e-10,8.645195099938526e-13,5.147911479666211e-11,2.73667089167568e-21,4.1172952279292296e-16,3.3345683976568654e-16,3.9705427157208023e-19,1.7475048170089073e-21,1.5041507557548329e-16,1.7469692989412162e-16,4.098548734715696e-23,1.5782613867310796e-25,8.950842952275828e-34,1.746104711886517e-29,3.9324610156484554e-19,5.968327756767165e-17,5.365293886116358e-31,1.7971887231502194e-33,2.619855985393353e-40,8.255827766829601e-35,4.729433571867534e-47,1.8436139752700014e-51,1.4931076120016495e-44,8.966097501815318e-47,5.471365459312201e-53
4.993709287506279e-10,0.11224537200628261,0.0,0.0,0.0,0.0,0.32999999969888416,0.6699999997548557,3.0006394394823824e-10,2.4409202371914185e-10,1.0514072868653072e-12,5.702332809276888e-11,3.3282737621946422e-21,5.59199710637506e-16,4.61591037915284e-16,6.071295739674863e-19,2.4884697349612108e-21,1.983103713848894e-16,2.2177821056666236e-16,6.410923608880932e-23,2.78552128187107e-25,1.579769098225252e-33,3.4725020697078394e-29,5.234442670241975e-19,8.135662376180002e-17,8.589865147049737e-31,3.2355025621425785e-33,4.624048551068718e-40,1.4571560063920008e-34,1.0747584977538695e-46,5.056917808043489e-51,3.0193711348877534e-44,2.0371011454496044e-46,1.2541981449455244e-52
5.549921033107689e-10,0.11224537200686256,0.0,0.0,0.0,0.0,0.3299999996653451,0.6699999997264833,3.334058273258866e-10,2.7226746086809843e-10,1.2484088836112077e-12,6.238682866407805e-11,3.951892612556421e-21,7.344638799091279e-16,6.159185029896231e-16,8.87309821141841e-19,3.413822472880759e-21,2.540180106931807e-16,2.745930505584937e-16,9.54650712460632e-23,4.622440361301336e-25,2.6215621128968475e-33,6.411220463266408e-29,6.719622254417704e-19,1.0689920598163245e-16,1.308646719945102e-30,5.4745310447209254e-33,7.673635278814288e-40,2.4181608580680197e-34,2.23217285279864e-46,1.2391565279408281e-50,5.665998151488683e-44,4.238634277266476e-46,2.628240252074289e-52
6.1061327787091e-10,0.11224537200742185,0.0,0.0,0.0,0.0,0.32999999963180604,0.6699999996979268,3.667389912346678e-10,3.0061767175146153e-10,1.4541043338047806e-12,6.757554830681214e-11,4.6030324431409525e-21,9.387650631444695e-16,7.978639532637716e-16,1.2499533743873e-18,4.5440085453357184e-21,3.1780014396543375e-16,3.331749061940513e-16,1.3661433280910042e-22,7.29820297765207e-25,4.1391023538567155e-33,1.1150401125986402e-28,8.379003992134881e-19,1.3636257372604303e-16,1.9151791157999433e-30,8.810206211023143e-33,1.2115941779392484e-39,3.818049128876997e-34,4.3173084035997184e-46,2.7789439369521157e-50,1.0012412155800296e-43,8.220162319274282e-46,5.126849057627552e-52
6.66234452431051e-10,0.11224537200796139,0.0,0.0,0.0,0.0,0.329999999598267,0.6699999996691942,4.0006465580790065e-10,3.2913690979440064e-10,1.667272288387957e-12,7.25952337447651e-11,5.2778269910223e-21,1.1731738073792727e-15,1.0086829118440564e-15,1.707938604296526e-18,5.8994900034568484e-21,3.8988360014787013e-16,3.975560756740853e-16,1.891954414930237e-22,1.1058441802352263e-24,6.2717007021293e-33,1.8456850627730865e-28,1.0202214609677684e-18,1.6976124165329332e-16,2.7113188304675214e-30,1.3602254737509335e-32,1.8358816136142716e-39,5.785344938654703e-34,7.878706190546993e-46,5.802401579875782e-50,1.6833945513862061e-43,1.5042780866805435e-45,9.427942204087722e-52
7.21855626991192e-10,0.11224537200848181,0.0,0.0,0.0,0.0,0.3299999995647279,0.6699999996402914,4.3338386239132025e-10,3.578196369537571e-10,1.8868703708155443e-12,7.745142317136118e-11,5.9729765428507936e-21,1.4386050644936336e-15,1.249475826871259e-15,2.274560619362022e-18,7.500675222611544e-21,4.704632669371854e-16,4.677675635278704e-16,2.5491073098261857e-22,1.6188518520374822e-24,9.181200588306001e-33,2.9315524702024875e-28,1.217826011916289e-18,2.070788975600334e-16,3.732920793363001e-30,2.0283670381862327e-32,2.6876076955587665e-39,8.469361566696727e-34,1.3697867683058634e-45,1.1411969205898457e-49,2.7152135253269707e-43,2.6233392847286094e-45,1.6510079061148702e-51
8.330979761114741e-10,0.11224537200946827,0.0,0.0,0.0,0.0,0.32999999949764974,0.669999999582001,5.000064098908554e-10,4.1565425690498376e-10,2.341845173203344e-12,8.669461630687473e-11,7.413223989221737e-21,2.0656226299171544e-15,1.824808451656328e-15,3.788632545779972e-18,1.1521863094910894e-20,6.577730942329901e-16,6.258001929143856e-16,4.3282084891748945e-22,3.19008925889785e-24,1.809242469259964e-32,6.6925851083160965e-28,1.6544353332674434e-18,2.932994121419233e-16,6.611096628413183e-30,4.1448123051991534e-32,5.2963228771318186e-39,1.669012503876564e-33,3.6920535519821634e-45,3.853287045924219e-49,6.391041701943789e-43,7.120442855855235e-45,4.5120021346754576e-51
9.33216090319728e-10,0.11224537201029754,0.0,0.0,0.0,0.0,0.32999999943727937,0.669999999529018,5.599524049861916e-10,4.682125604644264e-10,2.7655172678593676e-12,9.450632244025824e-11,8.754381201967397e-21,2.742898668240769e-15,2.453817290345619e-15,5.66304468856414e-18,1.6186012268627955e-20,8.568876567270007e-16,7.882579938337647e-16,6.559965983795398e-22,5.442570661411637e-24,3.0867332919807644e-32,1.2833579969485556e-27,2.088522028056785e-18,3.837136873509668e-16,1.0394640635055518e-29,7.299257874321155e-32,9.03617486364805e-39,2.8475410928090957e-33,8.081007405489673e-45,1.0021014326307987e-48,1.2586640966876774e-42,1.5693554450649836e-44,9.99205885718185e-51
9.999999999999999e-10,0.11224537201107496,0.0,0.0,0.0,0.0,0.3299999993970092,0.669999999493417,5.999335730787275e-10,5.035243159770577e-10,3.0539532334533987e-12,9.946444401597032e-11,9.667441118107068e-21,3.2556376684666128e-15,2.9339686994865794e-15,7.226612943639633e-18,1.9908974518607058e-20,1.0061116836930657e-15,9.07360368707668e-16,8.437829467319828e-22,7.525127813965884e-24,4.267853623750574e-32,1.905309721583251e-27,2.3966098952452084e-18,4.505030406753208e-16,1.3693097435297647e-29,1.030259963390888e-31,1.2493939141700062e-38,3.937176557894579e-33,1.3005347395966956e-44,1.7872061057585458e-48,1.9012448509513863e-42,2.537467350097381e-44,1.6198732921818107e-50
1.0333342045279818e-09,0.11224537201107496,0.0,0.0,0.0,0.0,0.32999999937690894,0.6699999994755732,6.198880927413429e-10,5.212223454525593e-10,3.1993961617641062e-12,1.018665270939589e-10,1.0127848727051274e-20,3.5300557916167176e-15,3.192115762424058e-15,8.11046822524304e-18,2.196359787814629e-20,1.0855597481434035e-15,9.700388789407027e-16,9.50430382491588e-22,8.772027816073867e-24,4.975032332407552e-32,2.2968727316882937e-27,2.555295979042224e-18,4.857094395508382e-16,1.560566816480065e-29,1.2131520630777747e-31,1.4564236925948802e-38,4.589583744557379e-33,1.6280522681986163e-44,2.3437504608692002e-48,2.3112260288696674e-42,3.1835726487450196e-44,2.0347078083698775e-50
1.1334523187362356e-09,0.1122453720118038,0.0,0.0,0.0,0.0,0.3299999993165385,0.6699999994216953,6.798158927327834e-10,5.746573033733331e-10,3.641060036231236e-12,1.088015395627069e-10,1.152596013386659e-20,4.429243042091378e-15,4.042832738021735e-15,1.1217807012745224e-17,2.897364026535882e-20,1.3442678692762125e-15,1.1712862905485226e-15,1.327541913217457e-21,1.3499523714296154e-23,7.656231813499054e-32,3.88773291028747e-27,3.049420767001162e-18,5.986792901624701e-16,2.2563309163412483e-29,1.9235610514776797e-31,2.2413624068421472e-38,7.063139809855989e-33,3.071388879037443e-44,5.056407035779684e-48,4.010826033340454e-42,6.046257838265165e-44,3.8764976997268182e-50
1.2335704329444894e-09,0.11224537201248712,0.0,0.0,0.0,0.0,0.3299999992561681,0.6699999993674111,7.397377030056839e-10,6.284926319178805e-10,4.0886091379928415e-12,1.1533616290746117e-10,1.2942701625145692e-20,5.442152155766155e-15,5.0085861580196494e-15,1.507332432271561e-17,3.733518574422595e-20,1.6333946321378535e-15,1.3921342742493945e-15,1.7989865804301984e-21,1.9994514086104115e-23,1.133987024275533e-31,6.284751235538161e-27,3.566271213493266e-18,7.219836317384496e-16,3.1618396585137084e-29,2.9333131598734908e-31,3.3197809267629307e-38,1.0461531696912656e-32,5.492377536171766e-44,1.0222954501059306e-47,6.64416303834449e-42,1.0884337438151261e-43,6.996994612004331e-50
1.3336885471527431e-09,0.11224537201312758,0.0,0.0,0.0,0.0,0.32999999919579764,0.6699999993127451,7.996549551277992e-10,6.82704988635383e-10,4.54061066818957e-12,1.2149374028490993e-10,1.4373537579336567e-20,6.570065569537269e-15,6.091531385125749e-15,1.976645680304783e-17,4.716724566920099e-20,1.9532365559878144e-15,1.6327077780222276e-15,2.3766247060009777e-21,2.867546787555478e-23,1.6263284322423127e-31,9.77390808900658e-27,4.1018192784788465e-18,8.549596492109257e-16,4.315342612229455e-29,4.328370385982723e-31,4.761165387168243e-38,1.5003729579778543e-32,9.38771635907638e-44,1.9558172270333869e-47,1.058371035688241e-41,1.873051257310356e-43,1.2068492252794373e-49
